Hogar;Sector;Zona;Comuna;DirCoordX;DirCoordY;Fecha;DiaAsig;TipoDia;Temporada;NumPer;NumVeh;NumBicAdulto;NumBicNino;Propiedad;MontoDiv;ImputadoDiv;MontoArr;ImputadoArr;IngresoHogar;Factor
190521;3;448;ÑUÑOA;349851,4142;6296984,452;21-02-2013;jueves;1;2;1;1;0;0;1;;0;350000;0;600000;81,153023
190531;3;448;ÑUÑOA;349851,4142;6296984,452;21-02-2013;jueves;1;2;2;1;0;0;1;;0;350000;0;600000;53,959415
190541;3;448;ÑUÑOA;349851,4142;6296984,452;23-02-2013;sábado;2;2;1;0;0;0;1;;0;400000;0;350000;184,948853
190551;3;441;ÑUÑOA;351907,5177;6296148,641;23-02-2013;sábado;2;2;4;0;1;2;1;;0;271901;1;1364557;103,552574
190560;3;435;ÑUÑOA;353723,8057;6298364,77;13-09-2012;jueves;1;1;5;1;3;0;1;;0;260759;1;1228951;153,382294
190573;3;281;LA REINA;353844,4039;6298411,443;13-09-2012;jueves;1;1;1;0;0;0;3;;0;269008;1;239257;104,252373
190581;3;419;ÑUÑOA;350454,4712;6295402,123;12-03-2013;martes;1;1;2;0;0;0;1;;0;140000;0;645076;165,539490
190591;3;437;ÑUÑOA;351783,0515;6297637,253;05-02-2013;martes;1;2;4;0;0;0;1;;0;200352;1;1096499;166,855789
190603;3;424;ÑUÑOA;351411;6296885;21-10-2012;domingo;2;1;2;2;2;0;3;;0;421598;1;1743366;212,059677
190611;3;434;ÑUÑOA;353050,1648;6298813,176;20-08-2012;lunes;1;1;5;1;0;1;1;;0;250000;0;2271281;81,651115
190622;3;434;ÑUÑOA;353037,3982;6298812,982;24-08-2012;viernes;1;1;1;0;0;0;1;;0;189698;1;130000;231,140091
190631;3;434;ÑUÑOA;353035,2769;6298812,526;20-08-2012;lunes;1;1;4;1;0;0;5;;0;261169;1;1413729;56,667328
190641;3;439;ÑUÑOA;353232,9218;6295890,711;19-11-2012;lunes;1;1;5;2;5;0;1;;0;300000;0;2670709;138,119202
190651;3;426;ÑUÑOA;353859,9689;6297428,081;20-04-2013;sábado;2;1;6;1;0;2;1;;0;160000;0;1249329;66,492691
190661;3;426;ÑUÑOA;353753,9875;6297471,919;20-04-2013;sábado;2;1;4;1;0;0;1;;0;200000;0;2298403;50,763199
190671;3;422;ÑUÑOA;352661,8087;6295671,734;16-11-2012;viernes;1;1;2;0;0;0;1;;0;209165;1;388375;85,007904
190681;3;436;ÑUÑOA;352625,9607;6297369,899;11-01-2013;viernes;1;2;3;2;0;0;1;;0;350000;0;1308184;173,604126
190692;3;436;ÑUÑOA;352547,3278;6297409,739;17-01-2013;jueves;1;2;5;2;2;0;2;500000;0;700000;0;1394530;177,683899
190700;3;436;ÑUÑOA;352544,021;6297394,034;11-01-2013;viernes;1;2;1;1;0;0;1;;0;1000000;0;651040;82,453926
190711;3;448;ÑUÑOA;350310,9773;6296767,213;04-01-2013;viernes;1;2;3;2;0;0;1;;0;340453;1;766306;170,865097
190721;3;430;ÑUÑOA;349052,0202;6297665,871;29-11-2012;jueves;1;1;3;1;1;0;3;;0;240000;0;955193;157,419022
190731;3;448;ÑUÑOA;350016,2198;6297105,48;12-10-2012;viernes;1;1;2;1;0;0;3;;0;300000;0;1112766;53,959415
190741;3;445;ÑUÑOA;349863,787;6296644,897;15-11-2012;jueves;1;1;6;1;2;1;1;;0;328891;1;1874196;69,441811
190751;3;440;ÑUÑOA;353131,708;6296809,817;03-12-2012;lunes;1;1;4;0;0;0;1;;0;250000;0;1069195;111,377640
190761;3;444;ÑUÑOA;352003,2186;6295598,686;20-04-2013;sábado;2;1;2;0;1;0;3;;0;165000;0;721499;127,819710
190771;3;429;ÑUÑOA;350634,894;6297535,317;08-09-2013;domingo;2;1;3;1;2;0;1;;0;350000;0;248475;226,095963
190781;3;433;ÑUÑOA;352948,6125;6297888,026;29-08-2012;miércoles;1;1;3;1;0;0;1;;0;275598;1;303901;98,688484
190791;3;433;ÑUÑOA;352955,6979;6297888,557;05-09-2012;miércoles;1;1;4;1;2;0;1;;0;293340;1;1349504;70,101082
190800;3;423;ÑUÑOA;351076,8719;6295113,039;10-09-2012;lunes;1;1;5;1;1;1;2;300000;0;350000;0;813684;63,384773
190811;3;448;ÑUÑOA;349803,7799;6296980,398;05-10-2013;sábado;2;1;1;1;0;0;1;;0;334684;1;647729;81,153023
190821;3;437;ÑUÑOA;351307,4865;6297406,384;22-08-2012;miércoles;1;1;4;1;3;0;7;;0;500000;0;573304;73,214020
190833;3;443;ÑUÑOA;352378,8804;6295463,799;25-09-2012;martes;1;1;4;0;0;0;1;;0;160000;0;860000;136,556412
190841;3;447;ÑUÑOA;349570,5193;6297165,43;04-01-2013;viernes;1;2;6;2;1;4;1;;0;282676;1;422426;160,842514
190851;3;447;ÑUÑOA;349593;6297229;04-01-2013;viernes;1;2;2;1;2;0;1;;0;280000;0;592901;54,592281
190861;3;422;ÑUÑOA;352966,9268;6295428,032;26-01-2013;sábado;2;2;3;0;98;98;1;;0;191198;1;392000;100,564018
190870;3;422;ÑUÑOA;353071,9132;6295379,211;26-01-2013;sábado;2;2;3;0;0;0;1;;0;224288;1;405446;100,564018
190882;3;430;ÑUÑOA;348425,8291;6297445,333;23-05-2013;jueves;1;1;2;1;1;0;1;;0;392551;1;1527017;133,068024
190891;3;424;ÑUÑOA;350942,5413;6296860,957;25-05-2013;sábado;2;1;4;1;0;0;1;;0;400000;0;2207831;66,572853
190901;3;424;ÑUÑOA;350971,6678;6296736,949;22-10-2012;lunes;1;1;2;1;0;0;1;;0;328420;1;1021306;79,223732
190912;3;424;ÑUÑOA;350966,3762;6296738,212;25-05-2013;sábado;2;1;1;1;0;0;1;;0;900000;0;805991;119,149673
190923;3;421;ÑUÑOA;349436,8485;6296005,293;04-09-2012;martes;1;1;4;0;0;1;2;120000;0;170000;0;278783;120,503708
190933;3;421;ÑUÑOA;349405,7237;6296246,848;12-09-2012;miércoles;1;1;2;0;0;0;1;;0;160000;0;565937;143,403076
190941;3;441;ÑUÑOA;351988,6581;6297009,336;05-10-2013;sábado;2;1;4;2;0;0;3;;0;250000;0;1365043;121,623291
190951;3;441;ÑUÑOA;352044,1556;6297033,841;05-10-2013;sábado;2;1;2;0;0;0;1;;0;250000;0;597877;123,230751
190961;3;448;ÑUÑOA;350618,944;6297071,667;04-01-2013;viernes;1;2;4;1;2;0;1;;0;300000;0;1436595;45,342880
190973;3;448;ÑUÑOA;349691,167;6297161,319;22-10-2012;lunes;1;1;2;1;1;0;1;;0;350000;0;212781;53,959415
190980;3;436;ÑUÑOA;352415,0312;6297758,461;25-07-2012;miércoles;1;1;5;2;3;0;2;200000;0;400000;0;2293160;177,683899
190991;3;420;ÑUÑOA;349759;6295853;16-10-2012;martes;1;1;4;0;0;1;1;;0;186809;1;568191;80,558815
191001;3;420;ÑUÑOA;349759;6295853;16-10-2012;martes;1;1;3;0;1;0;2;130000;0;150000;0;544901;113,410843
191011;3;420;ÑUÑOA;349727,9548;6295890,944;16-10-2012;martes;1;1;5;2;1;1;3;;0;230000;0;1105843;136,332138
191021;3;439;ÑUÑOA;353561,842;6296040,826;26-11-2012;lunes;1;1;4;1;0;1;2;180000;0;255011;1;1182823;35,811451
191031;3;433;ÑUÑOA;353171,0103;6298379,149;27-08-2012;lunes;1;1;3;2;0;0;3;;0;250000;0;1413612;264,161255
191042;3;435;ÑUÑOA;353620,9303;6298506,216;20-08-2012;lunes;1;1;4;1;0;1;1;;0;30000;0;1140987;106,450058
191050;3;422;ÑUÑOA;353081,1593;6295709,618;21-09-2012;viernes;1;1;3;0;1;0;1;;0;180000;0;500000;100,564018
191062;3;437;ÑUÑOA;351169,5255;6297406,594;26-05-2013;domingo;2;1;4;1;0;1;2;390156;1;400000;0;2436860;73,214020
191072;3;437;ÑUÑOA;351169,5255;6297406,594;26-05-2013;domingo;2;1;1;1;1;0;1;;0;450000;0;846453;131,035782
191080;3;442;ÑUÑOA;352696,856;6296907,273;07-09-2012;viernes;1;1;4;1;8;2;1;;0;300000;0;1209217;72,899902
191092;3;441;ÑUÑOA;351768,0458;6296494,459;25-05-2013;sábado;2;1;2;0;2;0;1;;0;300000;0;528033;123,230751
191101;3;441;ÑUÑOA;351860,9521;6296376,619;23-10-2012;martes;1;1;2;1;1;0;2;600000;0;490624;1;3353775;54,071960
191111;3;425;ÑUÑOA;351264,8784;6298079,189;27-04-2013;sábado;2;1;3;0;0;1;1;;0;200000;0;1219176;149,718735
191121;3;425;ÑUÑOA;351254,3579;6298138,787;09-09-2012;domingo;2;1;3;1;2;0;2;250000;0;350000;0;2887630;65,694542
191130;3;425;ÑUÑOA;351254,3579;6298138,787;07-09-2012;viernes;1;1;4;1;0;0;1;;0;300000;0;1215724;46,664623
191141;3;427;ÑUÑOA;348978,964;6296350,159;04-12-2012;martes;1;1;2;0;0;0;1;;0;235788;1;833797;175,505981
191151;3;427;ÑUÑOA;348978,964;6296350,159;04-12-2012;martes;1;1;4;2;1;0;3;;0;22000;0;2149808;173,216614
191161;3;438;ÑUÑOA;352805,5844;6295916,738;27-04-2013;sábado;2;1;4;1;1;2;1;;0;180000;0;860000;81,558517
191173;3;442;ÑUÑOA;352334;6296686;23-10-2012;martes;1;1;1;1;1;0;5;;0;292227;1;1403567;130,473648
191183;3;442;ÑUÑOA;352220,631;6296692,275;23-10-2012;martes;1;1;6;3;0;2;3;;0;600000;0;1115856;255,596512
191192;3;435;ÑUÑOA;353144,9559;6297898,222;10-10-2012;miércoles;1;1;2;0;0;0;1;;0;300000;0;180000;288,702667
191212;3;437;ÑUÑOA;351583,5735;6297688,778;16-08-2012;jueves;1;1;4;0;5;0;7;;0;220000;0;700000;166,855789
191221;3;437;ÑUÑOA;351606,688;6297599,685;16-08-2012;jueves;1;1;3;0;1;0;1;;0;170000;0;449799;234,899841
191232;3;437;ÑUÑOA;351615,9804;6297687,408;09-08-2012;jueves;1;1;4;2;1;0;1;;0;300000;0;1107955;195,973282
191243;3;427;ÑUÑOA;349092,4749;6295528,992;30-10-2012;martes;1;1;5;1;0;0;1;;0;300000;0;1402347;93,243011
191251;3;424;ÑUÑOA;351046,2679;6297004,649;29-11-2012;jueves;1;1;1;1;0;0;2;252409;1;281317;1;985020;119,149673
191261;3;424;ÑUÑOA;351046,2679;6297004,649;29-11-2012;jueves;1;1;3;2;0;0;2;500000;0;400000;0;1942093;250,865860
191271;3;424;ÑUÑOA;351046,2679;6297004,649;29-11-2012;jueves;1;1;4;1;1;0;2;302289;1;312227;1;1467557;66,572853
191281;3;421;ÑUÑOA;349408,665;6295902,463;22-10-2012;lunes;1;1;4;2;2;2;2;400000;0;700000;0;6037612;141,532471
191292;3;434;ÑUÑOA;352821,6823;6298863,008;29-10-2012;lunes;1;1;3;1;2;0;1;;0;230723;1;825132;79,776337
191293;3;432;ÑUÑOA;352716,9597;6298878,412;10-09-2012;lunes;1;1;2;1;0;0;1;;0;250000;0;330000;84,446754
191301;3;440;ÑUÑOA;353176,393;6296949,693;09-01-2013;miércoles;1;2;3;2;2;0;1;;0;600000;0;6072509;184,160019
191311;3;440;ÑUÑOA;353165,7831;6296950,365;20-04-2013;sábado;2;1;3;0;0;0;5;;0;200000;0;650000;156,797607
191321;3;440;ÑUÑOA;353221,3575;6296945,554;20-04-2013;sábado;2;1;3;1;0;0;1;;0;170000;0;600000;68,800644
191331;3;426;ÑUÑOA;353518,753;6297291,672;24-08-2012;viernes;1;1;5;1;1;0;1;;0;450000;0;2023170;73,143959
191341;3;426;ÑUÑOA;353485,0351;6297363,508;31-07-2012;martes;1;1;4;1;0;0;2;748389;1;700000;0;2100000;50,763199
191352;3;443;ÑUÑOA;352430,7934;6295678,767;17-05-2013;viernes;1;1;1;0;0;0;5;;0;192033;1;157339;244,403748
191362;3;439;ÑUÑOA;353232,936;6296312,319;20-04-2013;sábado;2;1;5;1;0;2;1;;0;145000;0;437535;51,600212
191371;3;425;ÑUÑOA;351608,4687;6297792,555;14-03-2013;jueves;1;1;2;1;2;0;2;370575;1;400277;1;2072251;55,532330
191381;3;425;ÑUÑOA;351608,4687;6297792,555;14-03-2013;jueves;1;1;2;0;0;0;2;200000;0;350000;0;1450190;126,558937
191391;3;425;ÑUÑOA;351608,4687;6297792,555;14-03-2013;jueves;1;1;2;1;1;0;3;;0;300000;0;1842577;55,532330
191401;3;425;ÑUÑOA;351608,4687;6297792,555;14-03-2013;jueves;1;1;1;1;1;0;2;350000;0;400000;0;1101447;83,518631
191411;3;425;ÑUÑOA;351608,4687;6297792,555;14-03-2013;jueves;1;1;2;0;1;0;3;;0;288000;0;765645;126,558937
191421;3;435;ÑUÑOA;353506;6298248;04-12-2012;martes;1;1;2;1;1;0;1;;0;200000;0;595158;126,678772
191432;3;446;ÑUÑOA;349362,3846;6296641,318;22-11-2012;jueves;1;1;4;1;0;0;2;329051;1;297048;1;1390194;114,783836
191440;3;426;ÑUÑOA;353908,4596;6297591,394;12-09-2012;miércoles;1;1;5;2;0;0;3;;0;400000;0;3153894;195,785797
191452;3;423;ÑUÑOA;351393,3886;6295565,47;14-03-2013;jueves;1;1;3;1;2;1;2;420000;0;400000;0;1525672;61,929424
191461;3;440;ÑUÑOA;353142,0927;6296912,628;05-05-2013;domingo;2;1;3;0;0;2;3;;0;220000;0;319991;156,797607
191473;3;447;ÑUÑOA;349322;6296967;22-10-2012;lunes;1;1;4;1;2;1;3;;0;276098;1;933625;45,874687
191481;3;432;ÑUÑOA;352296,9509;6298058,32;14-01-2013;lunes;1;2;3;1;2;0;1;;0;400000;0;2212538;99,900192
191491;3;419;ÑUÑOA;350574,3496;6295128,03;14-04-2013;domingo;2;1;7;2;0;0;3;;0;395159;1;3443000;198,192780
191501;3;423;ÑUÑOA;350822,854;6296177,434;23-08-2012;jueves;1;1;3;1;0;0;1;;0;250000;0;1584940;61,929424
191511;3;423;ÑUÑOA;350825,9274;6296124,788;23-08-2012;jueves;1;1;2;0;0;0;3;;0;165000;0;1714737;119,305565
191521;3;423;ÑUÑOA;350847,5864;6296275,128;23-08-2012;jueves;1;1;1;0;0;0;3;;0;230000;0;1163783;179,431244
191531;3;423;ÑUÑOA;350807,9742;6296038,851;24-08-2012;viernes;1;1;4;1;3;0;2;240000;0;240000;0;1974809;43,990147
191540;3;423;ÑUÑOA;350847,5864;6296275,128;22-08-2012;miércoles;1;1;2;1;0;0;3;;0;180000;0;941997;52,349640
191551;3;423;ÑUÑOA;350847,5864;6296275,128;23-08-2012;jueves;1;1;2;0;2;0;3;;0;150000;0;850000;119,305565
191561;3;437;ÑUÑOA;350851,8085;6297241,543;05-02-2013;martes;1;2;3;1;2;0;4;;0;298280;1;779500;103,070839
191571;3;447;ÑUÑOA;349267,199;6297104,818;04-01-2013;viernes;1;2;2;0;0;0;1;;0;350000;0;376978;124,416512
191581;3;447;ÑUÑOA;349156,1703;6297128,894;04-01-2013;viernes;1;2;4;1;1;1;1;;0;300000;0;1225104;45,874687
191592;3;437;ÑUÑOA;351343,6849;6297497,06;07-09-2012;viernes;1;1;3;1;1;0;3;;0;250000;0;719698;103,070839
191601;3;422;ÑUÑOA;352828,5282;6295481,77;13-01-2013;domingo;2;2;3;1;1;0;1;;0;250000;0;262607;44,126125
191611;3;439;ÑUÑOA;353106,2052;6296528,074;07-09-2012;viernes;1;1;1;0;0;0;1;;0;220000;0;61221;146,071182
191620;3;439;ÑUÑOA;353106,2052;6296528,074;07-09-2012;viernes;1;1;3;0;0;0;4;;0;150000;0;623667;114,897476
191633;3;432;ÑUÑOA;352425,7779;6298479,923;25-09-2012;martes;1;1;4;1;1;0;1;;0;277653;1;1160483;70,961830
191643;3;445;ÑUÑOA;350671;6296606;25-10-2012;jueves;1;1;2;1;0;0;1;;0;400000;0;431581;63,089062
191653;3;448;ÑUÑOA;350748,2895;6296688,227;25-10-2012;jueves;1;1;5;2;6;0;3;;0;494528;1;7667494;174,880447
191661;3;440;ÑUÑOA;353731,1709;6296989,557;26-01-2013;sábado;2;2;2;0;98;98;1;;0;210950;1;95000;132,542786
191671;3;437;ÑUÑOA;351592,2336;6297293,99;05-02-2013;martes;1;2;3;1;0;0;1;;0;269564;1;1208876;103,070839
191681;3;448;ÑUÑOA;350025,048;6297267,662;31-08-2012;viernes;1;1;2;1;0;0;1;;0;250000;0;532503;53,959415
191691;3;448;ÑUÑOA;349921,9694;6297145,479;31-08-2012;viernes;1;1;2;1;3;0;3;;0;325000;0;3519913;53,959415
191701;3;448;ÑUÑOA;349817,2878;6297308,86;31-08-2012;viernes;1;1;4;1;2;2;5;;0;700000;0;1394777;45,342880
191712;3;448;ÑUÑOA;349921,9553;6297147,162;31-08-2012;viernes;1;1;2;0;1;0;1;;0;213652;1;440858;122,974258
191721;3;448;ÑUÑOA;349921,9694;6297145,479;31-08-2012;viernes;1;1;4;1;0;0;2;280000;0;300000;0;1357960;45,342880
191731;3;448;ÑUÑOA;350157,527;6296821,237;04-01-2013;viernes;1;2;4;1;3;0;1;;0;1000000;0;325382;45,342880
191741;3;444;ÑUÑOA;352182,2694;6295170,652;18-01-2013;viernes;1;2;1;0;0;0;1;;0;150000;0;305990;192,236267
191753;3;433;ÑUÑOA;353174,3929;6297918,966;03-10-2012;miércoles;1;1;3;2;3;0;1;;0;340800;1;1500950;264,161255
191763;3;429;ÑUÑOA;350176,3079;6297805,228;03-09-2012;lunes;1;1;3;1;1;1;3;;0;300000;0;1595088;226,095963
191772;3;424;ÑUÑOA;351133,6627;6296580,787;28-11-2012;miércoles;1;1;3;0;0;0;1;;0;166294;1;523460;213,592316
191781;3;424;ÑUÑOA;351236,5818;6296644,564;15-11-2012;jueves;1;1;6;1;0;0;1;;0;335965;1;1687291;87,201141
191792;3;440;ÑUÑOA;353192,073;6297177,977;07-12-2012;viernes;1;1;4;1;0;0;3;;0;200000;0;1091722;48,870995
191801;3;424;ÑUÑOA;351087,8565;6296607,582;07-12-2012;viernes;1;1;4;0;1;0;1;;0;197951;1;930662;151,720474
191811;3;426;ÑUÑOA;353643,5248;6297521,818;21-03-2013;jueves;1;1;1;1;0;0;2;254222;1;279360;1;563126;90,854103
191821;3;422;ÑUÑOA;352813,982;6295674,303;12-09-2012;miércoles;1;1;3;1;2;0;1;;0;200000;0;400000;44,126125
191831;3;436;ÑUÑOA;352315,8361;6297275,238;08-10-2013;martes;1;1;5;1;1;0;1;;0;350000;0;2556894;66,381226
191841;3;436;ÑUÑOA;352343,3171;6297329,505;09-10-2013;miércoles;1;1;4;1;2;0;1;;0;320000;0;1846506;46,069744
191851;3;423;ÑUÑOA;351306,4032;6295256,461;20-04-2013;sábado;2;1;5;3;0;1;1;;0;250000;0;2766708;169,663223
191861;3;423;ÑUÑOA;351270,4086;6295257,902;20-04-2013;sábado;2;1;4;1;0;0;1;;0;200000;0;1461115;43,990147
191871;3;423;ÑUÑOA;351288,4063;6295260,176;20-04-2013;sábado;2;1;3;1;1;1;1;;0;240000;0;1801522;61,929424
191881;3;432;ÑUÑOA;352300,4325;6297923,407;28-08-2012;martes;1;1;2;2;1;0;1;;0;1500000;0;1310501;226,040146
191890;3;441;ÑUÑOA;351686,8669;6296905,352;08-01-2013;martes;1;2;4;1;2;0;1;;0;260081;1;1009735;45,437462
191900;3;446;ÑUÑOA;349196,199;6296428,021;11-09-2012;martes;1;1;1;1;1;0;2;170000;0;200000;0;1031634;205,435883
191911;3;434;ÑUÑOA;352990,77;6299043,24;19-10-2012;viernes;1;1;3;1;0;0;1;;0;349900;1;1259751;79,776337
191923;3;434;ÑUÑOA;353259,8637;6298551,932;29-10-2012;lunes;1;1;4;0;0;0;1;;0;250000;0;461906;129,145599
191931;3;442;ÑUÑOA;352570,9181;6296236,443;23-08-2012;jueves;1;1;2;0;3;0;2;380000;0;400000;0;1305925;197,711700
191943;3;448;ÑUÑOA;350182;6297031;25-10-2012;jueves;1;1;3;1;2;0;3;;0;220000;0;1167757;63,833767
191951;3;420;ÑUÑOA;349342,3821;6295417,834;04-09-2012;martes;1;1;4;0;2;0;1;;0;140000;0;644767;80,558815
191960;3;420;ÑUÑOA;349342,3821;6295417,834;04-09-2012;martes;1;1;1;0;0;0;1;;0;100000;0;167000;144,181137
191961;3;420;ÑUÑOA;349342,3821;6295417,834;05-09-2012;miércoles;1;1;1;0;0;0;1;;0;100000;0;167000;144,181137
191973;3;431;ÑUÑOA;349558,4043;6297489,724;03-09-2012;lunes;1;1;2;1;2;0;2;384699;1;320544;1;1742829;61,628510
191983;3;431;ÑUÑOA;349558,4043;6297489,724;03-09-2012;lunes;1;1;2;2;0;0;2;280000;0;300000;0;1941034;164,962219
191991;3;425;ÑUÑOA;350891,1564;6298025,308;19-10-2012;viernes;1;1;2;1;0;0;1;;0;299037;1;814221;55,532330
192001;3;425;ÑUÑOA;350840,7716;6297910,285;19-10-2012;viernes;1;1;1;0;0;0;1;;0;215577;1;415160;190,340073
192011;3;439;ÑUÑOA;353265,2233;6296468,162;21-06-2013;viernes;1;1;4;0;0;0;1;;0;300000;0;919529;81,614799
192021;3;439;ÑUÑOA;353249,7123;6296250,6;09-06-2013;domingo;2;1;4;1;2;2;1;;0;290000;0;2079228;35,811451
192031;3;439;ÑUÑOA;353254,5275;6296404,099;09-06-2013;domingo;2;1;2;0;0;0;1;;0;258736;1;1471116;97,124092
192041;3;436;ÑUÑOA;352504,8241;6297623,614;28-09-2013;sábado;2;1;3;1;1;0;1;;0;300000;0;1498631;64,857040
192051;3;436;ÑUÑOA;352531,5288;6297561,81;07-02-2013;jueves;1;2;4;1;1;0;1;;0;274852;1;998177;46,069744
192060;3;436;ÑUÑOA;352507,9475;6297559,111;09-10-2013;miércoles;1;1;2;0;2;0;1;;0;220000;0;436206;124,945580
192073;3;436;ÑUÑOA;352486,3832;6297590,446;29-09-2013;domingo;2;1;3;2;0;0;1;;0;500000;0;1129600;173,604126
192081;3;436;ÑUÑOA;352511,7433;6297560,167;27-09-2013;viernes;1;1;3;2;1;0;1;;0;340000;0;1622921;173,604126
192090;3;436;ÑUÑOA;352425,1139;6297564,833;08-10-2013;martes;1;1;5;1;1;0;1;;0;350000;0;1659991;66,381226
192101;3;443;ÑUÑOA;351961,0454;6295677,088;03-12-2012;lunes;1;1;2;0;0;0;1;;0;231909;1;447169;162,506332
192111;3;424;ÑUÑOA;351331,8107;6297070,399;16-10-2012;martes;1;1;2;0;2;0;2;350000;0;294279;1;793683;180,551987
192121;3;424;ÑUÑOA;351332,6834;6297013,717;16-10-2012;martes;1;1;1;0;1;0;1;;0;500000;0;729528;271,543732
192130;3;441;ÑUÑOA;351503,1989;6296949,069;23-11-2012;viernes;1;1;4;0;1;0;1;;0;300000;0;502067;103,552574
192141;3;444;ÑUÑOA;351826,5322;6295430,899;31-08-2012;viernes;1;1;4;0;2;1;1;;0;212905;1;580273;107,408791
192151;3;425;ÑUÑOA;351024,5669;6297675,766;31-01-2013;jueves;1;2;1;1;1;0;1;;0;250000;0;932441;83,518631
192161;3;425;ÑUÑOA;351077,9686;6297708,745;31-01-2013;jueves;1;2;1;0;1;0;1;;0;300000;0;269016;190,340073
192171;3;425;ÑUÑOA;350959,516;6297846,116;31-01-2013;jueves;1;2;2;1;0;0;1;;0;280000;0;420887;55,532330
192183;3;440;ÑUÑOA;353715,777;6296787,375;13-08-2012;lunes;1;1;2;0;1;0;3;;0;80000;0;324832;132,542786
192190;3;434;ÑUÑOA;353588,0655;6299060,233;11-09-2012;martes;1;1;5;2;0;0;7;;0;427760;1;2058195;218,557098
192201;3;446;ÑUÑOA;349120,3264;6296426,835;04-09-2012;martes;1;1;3;0;0;0;1;;0;252746;1;651823;368,272430
192213;3;431;ÑUÑOA;349750,4203;6297412,325;07-09-2012;viernes;1;1;4;0;2;0;1;;0;500000;0;435906;118,024048
192223;3;431;ÑUÑOA;349751,294;6297401,761;07-09-2012;viernes;1;1;6;1;2;0;1;;0;300000;0;3422096;67,834160
192231;3;436;ÑUÑOA;351848,4845;6297365,349;23-08-2013;viernes;1;1;3;0;0;0;1;;0;400000;0;1524528;147,810135
192233;3;436;ÑUÑOA;351850,4311;6297470,373;26-09-2012;miércoles;1;1;1;0;0;0;3;;0;200000;0;524410;187,913651
192243;3;436;ÑUÑOA;351895;6297363;28-09-2012;viernes;1;1;2;1;0;0;1;;0;261898;1;817813;54,824406
192253;3;436;ÑUÑOA;351894,8927;6297363,287;28-09-2012;viernes;1;1;2;2;0;0;2;513816;1;476944;1;2087015;146,749481
192261;3;421;ÑUÑOA;349376,6567;6295958,284;08-06-2013;sábado;2;1;5;2;4;0;2;200000;0;267438;1;950929;203,932159
192271;3;421;ÑUÑOA;349227,6691;6295992,641;01-06-2013;sábado;2;1;4;1;1;0;3;;0;230000;0;872100;52,875370
192281;3;421;ÑUÑOA;349376,6567;6295958,284;01-06-2013;sábado;2;1;2;0;0;0;1;;0;207824;1;32260;143,403076
192291;3;440;ÑUÑOA;353528,1839;6296716,414;12-10-2012;viernes;1;1;4;2;0;1;2;360000;0;384488;1;1829692;130,813904
192302;3;440;ÑUÑOA;353446,1943;6296978,331;25-08-2012;sábado;2;1;1;1;0;0;2;240000;0;200000;0;800000;87,467506
192312;3;440;ÑUÑOA;353528,5898;6296923,733;12-10-2012;viernes;1;1;2;1;0;0;1;;0;270000;0;3676129;58,157974
192321;3;440;ÑUÑOA;353535,1577;6296818,06;12-10-2012;viernes;1;1;3;0;2;0;1;;0;300000;0;979021;156,797607
192331;3;440;ÑUÑOA;353446,4498;6296631,88;16-10-2012;martes;1;1;2;0;0;0;1;;0;234030;1;693239;132,542786
192341;3;438;ÑUÑOA;352897,6364;6296252,004;22-11-2012;jueves;1;1;6;1;0;2;2;300000;0;363565;1;2372622;106,830276
192351;3;435;ÑUÑOA;353656,7822;6298291,403;18-05-2013;sábado;2;1;2;1;0;0;1;;0;250000;0;2035289;126,678772
192363;3;421;ÑUÑOA;349444,6199;6295968,161;22-10-2012;lunes;1;1;4;3;1;0;1;;0;200000;0;2489437;141,532471
192371;3;423;ÑUÑOA;350928,1217;6295101,857;23-10-2012;martes;1;1;3;1;0;0;3;;0;120000;0;1314284;61,929424
192381;3;423;ÑUÑOA;350907,2309;6295168,807;23-10-2012;martes;1;1;2;2;0;0;1;;0;366785;1;1095679;140,125229
192390;3;432;ÑUÑOA;352386,8698;6297930,229;20-08-2012;lunes;1;1;2;1;2;0;2;700000;0;453448;1;1843506;84,446754
192402;3;432;ÑUÑOA;352484,746;6297991,478;20-08-2012;lunes;1;1;10;3;0;1;2;700000;0;650000;0;1544517;230,417892
192411;3;443;ÑUÑOA;352510,9229;6295829,552;24-09-2012;lunes;1;1;5;0;2;0;3;;0;200000;0;1279070;196,762222
192422;3;422;ÑUÑOA;352635,8574;6295836,732;16-05-2013;jueves;1;1;4;0;2;0;3;;0;175000;0;1035978;71,433365
192431;3;443;ÑUÑOA;352510,9229;6295829,552;24-09-2012;lunes;1;1;1;0;1;0;3;;0;230000;0;215125;244,403748
192441;3;443;ÑUÑOA;352510,9229;6295829,552;24-09-2012;lunes;1;1;4;0;1;0;3;;0;160000;0;481900;136,556412
192450;3;437;ÑUÑOA;351085,0239;6297297,183;07-09-2012;viernes;1;1;3;1;11;0;2;330000;0;300000;0;1919322;103,070839
192461;3;447;ÑUÑOA;349436,2979;6297268,657;04-01-2013;viernes;1;2;1;0;0;0;3;;0;150000;0;462197;187,118057
192471;3;440;ÑUÑOA;353024,999;6296781,636;03-12-2012;lunes;1;1;3;0;1;0;5;;0;201675;1;958286;156,797607
192480;3;429;ÑUÑOA;350573,5712;6297436,943;10-09-2012;lunes;1;1;5;1;2;1;2;400000;0;400000;0;2585605;231,409302
