Hogar;Sector;Zona;Comuna;DirCoordX;DirCoordY;Fecha;DiaAsig;TipoDia;Temporada;NumPer;NumVeh;NumBicAdulto;NumBicNino;Propiedad;MontoDiv;ImputadoDiv;MontoArr;ImputadoArr;IngresoHogar;Factor
100010;7;786;BUIN;335180,8019;6266420,975;14-04-2013;domingo;2;1;3;1;1;0;2;53000;0;100000;0;450845;136,393738
100020;7;785;BUIN;338410,2114;6265607,141;10-04-2013;miércoles;1;1;5;1;3;0;1;;0;120000;0;1019369;73,843597
100030;7;791;BUIN;327863,8248;6257800,086;23-08-2013;viernes;1;1;1;0;0;0;3;;0;70000;0;80000;180,722809
100041;7;791;BUIN;327864;6257800;23-08-2013;viernes;1;1;5;0;1;0;1;;0;80000;0;559259;150,379059
100052;7;783;BUIN;338480,8152;6267296,941;08-08-2013;jueves;1;1;3;0;0;0;1;;0;117771;1;710309;122,001518
100061;7;783;BUIN;338520,4611;6267243,59;08-08-2013;jueves;1;1;3;0;1;1;1;;0;120000;0;415053;122,001518
100070;7;783;BUIN;338672,2754;6267348,648;08-04-2013;lunes;1;1;1;1;0;0;1;;0;90000;0;231227;98,045624
100082;7;786;BUIN;338923,4993;6266488,784;09-08-2013;viernes;1;1;1;0;0;0;1;;0;140000;0;79133;114,663483
100090;7;785;BUIN;339472,5195;6262741,68;19-04-2013;viernes;1;1;6;0;3;1;1;;0;132271;1;1334494;118,012085
100102;7;786;BUIN;334850,7817;6266124,316;23-08-2013;viernes;1;1;4;0;2;0;1;;0;138696;1;1543874;108,940498
100112;7;786;BUIN;335866,8423;6266308,101;16-08-2013;viernes;1;1;3;0;1;0;1;;0;150000;0;278046;139,501297
100140;7;785;BUIN;338901,501;6262892,346;19-04-2013;viernes;1;1;3;0;2;0;1;;0;120000;0;619535;110,427055
100161;7;786;BUIN;338124,9988;6266113,566;08-08-2013;jueves;1;1;1;0;0;0;5;;0;112553;1;92754;114,663483
100170;7;783;BUIN;338672,0894;6266596,355;20-02-2013;miércoles;1;2;5;3;2;1;3;;0;150000;0;1200000;270,516083
100180;7;787;BUIN;338859,8374;6268671,365;21-03-2013;jueves;1;1;4;0;1;0;1;;0;120000;0;280000;204,814835
100192;7;786;BUIN;338018,8011;6266424,464;16-08-2013;viernes;1;1;1;0;0;0;1;;0;120000;0;184068;114,663483
100200;7;785;BUIN;338713,079;6265343,155;10-08-2012;viernes;1;1;3;0;1;1;3;;0;170000;0;274156;110,427055
100222;7;783;BUIN;338487,6568;6268439,356;21-03-2013;jueves;1;1;4;0;2;0;1;;0;90000;0;643128;95,274445
100232;7;783;BUIN;338399,8784;6268318,075;21-03-2013;jueves;1;1;1;0;1;0;2;85000;0;150000;0;120000;100,279488
100242;7;783;BUIN;338756,5334;6266656,237;09-08-2013;viernes;1;1;5;0;3;0;1;;0;100000;0;403936;83,442345
100252;7;792;BUIN;341877;6270590;15-05-2013;miércoles;1;1;2;2;0;0;1;;0;193981;1;600000;15,152181
100262;7;786;BUIN;337881,5539;6266177,896;23-02-2013;sábado;2;2;2;1;0;0;1;;0;260000;0;1586807;116,353302
100270;7;783;BUIN;338821,1269;6266668,492;20-02-2013;miércoles;1;2;3;1;1;0;1;;0;130000;0;182046;119,283798
100281;7;783;BUIN;339001,0763;6268411,752;10-04-2013;miércoles;1;1;2;0;1;1;5;;0;90000;0;163929;104,075729
100290;7;786;BUIN;339333,9988;6266135,413;12-05-2013;domingo;2;1;2;0;0;0;1;;0;118854;1;468043;119,004265
100302;7;786;BUIN;335115,4429;6266056,673;13-04-2013;sábado;2;1;5;1;2;1;5;;0;200000;0;526495;93,285820
100312;7;785;BUIN;338384,8857;6265230,677;09-05-2013;jueves;1;1;4;0;2;1;2;25000;0;120000;0;464941;86,235573
100322;7;791;BUIN;333732,5499;6261246,379;23-08-2013;viernes;1;1;2;1;0;0;1;;0;120000;0;730852;183,386124
100332;7;786;BUIN;335939,744;6266985,337;26-02-2013;martes;1;2;4;1;3;1;2;85000;0;120000;0;348617;106,513710
100342;7;786;BUIN;337941,5627;6266104,023;08-08-2013;jueves;1;1;4;0;1;1;1;;0;150000;0;228546;108,940498
100350;7;783;BUIN;338788,3062;6266701,254;20-02-2013;miércoles;1;2;2;1;1;0;1;;0;120000;0;195529;101,757294
100360;7;785;BUIN;338429,2653;6265488,774;16-08-2013;viernes;1;1;2;0;0;0;3;;0;150000;0;390000;94,201904
100370;7;786;BUIN;338681,05;6266323,52;28-07-2012;sábado;2;1;3;0;1;0;1;;0;150000;0;546915;139,501297
100372;7;783;BUIN;338818,1695;6266716,622;09-08-2013;viernes;1;1;1;0;0;0;1;;0;150000;0;136764;100,279488
100382;7;784;BUIN;338215,379;6266840,656;23-02-2013;sábado;2;2;2;0;1;0;3;;0;60000;0;350000;93,904617
100392;7;783;BUIN;338600,6477;6267056,373;09-08-2013;viernes;1;1;5;0;2;0;3;;0;120000;0;497540;83,442345
100402;7;783;BUIN;338641,6977;6267073,483;09-08-2013;viernes;1;1;3;1;0;0;1;;0;140000;0;1069647;119,283798
100413;7;783;BUIN;338672,5746;6267039,839;09-08-2013;viernes;1;1;2;0;1;0;1;;0;120000;0;464368;104,075729
100420;7;783;BUIN;338676,6611;6266870,075;20-02-2013;miércoles;1;2;2;1;1;0;1;;0;200000;0;200000;101,757294
100452;7;786;BUIN;334961;6266216;16-08-2013;viernes;1;1;5;0;2;0;1;;0;140000;0;654813;95,411217
100461;7;792;BUIN;344089,113;6265917,245;19-02-2013;martes;1;2;5;1;2;1;1;;0;120000;0;335129;12,373152
100472;7;785;BUIN;338518,0175;6264827,165;16-08-2013;viernes;1;1;2;1;1;0;2;275890;1;500000;0;802472;92,103439
100482;7;792;BUIN;341575,47;6270182,79;16-05-2013;jueves;1;1;3;0;2;0;1;;0;60000;0;582869;12,353868
100490;7;786;BUIN;335361,7082;6266367,964;16-05-2013;jueves;1;1;2;0;0;1;5;;0;105990;1;205844;119,004265
100501;7;783;BUIN;338610,5083;6267691,138;08-04-2013;lunes;1;1;7;0;4;2;1;;0;80000;0;386000;357,564484
100510;7;785;BUIN;338885;6262675;19-04-2013;viernes;1;1;5;0;3;1;1;;0;150000;0;1033233;75,526031
100522;7;786;BUIN;335573,2808;6266552,528;14-04-2013;domingo;2;1;5;0;1;0;1;;0;80000;0;484289;95,411217
100532;7;786;BUIN;335882,5489;6266553,85;16-08-2013;viernes;1;1;1;0;0;0;1;;0;100000;0;208538;114,663483
100541;7;783;BUIN;339027,1294;6266757,747;10-04-2013;miércoles;1;1;4;1;1;1;1;;0;140000;0;973831;93,152046
100562;7;786;BUIN;334775,18;6265683,29;26-02-2013;martes;1;2;2;0;1;0;1;;0;260000;0;300000;119,004265
100571;7;783;BUIN;338951,5971;6268540,246;16-08-2013;viernes;1;1;5;0;2;1;5;;0;93031;1;747260;83,442345
100582;7;784;BUIN;338501,0821;6266827,074;09-08-2013;viernes;1;1;2;0;1;0;1;;0;100000;0;136258;93,904617
100592;7;783;BUIN;339417,5035;6266852,387;09-08-2013;viernes;1;1;3;0;1;0;2;82580;1;140000;0;87408;122,001518
100601;7;783;BUIN;338949,2119;6268670,874;21-03-2013;jueves;1;1;4;1;0;1;3;;0;80000;0;768636;93,152046
100611;7;784;BUIN;338119,4424;6266955,946;16-08-2013;viernes;1;1;5;0;2;1;1;;0;100000;0;458102;75,287674
100620;7;792;BUIN;344206,0915;6266148,76;19-02-2013;martes;1;2;7;0;0;1;1;;0;100000;0;409622;12,378525
100631;7;783;BUIN;339344,488;6266735,356;16-08-2013;viernes;1;1;2;0;2;0;3;;0;120000;0;201871;104,075729
100642;7;792;BUIN;345581,5484;6274062,422;16-08-2013;viernes;1;1;4;0;2;0;1;;0;80000;0;71772;12,353868
100651;7;785;BUIN;338712,946;6265351,029;16-08-2013;viernes;1;1;1;0;0;0;1;;0;127022;1;129450;90,765831
100661;7;792;BUIN;344644,1361;6265318,661;14-05-2013;martes;1;1;2;0;1;0;1;;0;101474;1;60691;12,396770
100672;7;785;BUIN;338929,4385;6265542,699;16-08-2013;viernes;1;1;6;0;1;1;1;;0;140000;0;1552757;118,012085
100681;7;785;BUIN;338875,663;6265610,121;16-08-2013;viernes;1;1;4;0;1;1;1;;0;157635;1;1611053;86,235573
100692;7;791;BUIN;328134,0087;6257254,642;23-08-2013;viernes;1;1;2;0;0;0;1;;0;80000;0;652996;187,564407
100702;7;786;BUIN;335861,1156;6266700,903;14-04-2013;domingo;2;1;2;0;1;0;3;;0;80000;0;249490;119,004265
100712;7;786;BUIN;337303,5728;6266026,848;16-08-2013;viernes;1;1;4;0;1;0;1;;0;170000;0;804818;108,940498
100720;7;786;BUIN;335665,1703;6266933,634;14-04-2013;domingo;2;1;6;0;0;1;3;;0;70000;0;90000;149,083389
100732;7;785;BUIN;339127,6601;6264897,371;09-05-2013;jueves;1;1;6;1;0;3;2;125000;0;250000;0;308830;115,383171
100740;7;786;BUIN;338908,3869;6265918,103;20-02-2013;miércoles;1;2;1;0;0;0;3;;0;260000;0;95490;114,663483
100752;7;791;BUIN;333772,17;6261097,399;13-06-2013;jueves;1;1;3;0;1;1;1;;0;120000;0;275920;219,870148
100760;7;783;BUIN;338803,2316;6267014,313;01-03-2013;viernes;1;1;4;0;1;0;5;;0;108460;1;181105;95,274445
100772;7;783;BUIN;338765,191;6268495,175;21-03-2013;jueves;1;1;3;0;1;0;1;;0;100000;0;157254;122,001518
100782;7;786;BUIN;335881,412;6266215,284;14-04-2013;domingo;2;1;2;0;1;1;1;;0;100000;0;174300;119,004265
100792;7;786;BUIN;336002,3742;6266176,761;14-04-2013;domingo;2;1;4;1;1;1;1;;0;90000;0;366392;106,513710
100802;7;792;BUIN;341651,6277;6270580,14;16-08-2013;viernes;1;1;3;1;1;0;1;;0;400000;0;1441119;12,388320
100810;7;783;BUIN;339139,5111;6267123,914;08-04-2013;lunes;1;1;5;1;0;0;2;75000;0;150000;0;192354;81,583549
100822;7;783;BUIN;339118,1982;6267115,277;08-04-2013;lunes;1;1;3;0;1;1;3;;0;120000;0;215000;122,001518
100832;7;783;BUIN;338639,9266;6268090,075;16-08-2013;viernes;1;1;4;0;1;0;2;70000;0;131598;1;440662;95,274445
100843;7;784;BUIN;338551,8661;6266822,053;09-08-2013;viernes;1;1;1;0;0;0;1;;0;119212;1;63000;90,479370
100850;7;792;BUIN;344313,0421;6265659,455;19-02-2013;martes;1;2;5;0;2;0;2;91000;0;170000;0;564717;12,353868
100862;7;783;BUIN;338561,6237;6268050,041;16-08-2013;viernes;1;1;3;1;1;0;1;;0;120000;0;651304;119,283798
100872;7;786;BUIN;338337;6265972;08-08-2013;jueves;1;1;1;0;1;0;5;;0;300000;0;638396;114,663483
100882;7;786;BUIN;338271,2057;6265957,197;08-08-2013;jueves;1;1;2;0;0;0;1;;0;200000;0;522147;119,004265
100890;7;785;BUIN;338975,7419;6265225,791;23-02-2013;sábado;2;2;5;2;4;1;2;120000;0;180000;0;612402;244,851746
100902;7;786;BUIN;335872,448;6266909,972;09-05-2013;jueves;1;1;5;0;0;1;2;85000;0;100000;0;495707;95,411217
100912;7;786;BUIN;339817,1726;6266204,865;14-04-2013;domingo;2;1;6;1;1;0;1;;0;120000;0;687111;145,762375
100922;7;786;BUIN;334753,8839;6266148,375;23-08-2013;viernes;1;1;1;0;0;0;1;;0;120000;0;284075;114,663483
100930;7;785;BUIN;338398,8911;6264994,422;10-04-2013;miércoles;1;1;5;0;1;1;5;;0;120000;0;357368;75,526031
100940;7;783;BUIN;339076,0581;6268355,212;10-04-2013;miércoles;1;1;3;0;1;1;1;;0;100000;0;7179;122,001518
100960;7;783;BUIN;338708,1867;6268527,713;21-03-2013;jueves;1;1;1;0;0;0;5;;0;120000;0;171161;100,279488
100972;7;792;BUIN;342132;6270594;16-05-2013;jueves;1;1;7;1;1;0;1;;0;50000;0;1265162;12,513287
100980;7;785;BUIN;338332,9344;6265118,984;10-04-2013;miércoles;1;1;7;0;3;0;1;;0;240000;0;1165000;323,641846
100990;7;785;BUIN;339145,5452;6262869,728;19-04-2013;viernes;1;1;4;0;1;0;5;;0;90000;0;368751;86,235573
101002;7;783;BUIN;338928,4066;6268607,186;21-03-2013;jueves;1;1;3;0;1;0;1;;0;120000;0;311222;122,001518
101012;7;783;BUIN;338986,8521;6268066,535;28-02-2013;jueves;1;2;2;1;1;0;1;;0;180000;0;460866;101,757294
101021;7;783;BUIN;338961,0819;6268213,734;28-02-2013;jueves;1;2;2;0;1;0;1;;0;150000;0;85000;104,075729
101030;7;786;BUIN;336748,226;6265707,56;26-02-2013;martes;1;2;4;1;0;0;3;;0;75000;0;426185;106,513710
101041;7;784;BUIN;338166,5896;6267001,558;16-08-2013;viernes;1;1;1;0;0;0;3;;0;100000;0;166178;90,479370
101051;7;784;BUIN;338164,6681;6267000,084;16-08-2013;viernes;1;1;3;0;0;0;5;;0;129008;1;206638;110,078575
101062;7;791;BUIN;328398;6257898;23-08-2013;viernes;1;1;2;0;1;0;1;;0;90000;0;71030;187,564407
101070;7;786;BUIN;335808,1094;6266889,122;09-05-2013;jueves;1;1;4;0;1;1;1;;0;80000;0;342206;108,940498
101080;7;786;BUIN;335777,8305;6266914,337;09-05-2013;jueves;1;1;3;0;1;1;1;;0;75000;0;23000;139,501297
101091;7;785;BUIN;338227,8697;6265478,821;10-04-2013;miércoles;1;1;3;1;0;0;3;;0;100000;0;799457;107,967178
101102;7;783;BUIN;338880,6659;6267968,901;21-03-2013;jueves;1;1;4;0;3;0;1;;0;100000;0;408000;95,274445
101111;7;785;BUIN;338802,0191;6265237,006;16-08-2013;viernes;1;1;2;0;0;0;1;;0;120000;0;222683;94,201904
101120;7;785;BUIN;338728;6265104;16-08-2013;viernes;1;1;2;0;0;0;1;;0;120000;0;227149;94,201904
101142;7;783;BUIN;338899,352;6268482,905;21-03-2013;jueves;1;1;3;1;0;0;1;;0;120000;0;342296;119,283798
101150;7;786;BUIN;338176,2802;6266040,669;10-04-2013;miércoles;1;1;2;0;0;0;1;;0;150000;0;590000;119,004265
101162;7;783;BUIN;338831,4493;6268122,731;21-03-2013;jueves;1;1;1;0;1;0;3;;0;120000;0;150000;100,279488
101171;7;786;BUIN;335773,0937;6266502,422;16-08-2013;viernes;1;1;3;1;1;0;1;;0;130000;0;1339698;136,393738
101180;7;786;BUIN;338019,9124;6266568,308;23-02-2013;sábado;2;2;1;0;0;0;1;;0;250000;0;140000;114,663483
101190;7;783;BUIN;338845,107;6268241,73;21-03-2013;jueves;1;1;3;0;1;0;1;;0;90000;0;819648;122,001518
101202;7;783;BUIN;338820,0486;6268303,98;16-08-2013;viernes;1;1;6;0;2;1;1;;0;170000;0;731429;130,381592
101210;7;783;BUIN;338816,3342;6268304,361;21-03-2013;jueves;1;1;5;0;1;0;1;;0;120000;0;571325;83,442345
101220;7;783;BUIN;338936,4669;6267254,525;08-04-2013;lunes;1;1;6;2;1;0;2;100000;0;160000;0;1258481;422,690948
101231;7;783;BUIN;339009,306;6267248,545;16-08-2013;viernes;1;1;3;0;0;0;2;100000;0;140000;0;968048;122,001518
101241;7;784;BUIN;338389,6001;6267220,636;16-08-2013;viernes;1;1;2;0;0;0;1;;0;130000;0;463058;93,904617
101250;7;786;BUIN;338363,8893;6265963,07;23-02-2013;sábado;2;2;10;0;2;1;5;;0;106606;1;893591;408,853149
101262;7;785;BUIN;338225,7148;6264768,864;10-04-2013;miércoles;1;1;3;2;0;0;3;;0;250000;0;1626577;357,999237
101270;7;786;BUIN;335809,3444;6266633,791;14-04-2013;domingo;2;1;3;0;0;0;3;;0;100000;0;243294;139,501297
101282;7;786;BUIN;337900,0149;6266001,342;23-02-2013;sábado;2;2;1;0;0;0;1;;0;100000;0;118000;114,663483
101290;7;783;BUIN;339507,5155;6267171,696;14-05-2013;martes;1;1;5;0;0;1;1;;0;250000;0;533774;83,442345
101300;7;785;BUIN;338679,7077;6265433,13;23-02-2013;sábado;2;2;3;0;1;0;5;;0;150000;0;387512;110,427055
101310;7;786;BUIN;337882,0024;6266216,822;16-08-2013;viernes;1;1;1;0;0;0;1;;0;149837;1;714274;114,663483
101320;7;792;BUIN;342087,1089;6271876,062;16-05-2013;jueves;1;1;3;1;2;0;1;;0;162229;1;679000;12,388320
101332;7;787;BUIN;338632,0765;6268594,76;21-03-2013;jueves;1;1;2;0;0;0;1;;0;80000;0;156324;223,735397
101340;7;786;BUIN;338678,5682;6266322,37;01-03-2013;viernes;1;1;5;1;1;1;1;;0;180000;0;387405;93,285820
101351;7;785;BUIN;338553,7668;6265299,866;16-08-2013;viernes;1;1;4;1;1;0;1;;0;140000;0;976289;84,314575
101360;7;786;BUIN;334979,4329;6266274,071;13-04-2013;sábado;2;1;3;1;3;0;3;;0;90000;0;1405056;136,393738
101372;7;786;BUIN;335123,7598;6266267,577;13-04-2013;sábado;2;1;3;0;1;1;3;;0;160000;0;397780;139,501297
101382;7;786;BUIN;339112,8522;6266395,026;01-03-2013;viernes;1;1;4;3;4;0;2;90000;0;180000;0;1543054;353,179749
101392;7;783;BUIN;339041,7303;6268208,215;12-05-2013;domingo;2;1;4;0;0;1;1;;0;85000;0;208573;95,274445
101401;7;786;BUIN;339183,0355;6266311,017;09-08-2013;viernes;1;1;1;0;0;0;1;;0;100000;0;261879;114,663483
101412;7;784;BUIN;338491,3513;6266755,696;01-03-2013;viernes;1;1;4;1;3;0;1;;0;151206;1;400000;84,048515
101420;7;784;BUIN;338427,7566;6266635,821;01-03-2013;viernes;1;1;2;0;1;0;1;;0;200000;0;350000;93,904617
101432;7;784;BUIN;338519,5433;6266738,314;09-08-2013;viernes;1;1;1;0;0;0;7;;0;137162;1;232926;90,479370
101442;7;783;BUIN;338856,1109;6266956,525;20-02-2013;miércoles;1;2;3;0;0;0;1;;0;102499;1;178000;122,001518
101450;7;783;BUIN;338934,8887;6266553,269;20-02-2013;miércoles;1;2;4;1;1;0;1;;0;118000;0;350389;93,152046
101462;7;786;BUIN;337949,5947;6266160,509;08-08-2013;jueves;1;1;5;0;2;0;3;;0;120000;0;313513;95,411217
101471;7;785;BUIN;339101,5897;6263048,02;19-04-2013;viernes;1;1;4;1;1;0;5;;0;80000;0;1362689;84,314575
101480;7;785;BUIN;339105,543;6263170,77;19-04-2013;viernes;1;1;4;0;2;0;1;;0;158569;1;1065842;86,235573
101490;7;785;BUIN;339112,3195;6263356,905;19-04-2013;viernes;1;1;1;0;0;0;1;;0;80000;0;113154;90,765831
101502;7;785;BUIN;339110,7004;6263095,65;19-04-2013;viernes;1;1;3;1;1;1;1;;0;150000;0;562373;107,967178
101512;7;786;BUIN;336963,9733;6265914,127;16-08-2013;viernes;1;1;4;0;0;1;1;;0;80000;0;337664;108,940498
101520;7;786;BUIN;335552,6406;6266712,462;14-04-2013;domingo;2;1;2;0;0;0;1;;0;100000;0;182861;119,004265
101530;7;783;BUIN;338619,9771;6268426,282;28-02-2013;jueves;1;2;5;0;0;0;1;;0;120000;0;1620000;83,442345
101541;7;786;BUIN;335107,7362;6266210,833;17-08-2012;viernes;1;1;4;1;0;2;1;;0;134183;1;164846;106,513710
101542;7;791;BUIN;328119,0975;6257860,511;23-08-2013;viernes;1;1;2;0;1;0;1;;0;100000;0;263665;187,564407
101551;7;791;BUIN;328119,0975;6257860,511;23-08-2013;viernes;1;1;4;0;2;2;1;;0;80000;0;281651;171,702759
101562;7;791;BUIN;328073,0333;6257903,72;23-08-2013;viernes;1;1;4;0;2;1;1;;0;100000;0;758051;171,702759
101572;7;786;BUIN;334577,5102;6266109,689;26-02-2013;martes;1;2;6;0;0;1;1;;0;110000;0;434565;149,083389
101581;7;786;BUIN;334406,4909;6266106,754;26-02-2013;martes;1;2;1;0;2;0;1;;0;50000;0;270000;114,663483
101590;7;786;BUIN;334504,4847;6266137,182;26-02-2013;martes;1;2;4;1;0;0;1;;0;100000;0;1214931;106,513710
101602;7;785;BUIN;338609,0701;6265591,582;09-05-2013;jueves;1;1;4;1;0;1;3;;0;150000;0;1013052;84,314575
101610;7;783;BUIN;339076,9361;6267499,371;08-04-2013;lunes;1;1;5;1;0;1;3;;0;120000;0;449330;81,583549
101621;7;783;BUIN;339020,1002;6267503,86;08-04-2013;lunes;1;1;5;1;0;0;2;110000;0;150000;0;1270000;81,583549
101631;7;786;BUIN;339119,8953;6266374,429;20-02-2013;miércoles;1;2;2;1;0;0;1;;0;174915;1;570000;116,353302
101640;7;783;BUIN;338913,4416;6267558,59;08-04-2013;lunes;1;1;4;1;0;1;3;;0;140000;0;1455733;93,152046
101650;7;786;BUIN;339377,784;6266554,794;20-02-2013;miércoles;1;2;2;2;1;0;1;;0;150000;0;913421;385,806152
101660;5;799;CALERA DE TANGO;336573,3958;6277236,557;02-04-2013;martes;1;1;4;0;2;0;1;;0;70000;0;650000;31,983725
101671;5;799;CALERA DE TANGO;336587,4707;6277232,803;02-04-2013;martes;1;1;2;0;1;0;1;;0;160000;0;684113;40,867535
101680;5;799;CALERA DE TANGO;335860,543;6277575,552;02-02-2013;sábado;2;2;3;1;1;0;3;;0;90000;0;664139;12,615294
101690;5;799;CALERA DE TANGO;335928,8476;6277555,564;02-02-2013;sábado;2;2;2;0;1;0;1;;0;80000;0;179744;40,867535
101701;5;797;CALERA DE TANGO;335771,7122;6277772,717;20-05-2013;lunes;1;1;4;0;1;1;1;;0;125112;1;216977;135,626907
101711;5;796;CALERA DE TANGO;336687,28;6276053,44;12-10-2013;sábado;2;1;4;0;0;0;1;;0;120000;0;670000;5,151379
101721;5;798;CALERA DE TANGO;337672,4952;6277404,745;08-04-2013;lunes;1;1;3;1;0;0;1;;0;1200000;0;777454;13,256523
101730;5;798;CALERA DE TANGO;337750,0201;6277333,723;18-04-2013;jueves;1;1;4;3;0;0;1;;0;600000;0;1032661;9,506718
101741;5;798;CALERA DE TANGO;337750,0201;6277333,723;10-04-2013;miércoles;1;1;5;2;1;0;1;;0;184135;1;585541;10,642632
101751;5;798;CALERA DE TANGO;337750,0201;6277333,723;10-04-2013;miércoles;1;1;2;2;0;0;1;;0;650000;0;622502;12,147308
101761;5;800;CALERA DE TANGO;335633,9977;6282321,908;17-04-2013;miércoles;1;1;5;1;1;1;7;;0;100000;0;599544;25,946936
101770;5;793;CALERA DE TANGO;333163,71;6278343,2;12-04-2013;viernes;1;1;3;1;1;0;1;;0;190000;0;742416;33,246159
101781;5;793;CALERA DE TANGO;333163,7083;6278343,2;10-04-2013;miércoles;1;1;2;0;1;0;1;;0;122477;1;269563;107,701691
101790;5;799;CALERA DE TANGO;336743,9495;6277308,436;08-04-2013;lunes;1;1;3;1;1;0;1;;0;200000;0;1175478;12,615294
101800;5;799;CALERA DE TANGO;336016,9848;6277452,131;28-07-2012;sábado;2;1;4;2;1;2;1;;0;150000;0;300000;9,046868
101810;5;799;CALERA DE TANGO;335450,3858;6277673,042;26-07-2012;jueves;1;1;3;1;1;1;1;;0;180000;0;720000;12,615294
101821;5;798;CALERA DE TANGO;336693,1267;6276874,877;13-02-2013;miércoles;1;2;9;4;2;0;1;;0;229756;1;482390;30,905527
101832;5;795;CALERA DE TANGO;328379,5411;6275766,618;13-10-2013;domingo;2;1;5;0;3;0;1;;0;250000;0;740000;115,468918
101841;5;801;CALERA DE TANGO;335020,9585;6280453,642;13-02-2013;miércoles;1;2;7;0;1;0;5;;0;114391;1;855838;129,955933
101871;5;797;CALERA DE TANGO;336865,6527;6277377,319;24-11-2012;sábado;2;1;4;0;1;0;1;;0;129027;1;175000;135,626907
101880;5;799;CALERA DE TANGO;335183;6277840;24-11-2012;sábado;2;1;2;0;0;0;1;;0;70000;0;249963;40,867535
101890;5;799;CALERA DE TANGO;335256,2425;6277875,358;23-11-2012;viernes;1;1;1;0;1;0;5;;0;60000;0;79000;46,945461
101903;5;799;CALERA DE TANGO;336247,5092;6277218,686;08-09-2012;sábado;2;1;5;1;2;2;2;70000;0;100000;0;695754;14,147717
101911;5;799;CALERA DE TANGO;336705,5056;6277220,147;09-09-2012;domingo;2;1;2;0;0;1;1;;0;40000;0;180000;40,867535
101920;5;799;CALERA DE TANGO;336683,7737;6277166,039;02-09-2012;domingo;2;1;1;0;0;0;1;;0;80000;0;200000;46,945461
101930;5;799;CALERA DE TANGO;336604,1927;6277242,517;06-09-2012;jueves;1;1;2;1;1;0;5;;0;40000;0;480000;16,147953
101941;5;799;CALERA DE TANGO;336699,3595;6277206,925;02-09-2012;domingo;2;1;6;1;1;1;1;;0;100000;0;713260;39,431759
101950;5;799;CALERA DE TANGO;336569,5416;6277139,068;06-09-2012;jueves;1;1;2;0;0;0;1;;0;30000;0;200000;40,867535
101961;5;803;CALERA DE TANGO;334048,6187;6283026,834;12-10-2013;sábado;2;1;3;0;0;0;1;;0;250000;0;420000;36,637726
101971;5;803;CALERA DE TANGO;334048,6187;6283026,834;13-10-2013;domingo;2;1;5;1;1;0;1;;0;200000;0;400000;16,235151
101980;5;803;CALERA DE TANGO;334048,6187;6283026,834;12-10-2013;sábado;2;1;2;0;2;0;1;;0;200000;0;800000;46,897346
101990;5;793;CALERA DE TANGO;331305,1622;6279448,087;27-07-2012;viernes;1;1;4;0;1;0;1;;0;150000;0;360000;84,289467
102000;5;799;CALERA DE TANGO;336919,7934;6277065,962;06-09-2012;jueves;1;1;3;0;0;0;5;;0;40000;0;200000;31,927031
102011;5;797;CALERA DE TANGO;333770,9515;6278693,454;13-02-2013;miércoles;1;2;5;1;2;0;1;;0;166339;1;468469;59,993366
102020;5;799;CALERA DE TANGO;334623,9282;6277845,523;02-04-2013;martes;1;1;3;0;1;0;1;;0;70000;0;170000;31,927031
102031;5;799;CALERA DE TANGO;335838,4097;6277486,564;02-04-2013;martes;1;1;2;0;0;0;1;;0;124336;1;205000;40,867535
102041;5;798;CALERA DE TANGO;336232,9822;6276856,557;20-05-2013;lunes;1;1;1;1;1;0;4;;0;163749;1;318061;19,492363
102051;5;799;CALERA DE TANGO;336391,2046;6277336,968;09-09-2012;domingo;2;1;4;0;0;1;1;;0;100000;0;503126;31,983725
102061;5;803;CALERA DE TANGO;334501,0911;6282381,835;17-04-2013;miércoles;1;1;3;0;0;1;7;;0;70000;0;400000;36,637726
102071;5;799;CALERA DE TANGO;336123,4679;6277269,035;24-11-2012;sábado;2;1;5;1;1;1;1;;0;100000;0;300000;14,147717
102081;5;795;CALERA DE TANGO;331298,7516;6277308,218;17-04-2013;miércoles;1;1;5;1;1;1;1;;0;120000;0;750000;45,625118
102092;5;799;CALERA DE TANGO;335844,5756;6277581,732;13-03-2013;miércoles;1;1;5;0;1;0;1;;0;120000;0;1324762;35,805325
102100;5;799;CALERA DE TANGO;335916,8466;6277474,041;13-03-2013;miércoles;1;1;5;0;0;0;1;;0;120000;0;365145;35,805325
102110;5;799;CALERA DE TANGO;335854,9037;6277509,586;13-03-2013;miércoles;1;1;4;0;4;0;1;;0;120000;0;859678;31,983725
102120;5;799;CALERA DE TANGO;335923,1338;6277529,61;13-03-2013;miércoles;1;1;3;0;0;0;1;;0;130000;0;519189;31,927031
102132;5;799;CALERA DE TANGO;335809,6766;6277593,114;13-03-2013;miércoles;1;1;6;0;1;1;3;;0;130000;0;588252;99,794693
102140;5;799;CALERA DE TANGO;335875,3124;6277552,409;13-03-2013;miércoles;1;1;4;0;1;1;1;;0;150000;0;315099;31,983725
102150;5;799;CALERA DE TANGO;335861,6732;6277520,683;13-03-2013;miércoles;1;1;2;0;0;0;1;;0;128074;1;589020;40,867535
102160;5;793;CALERA DE TANGO;331216,9718;6279501,889;27-07-2012;viernes;1;1;3;1;0;0;1;;0;100000;0;634000;33,246159
102161;5;793;CALERA DE TANGO;331161,8673;6279464,633;27-07-2012;viernes;1;1;2;0;1;0;1;;0;100000;0;486647;107,701691
