Hogar;Vehiculo;TipoVeh;MarcaVeh;ModeloVeh;AnoVeh;EdadVehiculo;CilindradaVeh;Combustible;SelloVerde;Propiedad
153041;15304101;1;17;SPARK;2010;1;1200;1;2;1
153121;15312101;1;54;DOS;2012;1;1500;1;2;1
153211;15321101;1;84;CELERIO;2012;1;1200;1;2;1
153301;15330101;1;17;CHEVET;1986;5;1600;1;2;1
153311;15331101;1;86;YARIS;2009;2;1600;1;2;1
153371;15337101;1;37;SANTA FE;2010;1;2000;1;2;1
153381;15338101;1;17;CORSA;2011;1;1500;1;2;1
153401;15340102;1;36;NO RESPONDE;9998;9;99998;1;1;1
153401;15340101;1;7;NO RESPONDE;9998;9;99998;1;1;1
153422;15342201;1;998;NO RESPONDE;9998;9;99998;1;1;1
153431;15343101;1;86;}YARI;9999;9;99999;1;1;1
153441;15344101;1;61;V16;9998;9;99998;1;1;1
153451;15345101;1;22;NUBIRA;2006;3;1300;1;2;1
153461;15346101;1;84;ALTO;9999;9;99999;1;1;1
153471;15347101;1;83;IMPRESA;2010;1;1600;1;2;1
153480;15348001;1;37;GETZ;2008;2;1400;1;2;1
153491;15349102;3;86;NO RESPONDE;9998;9;99998;1;1;1
153491;15349101;1;86;NO RESPONDE;9998;9;99998;1;1;1
153501;15350101;1;48;214;1998;4;1400;1;2;1
153511;15351101;1;17;AVEO;2010;1;1600;1;2;1
153511;15351102;3;73;SEDAN;2006;3;1600;1;2;1
153521;15352102;1;998;NO RESPONDE;9998;9;99998;1;1;1
153521;15352101;1;998;NO RESPONDE;9998;9;99998;1;1;1
153531;15353101;1;29;PUNTO GRANDE;9998;9;99998;1;1;1
153551;15355101;1;37;NO RESPONDE;9998;9;99998;1;1;1
153561;15356101;1;25;NO RESPONDE;9998;9;99998;1;1;1
153571;15357101;1;84;VITARA;2010;1;1600;2;2;1
153601;15360101;1;61;XTRAIL;2008;2;1800;2;2;1
153611;15361101;1;;;;9;;;2;
153621;15362102;1;65;206;9998;9;99998;1;1;1
153621;15362101;1;72;CLIO;9999;9;99999;1;1;1
153631;15363102;1;54;2;2012;1;1500;1;2;1
153631;15363101;1;37;GETZ;2008;2;1400;1;2;1
153642;15364201;3;42;GRAN CHEROKEE;2013;9;2500;1;2;1
153661;15366101;1;64;NO RESPONDE;9998;9;99998;1;1;1
153671;15367102;8;998;NO RESPONDE;9998;9;99998;1;1;1
153671;15367101;1;998;NO RESPONDE;9998;9;99998;1;1;1
153691;15369101;1;61;NO RESPONDE;9998;9;99998;1;1;1
153700;15370001;1;36;CIVIC;2008;2;1800;1;2;1
153700;15370002;3;36;CRV;2008;2;1800;1;2;1
153711;15371101;1;998;NO RESPONDE;9998;9;99998;1;1;1
153711;15371102;5;998;NO RESPONDE;9998;9;99998;1;1;1
153721;15372102;2;171;99;9998;9;99998;1;1;1
153721;15372101;3;61;EX TRAIL;2010;1;99999;1;2;1
153731;15373101;1;17;CORSA;2010;1;1600;1;2;1
153741;15374101;1;86;COROLLA;2000;4;99998;1;2;1
153751;15375102;1;37;NO RECUERDA;2011;1;1600;1;2;1
153751;15375101;1;37;ACCENT;2012;1;1600;1;2;1
153761;15376101;1;0;NO RESPONDE;2011;1;1600;1;2;1
153771;15377101;1;86;NO RESPONDE;9998;9;99998;1;1;1
153771;15377102;1;19;NO RESPONDE;9998;9;99998;1;1;1
153781;15378101;1;23;NO RESPONDE;9998;9;99998;1;1;1
153791;15379101;1;998;NO RESPONDE;9998;9;99998;1;1;1
153800;15380001;1;11;NO INFORMA;9998;9;99998;1;1;1
153800;15380002;3;83;NO INFORMA;9998;9;99998;1;1;1
153800;15380003;1;998;NO RESPONDE;9998;9;99998;1;1;1
153800;15380004;1;998;NO RESPONDE;9998;9;99998;1;1;1
153811;15381101;1;998;NO RESPONDE;9998;9;99998;1;1;1
153821;15382101;1;998;NO RESPONDE;9998;9;99998;1;1;1
153831;15383101;3;998;NO REPSONDE;9998;9;99998;1;1;1
153841;15384101;1;37;NO SABE;9999;9;99999;1;1;1
153841;15384102;3;37;NO SABE;9999;9;99999;1;1;1
153861;15386102;3;86;NO RESPONDE;9998;9;99998;1;1;1
153861;15386101;1;18;NO RESPONDE;9998;9;99998;1;1;1
153871;15387101;3;998;NO RESPONDE;9998;9;99998;2;1;1
153881;15388102;1;86;NO RESPONDE;9998;9;99998;1;1;1
153881;15388101;1;7;NO RESPONDE;9998;9;99998;1;1;4
153881;15388103;1;17;AVEO;9998;9;99998;1;1;1
153891;15389101;1;86;YARIS;9998;9;99998;1;1;1
153901;15390101;3;998;NO RESPONDE;9998;9;99998;2;1;1
153901;15390102;1;998;NO RESPONDE;9998;9;99998;1;1;1
153911;15391101;3;17;CAPTIVA;9998;9;99998;1;1;1
153911;15391102;2;157;AN125;9998;9;99998;1;1;1
153941;15394101;3;61;NO ENTREGA INFORMACION;9998;9;99998;2;1;4
153951;15395101;1;45;NO RESPONDE;9998;9;99998;1;1;1
153961;15396101;4;45;BESTA;9999;9;99999;2;1;1
153961;15396102;5;45;BESTA;9999;9;99999;2;1;1
153981;15398101;1;998;NO RESPONDE;9998;9;99998;1;1;1
153981;15398102;1;998;NO RESPONDE;9998;9;99998;1;1;1
153991;15399102;2;998;NO RESPONDE;9998;9;99998;1;1;1
153991;15399101;1;22;NO RESPONDE;9998;9;99998;1;1;1
154000;15400001;1;83;LEGACY;9999;9;99999;1;1;1
154000;15400002;1;83;LOGIALE;9999;9;99999;1;1;1
154011;15401101;1;61;TIIDA;9998;9;99998;1;1;1
154011;15401102;3;84;GRAND NOMADE;9998;9;99998;1;1;1
154021;15402101;1;45;CERATO;9998;9;99998;1;1;1
154031;15403101;1;86;COROLLA;9998;9;99998;1;1;1
154052;15405202;2;137;125;9999;9;125;1;1;1
154052;15405201;1;86;YARIS;2004;3;1600;1;2;1
154061;15406101;3;72;SAMSUNG;2007;2;2400;1;2;1
154072;15407201;1;29;PALIO;2005;3;1300;1;2;1
154081;15408101;1;86;YARIS;2006;3;1200;1;2;1
154091;15409101;1;72;MEGANE;2008;2;2000;1;2;1
154101;15410101;1;998;NO RESPONDE;9998;9;99998;1;1;1
154111;15411102;2;998;NO RESPONDE;9998;9;99998;1;1;1
154111;15411101;1;998;NO RESPONDE;9998;9;99998;1;1;1
154121;15412101;1;998;NO RESPONDE;9998;9;99998;1;1;1
154121;15412102;1;998;NO RESPONDE;9998;9;99998;1;1;1
154131;15413101;1;998;NO RESPONDE;9998;9;99998;1;1;1
154141;15414101;1;998;NO RESPONDE;9998;9;99998;1;1;1
154141;15414102;1;998;NO RESPONDE;9998;9;99998;1;1;1
154161;15416101;1;998;NO RESPONDE;9998;9;99998;1;1;1
154181;15418101;1;998;NO RESPONDE;9998;9;99998;1;1;1
154181;15418102;1;998;NO RESPONDE;9998;9;99998;1;1;1
154191;15419101;1;998;NO RESPONDE;9998;9;99998;1;1;1
154213;15421301;1;83;LEGACY;2004;3;2000;1;2;1
154213;15421303;1;83;SEDAN;2000;4;99999;1;2;1
154213;15421305;2;157;GM125;9999;9;99999;1;1;1
154213;15421304;1;45;RIO 5;2009;2;1600;1;2;1
154213;15421302;1;55;230;9999;9;99999;1;1;1
154231;15423102;1;65;406;9998;9;99998;1;1;1
154231;15423101;5;37;NO RESPONDE;9998;9;99998;1;1;1
154270;15427002;1;65;NO SABE;2002;3;99999;1;2;1
154270;15427001;3;45;SPORTAGE;2002;3;99999;1;2;1
154281;15428102;1;37;ELANTRA;9998;9;99998;1;1;1
154281;15428101;3;999;MONTERO;9998;9;99998;1;1;1
154301;15430101;1;998;NO RESPONDE;9998;9;99998;1;1;1
154311;15431101;1;37;NO RESPONDE;9998;9;99998;1;1;4
154321;15432101;1;54;NO RESPONDE;9998;9;99998;1;1;1
154331;15433101;1;65;NO RESPONDE;9998;9;99998;1;1;1
154340;15434001;1;84;NO RESPONDE;9998;9;99998;1;1;1
154351;15435101;1;54;NO RESPONDE;9998;9;99998;1;1;1
154371;15437101;1;998;NO RESPONDE;9998;9;99998;1;1;1
154381;15438102;1;998;NO RESPONDE;9998;9;99998;1;1;1
154381;15438101;1;998;NO RESPONDE;9998;9;99998;1;1;1
154391;15439101;1;998;NO RESPONDE;9998;9;99998;1;1;1
154401;15440101;1;86;URBAN;9998;9;99998;1;1;1
154410;15441001;1;37;NO RESPONDE;9998;9;99998;1;1;1
154431;15443101;3;42;CHEROKEE;2012;1;99999;1;2;1
154451;15445102;3;61;X TRAIL;9998;9;99998;1;1;1
154451;15445103;1;72;MEGANE;9998;9;99998;1;1;1
154451;15445101;3;86;4 RUNNER;9998;9;99998;1;1;1
154472;15447201;1;30;GINGER;2011;1;2200;1;2;1
154472;15447202;3;37;SANTA FE;2009;2;2000;2;2;1
154483;15448301;1;7;A4;2011;1;1800;1;2;1
154493;15449301;1;0;SIN INFORMACION;2011;1;2000;1;2;1
154501;15450101;1;998;NO RESPONDE;9998;9;99998;1;1;1
154511;15451104;1;998;NO RESPONDE;9998;9;99998;1;1;1
154511;15451102;1;998;NO RESPONDE;9998;9;99998;1;1;1
154511;15451101;1;998;NO RESPONDE;9998;9;99998;1;1;1
154511;15451105;1;998;NO RESPONDE;9998;9;99998;1;1;1
154511;15451103;1;998;NO RESPONDE;9998;9;99998;1;1;1
154521;15452101;1;37;;9999;9;99999;1;1;1
154541;15454101;1;36;CRV;2008;2;2100;1;2;1
154541;15454102;1;37;JET;2009;2;1400;1;2;1
154551;15455102;1;87;PASSAT;9999;9;99999;1;1;4
154551;15455101;3;36;CRV;2008;2;2400;1;2;1
154571;15457101;3;23;NO RESPONDE;9998;9;99998;1;1;1
154581;15458102;1;998;NO RESPONDE;9998;9;99998;1;1;1
154581;15458101;1;998;NO RESPONDE;9998;9;99998;1;1;1
154591;15459101;1;998;NO RESPONDE;9998;9;99998;1;1;1
154611;15461101;1;45;SABTA FE;2012;1;2000;2;2;1
154621;15462101;3;59;OUTLANDER;9998;9;99998;1;1;1
154621;15462102;1;29;PALIO;9998;9;99998;1;1;1
154631;15463101;1;998;NO RESPONDE;9998;9;99998;1;1;1
154641;15464101;1;86;COROLLA;9998;9;99998;1;1;1
154661;15466101;2;111;GXT200;2008;2;200;1;2;1
154681;15468101;1;84;BALENO;9998;9;99998;1;1;1
154691;15469101;1;33;FLORID;2011;1;1600;1;2;1
154691;15469102;1;13;SEDAN;2011;1;1000;1;2;1
154701;15470101;1;998;NO RESPONDE;9998;9;99998;1;1;1
154711;15471101;1;37;NO RESPONDE;9998;9;99998;1;1;1
154720;15472001;3;48;NO SABE;9999;9;99999;1;1;1
154731;15473102;1;998;NO RESPONDE;9998;9;99998;1;1;1
154731;15473101;3;25;NO RESPONDE;9998;9;99998;1;1;1
154751;15475102;2;123;RX 125;2012;1;125;1;2;1
154751;15475103;1;65;NO SABE;1994;5;99999;1;2;1
154751;15475105;1;17;SPARK;2012;1;1000;1;2;1
154751;15475101;1;86;YARIS;2008;2;99999;1;2;1
154751;15475104;1;65;NO SABE;2005;3;99999;1;2;1
154761;15476101;1;37;NO RESPONDE;9998;9;99998;1;1;1
154771;15477101;3;83;OUTBACK;9998;9;99998;1;1;1
154771;15477102;3;87;NO RESPONDE;9998;9;99998;1;1;1
154781;15478101;1;76;NO SABE;9998;9;1800;1;1;1
154781;15478102;1;83;LEGACY;9999;9;2200;1;1;1
154791;15479101;1;17;SPARK GT;2011;1;1600;1;2;1
154801;15480101;1;61;X TRAIN;9998;9;99998;1;1;1
154811;15481101;1;17;99;9999;9;99999;1;1;1
154831;15483101;1;998;NO RESPONDE;9998;9;99998;1;1;1
154841;15484101;1;998;NO RESPONDE;9998;9;99998;2;1;1
154861;15486101;1;87;BORA;2011;1;2000;1;2;1
154861;15486102;1;37;TRAJET;2008;2;2000;1;2;1
154871;15487101;1;998;NO RESPONDE;9998;9;99998;1;1;1
154881;15488102;1;36;ACCORD;9998;9;99998;1;1;1
154881;15488101;3;84;GRAND NOMADE;9998;9;99998;1;1;1
154901;15490101;1;55;NO RESPONDE;9998;9;99998;1;1;1
154921;15492101;1;998;NO RESPONDE;9998;9;99998;1;1;1
154921;15492102;1;998;NO RESPONDE;9998;9;99998;1;1;1
154931;15493103;1;998;NO RESPONDE;9998;9;99998;1;1;1
154931;15493102;1;37;GETZ;9998;9;99998;1;1;1
154931;15493101;1;19;C3;9998;9;99998;1;1;1
154941;15494101;1;998;NO RESPONDE;9998;9;99998;1;1;1
154951;15495101;1;998;NO RESPONDE;9998;9;99998;1;1;1
154961;15496102;1;998;NO RESPONDE;9998;9;99998;1;1;1
154961;15496101;3;59;OUTLANDER;9998;9;99998;1;1;1
154971;15497101;1;998;NO RESPONDE;9998;9;99998;1;1;1
154981;15498102;1;0;NO SABE;2010;1;1600;1;2;1
154981;15498103;1;37;NO SABE;9999;9;99999;1;1;1
154981;15498101;1;92;HUNTER;2009;2;1400;1;2;1
154991;15499101;3;998;NO RESPONDE;9998;9;99998;1;1;1
155000;15500002;1;37;SANTAFE;9998;9;2400;1;1;1
155000;15500001;1;65;PARTNER;2011;1;1400;1;2;1
155021;15502101;1;998;NO RESPONDE;9998;9;99998;1;1;1
155031;15503101;1;84;MARUTI;9999;9;99998;1;1;1
155041;15504101;1;84;BALENO;9998;9;99999;1;1;1
155041;15504102;1;45;MORNING;9998;9;99999;1;1;1
155051;15505101;1;17;NO INFORMA;2011;1;99999;1;2;1
155061;15506101;3;17;NO SABE;9998;9;99998;1;1;1
155081;15508102;1;45;CARENS;9998;9;99998;1;1;1
155081;15508101;1;55;C180;9998;9;99998;1;1;1
155081;15508103;1;84;CELERIO;9998;9;99998;1;1;1
155091;15509101;1;17;NO RESPONDE;9998;9;99998;1;1;1
155091;15509102;1;998;NO RESPONDE;9998;9;99998;1;1;1
155101;15510103;3;86;RAV4;9998;9;99998;1;1;1
155101;15510101;3;30;EXPEDITION;9998;9;99998;2;1;1
155101;15510102;1;36;PILOT;9998;9;99998;1;1;1
155111;15511101;1;998;NO RESPONDE;9998;9;99998;1;1;1
155121;15512101;1;998;NO RESPONDE;9998;9;99998;1;1;1
155131;15513103;1;30;MUSTANG;2007;2;2000;1;2;1
155131;15513104;1;30;ECOSPORT;2007;2;1600;1;2;1
155131;15513101;2;119;NO INFORMA;2010;1;99998;1;2;1
155131;15513102;1;29;PALIO;2006;3;1400;1;2;1
155141;15514102;3;83;FORESTER;9998;9;99998;1;1;1
155141;15514101;5;29;FIORINO;9998;9;99998;1;1;1
155151;15515101;1;998;NO RESPONDE;9998;9;99998;1;1;1
155171;15517101;1;998;NO RESPONDE;9998;9;99998;1;1;1
155191;15519101;3;998;NO RESPONDE;9998;9;99998;1;1;1
155221;15522101;1;998;NO RESPONDE;9998;9;99998;1;1;1
155231;15523102;3;17;SILVERADO;9998;9;99998;2;1;1
155231;15523101;1;29;PALIO;9998;9;99998;1;1;1
155261;15526101;3;998;NO RESPONDE;9998;9;99998;1;1;1
155270;15527001;1;65;206 SW;9998;9;99998;1;1;1
155281;15528102;1;19;C3;9998;9;99998;1;1;1
155281;15528101;3;37;TERRACAN;9998;9;99998;2;1;1
155291;15529101;3;45;NO RESPONDE;9998;9;99998;1;1;1
155301;15530101;1;18;NO RESPONDE;9998;9;2000;1;1;1
155311;15531101;1;998;NO RESPONDE;9998;9;99998;1;1;1
155331;15533103;3;998;NO RESPONDE;9998;9;99998;1;1;1
155331;15533102;2;998;NO RESPONDE;9998;9;99998;1;1;1
155331;15533101;1;65;206;9998;9;99998;1;1;1
155361;15536102;1;37;ACCENT;2013;9;1600;1;2;1
155361;15536103;1;37;EJECUTIVO;2011;1;1600;1;2;1
155361;15536101;1;7;NO SABE;2012;1;1800;1;2;1
155371;15537101;1;18;NO RECUERDA;2011;1;1600;1;2;1
155371;15537102;3;17;SILVERADO;2010;1;2600;2;2;1
155381;15538101;1;17;NO RESPONDE;9998;9;99998;1;1;1
155381;15538102;1;17;NO RESPONDE;9998;9;99998;1;1;1
155401;15540101;3;84;GRAND NOMADE;2004;3;2000;1;2;1
155411;15541102;1;19;NO INFORMA;9998;9;99998;1;1;1
155411;15541101;3;17;NO RESPONDE;9998;9;99998;1;1;1
155440;15544001;1;17;CRUZE;9998;9;99998;1;1;1
155440;15544002;3;29;STRADA;9998;9;99998;1;1;1
155451;15545101;1;87;POLO;9998;9;99998;1;1;1
155461;15546101;1;998;NO RESPONDE;9998;9;99998;1;1;1
155481;15548102;1;998;NO RESPONDE;9998;9;99998;1;1;1
155481;15548101;1;998;NO RESPONDE;9998;9;99998;1;1;1
155491;15549101;1;998;NO RESPONDE;9998;9;99998;1;1;1
155501;15550101;1;998;NO RESPONDE;9998;9;99998;1;1;1
155511;15551103;1;998;NO RESPONDE;9998;9;99998;1;1;1
155511;15551101;1;998;NO RESPONDE;9998;9;99998;1;1;1
155511;15551102;1;998;NO RESPONDE;9998;9;99998;1;1;1
155521;15552101;1;64;CORSA GL;2006;3;1600;1;2;1
155531;15553101;1;17;AVEO;2008;2;1800;1;2;1
155541;15554101;1;86;YARIS;2007;2;1800;1;2;1
155561;15556101;1;87;NO RESPONDE;9998;9;99998;1;1;1
155571;15557101;1;64;NO RESPONDE;9998;9;99998;1;1;1
155582;15558201;1;83;NO RESPONDE;9998;9;99998;1;1;1
155582;15558202;3;36;NO RESPONDE;9998;9;99998;1;1;1
155591;15559101;1;54;NO RESPONDE;9998;9;99998;1;1;1
155591;15559102;3;42;CHEROKEE;9998;9;99998;1;1;1
155600;15560001;1;54;2;2009;2;1600;1;2;1
155611;15561101;1;72;MEGANE;2008;2;1600;1;2;1
155621;15562101;1;45;RIO 4;9998;9;99998;1;1;1
155631;15563101;1;37;SONATA;2001;4;2000;1;2;1
155641;15564103;1;65;STATION;9999;9;99999;1;1;1
155641;15564102;1;61;V12;9999;9;99999;1;1;1
155641;15564101;5;29;FIORINO;2012;1;99999;1;2;1
155641;15564104;2;0;NO SABE;2012;1;150;1;2;1
155651;15565101;3;52;PICKUP;9998;9;99998;1;1;1
155661;15566101;1;86;TERCEL;9998;9;99998;1;1;1
155671;15567101;3;998;NO RESPONDE;9998;9;99998;1;1;1
155680;15568001;1;37;TUCSON;2012;1;2400;1;2;1
155691;15569102;3;37;NO RESPONDE;9998;9;99998;1;1;1
155691;15569101;3;86;NO RESPONDE;9998;9;99998;1;1;1
155701;15570102;1;998;NO RESPONDE;9998;9;99998;1;1;1
155701;15570101;3;998;NO RESPONDE;9998;9;99998;1;1;1
155711;15571102;3;48;NO RESPONDE;9998;9;99998;1;1;1
155711;15571101;1;3;NO RESPONDE;9998;9;99998;1;1;1
155721;15572101;1;17;NO SAB;2009;2;1600;1;2;1
155732;15573201;3;84;VITARA;2002;3;1600;1;2;1
155732;15573202;1;54;2;2010;1;1600;1;2;1
155742;15574201;1;37;GETZ;2006;3;1400;1;2;1
155753;15575301;1;55;NO RESPONDE;2013;9;1600;1;2;1
155753;15575302;1;61;ESTRAIN;2012;1;1600;1;2;1
155761;15576102;1;0;SIN INFORMACION;2011;1;1600;1;2;1
155761;15576101;3;0;SIN INFORMACION;2009;2;2400;1;2;1
155771;15577102;3;37;SANTA FE;9999;9;99999;1;1;4
155771;15577101;1;65;208;9999;9;99999;1;1;1
155783;15578301;3;61;SIN INFORMACION;1994;5;3000;1;2;1
155790;15579001;1;87;NO RESPONDE;9998;9;99998;1;1;1
155801;15580101;3;37;VERACRUZ;9998;9;99998;1;1;1
155810;15581001;1;17;NO RESPONDE;9998;9;99998;1;1;1
155810;15581002;1;37;NO RESPONDE;9998;9;99998;1;1;1
155821;15582101;3;48;NO RESPONDE;9998;9;99998;1;1;1
155821;15582102;1;83;LEGACY;9998;9;99998;1;1;1
155831;15583101;1;998;NO RESPONDE;9998;9;99998;1;1;1
155831;15583102;1;998;NO RESPONDE;9998;9;99998;1;1;1
155840;15584001;1;998;NO RESPONDE;9998;9;99998;1;1;1
155840;15584002;3;83;FORESTER;9998;9;99998;1;1;1
155851;15585103;1;88;540;9998;9;99998;1;1;1
155851;15585102;1;54;3;9998;9;99998;1;1;1
155851;15585101;1;86;YARIS SPORT;9998;9;99998;1;1;1
155861;15586102;1;998;NO RESPONDE;9998;9;99998;1;1;1
155861;15586103;1;998;NO RESPONDE;9998;9;99998;1;1;1
155861;15586101;3;998;NO RESPONDE;9998;9;99998;1;1;1
155871;15587101;3;42;COMPASS;2012;1;2400;1;2;1
155881;15588101;3;37;NO RESPONDE;9998;9;99998;1;1;1
155891;15589101;1;19;C4;9998;9;99998;1;1;1
155901;15590101;3;25;DURANGO;2010;1;5700;1;2;1
155910;15591001;1;61;TIIDA;2010;1;1800;1;2;1
155910;15591002;1;83;OUTBACK;2010;1;3000;1;2;1
155921;15592101;1;998;NO RESPONDE;9998;9;99998;1;1;1
155931;15593101;1;998;NO RESPONDE;9998;9;99998;1;1;1
155941;15594101;1;998;NO RESPONDE;9998;9;99998;1;1;1
155991;15599101;1;83;LEGACY;9998;9;99998;1;1;1
156001;15600101;1;84;SWIFT;9998;9;99998;1;1;1
156001;15600102;1;998;NO RESPONDE;9998;9;99998;1;1;1
156011;15601101;1;54;6;9998;9;99998;1;1;1
156011;15601102;1;36;NO RESPONDE;9998;9;99998;1;1;1
156031;15603101;1;998;NO RESPONDE;9998;9;99998;1;1;1
156040;15604001;1;998;NO RESPONDE;9998;9;99998;1;1;1
156061;15606101;3;37;SANTA FE;9998;9;99998;1;1;1
156101;15610102;1;37;NO SABE;9999;9;99999;1;1;1
156101;15610101;3;37;TUCSON;9998;9;99998;1;1;1
156111;15611102;3;998;NO RESPONDE;9998;9;99998;1;1;1
156111;15611101;1;998;NO RESPONDE;9998;9;99998;1;1;1
156131;15613101;1;23;TERIUS;2010;1;99999;2;2;1
156141;15614101;1;76;SM3;2006;3;1600;1;2;1
156151;15615101;1;65;406;2001;4;3000;1;2;1
156151;15615102;1;19;CX5;2002;3;3000;1;2;1
156171;15617101;3;86;RAV4;2012;1;2400;1;2;1
156181;15618101;1;998;NO RESPONDE;9998;9;99998;1;1;1
156211;15621101;1;18;NO RESPONDE;9998;9;99998;1;1;1
156211;15621102;3;37;NO RESPONDE;9998;9;99998;1;1;1
156221;15622101;1;36;CIVIC;9998;9;99998;1;1;1
156241;15624101;1;998;NO RESPONDE;9998;9;99998;1;1;1
156241;15624103;1;998;NO RESPONDE;9998;9;99998;1;1;1
156241;15624104;1;998;NO RESPONDE;9998;9;99998;1;1;1
156241;15624102;1;998;NO RESPONDE;9998;9;99998;1;1;1
156251;15625101;1;36;ACCORD;9998;9;99998;1;1;1
156251;15625102;2;0;NO RESPONDE;9998;9;99998;1;1;1
156261;15626101;1;998;NO RESPONDE;9999;9;99998;1;1;1
156271;15627101;1;998;NO RESPONDE;9998;9;99998;1;1;1
156291;15629101;1;54;3;2007;2;1600;1;2;1
156320;15632001;1;86;YARIS;9998;9;99998;1;1;1
156331;15633101;1;36;NO RESPONDE;9998;9;99998;1;1;1
156350;15635001;1;998;NO RESPONDE;9998;9;99998;1;1;1
156361;15636101;3;17;LUV;1996;5;2000;1;2;1
156371;15637104;1;998;NO RESPONDE;2010;1;2400;1;2;1
156371;15637103;1;998;NO RESPONDE;2009;2;1600;1;2;1
156371;15637102;1;17;CAMARO;2000;4;2000;1;2;1
156371;15637101;1;18;PACIFE;2010;1;1600;1;2;1
156381;15638101;1;998;NO RESPONDE;2012;1;1600;1;2;1
156381;15638103;3;998;NO RESPONDE;2013;9;99999;1;2;1
156381;15638102;1;998;NO RESPONDE;2011;1;1600;1;2;1
156391;15639102;1;998;NO RESPONDE;9999;9;99999;1;1;1
156391;15639101;1;83;NO SABE;9999;9;99999;1;1;1
156401;15640101;3;998;NO SABE;9998;9;99999;1;1;1
156401;15640102;1;998;NO RESPONDE;9998;9;99998;1;1;1
156421;15642101;1;17;CAVALLIER;1994;5;2400;1;2;1
156421;15642102;1;83;LEGACY;2004;3;2000;1;2;1
156431;15643102;1;998;NO RESPONDE;9998;9;99998;1;1;1
156431;15643101;1;998;NO RESPONDE;9998;9;99998;1;1;1
156451;15645102;3;83;NO RESPONDE;9998;9;99998;1;1;1
156451;15645101;1;61;NO RESPONDE;9998;9;99998;2;1;4
156481;15648101;1;45;RIO 5;9998;9;1400;1;1;1
156491;15649103;1;998;NO RESPONDE;9998;9;99998;1;1;1
156491;15649101;1;998;NO RESPONDE;9998;9;99998;1;1;1
156491;15649102;1;998;NO RESPONDE;9998;9;99998;1;1;1
156511;15651101;1;86;COROLLA;9998;9;99998;1;1;1
156511;15651102;3;84;VITARA;9998;9;99998;1;1;1
156521;15652101;1;998;NO RESPONDE;9998;9;99998;2;1;1
156531;15653101;1;17;CORSA;9998;9;99998;1;1;1
156541;15654102;1;36;ACCORD;2006;3;2000;1;2;1
156541;15654103;1;36;ACCORD;1999;4;2000;1;2;1
156541;15654101;1;36;FIT;2006;3;1300;1;2;1
156550;15655002;3;83;FORESTER;2009;2;99999;1;2;1
156550;15655003;3;83;OUTBACK;2010;1;99999;1;2;1
156550;15655001;1;54;2;9998;9;99998;1;1;1
156571;15657101;1;84;NO RESPONDE;9998;9;99998;1;1;1
156591;15659101;1;998;NO RESPONDE;9998;9;99998;1;1;1
156602;15660201;1;998;NO RESPONDE;9998;9;1600;1;1;1
156611;15661101;1;72;LAGUNA;2005;3;99999;1;2;1
156611;15661102;1;83;IMPRESA;2012;1;99999;1;2;1
156621;15662101;1;72;KOLEOS;9998;9;99998;1;1;1
156651;15665101;1;22;RACER;9998;9;99998;1;1;1
156661;15666101;1;998;NO RESPONDE;9998;9;99998;1;1;1
156671;15667102;1;65;STATION 406;2002;3;2400;1;2;1
156671;15667101;3;88;XC90;2004;3;3500;1;2;1
156671;15667103;1;11;325I;1989;5;1900;1;1;1
156671;15667104;1;65;207;2006;3;1600;1;2;1
156690;15669001;1;61;NO RESPONDE;9998;9;99998;1;1;1
156690;15669002;1;84;NO RESPONDE;9998;9;99998;1;1;1
156700;15670001;1;998;NO RESPONDE;9998;9;99998;1;1;1
156711;15671101;1;998;NO RESPONDE;9998;9;99998;1;1;1
156711;15671102;1;998;NO RESPONDE;9998;9;99998;2;1;1
156721;15672101;3;17;CAPTIVA;2008;2;2000;2;2;1
156721;15672102;1;19;C3;2007;2;1600;1;2;1
156731;15673101;1;54;3;2007;2;2000;1;2;1
156741;15674101;1;84;MARUTTI;1996;5;800;1;2;1
156751;15675101;1;84;AERIO;9999;9;99999;1;1;1
156761;15676102;1;54;6;9999;9;99998;1;1;1
156761;15676101;1;86;COROLLA;9998;9;99998;1;1;1
156791;15679102;1;998;NO RESPONDE;9998;9;99998;1;1;1
156791;15679101;3;998;NO RESPONDE;9998;9;99998;1;1;1
156801;15680101;1;998;NO RESPONDE;9998;9;99998;1;1;1
156821;15682102;1;998;NO RESPONDE;9998;9;99998;1;1;1
156821;15682101;1;998;NO RESPONDE;9998;9;99998;1;1;1
156831;15683101;1;998;NO RESPONDE;9998;9;99998;2;1;1
156880;15688001;1;17;ASTRA;2000;4;1800;1;2;1
156901;15690101;1;45;MORNIG;2007;2;99998;1;2;1
156921;15692101;3;25;99;9998;9;99998;1;1;1
156921;15692102;1;87;GOLF;1999;4;99998;1;2;1
156931;15693101;1;36;NO SABE;2007;2;1600;1;2;1
156941;15694101;1;86;NO RESPONDE;9998;9;99998;1;1;1
156941;15694102;1;54;NO RESPONDE;9998;9;99998;1;1;1
156951;15695101;1;998;NO RESPONDE;9998;9;99998;1;1;1
156971;15697101;1;83;XV;9998;9;99998;1;1;1
156971;15697102;1;65;PARTNER;9998;9;99998;2;1;4
157001;15700101;1;7;A4;2010;1;2000;1;2;1
157011;15701101;1;86;TERCEL;2004;3;1600;1;2;1
157021;15702101;1;22;NUBIRA;1998;4;2000;1;2;1
157031;15703101;1;998;NO RESPONDE;9998;9;99998;1;1;1
