Hogar;Vehiculo;TipoVeh;MarcaVeh;ModeloVeh;AnoVeh;EdadVehiculo;CilindradaVeh;Combustible;SelloVerde;Propiedad
242983;24298301;8;0;V16;9999;9;99999;1;1;3
243041;24304101;3;45;FRONTIERS;1999;4;2500;2;2;1
243051;24305101;1;45;MORNI;2012;1;99999;1;2;1
243091;24309101;1;37;ACCENT;1998;4;1500;1;2;1
243110;24311001;1;22;LANUS;1999;4;1500;1;2;1
243151;24315101;5;37;GRACE GRAN SALON;1996;5;2500;2;2;1
243171;24317101;3;85;ZENON;2010;1;2400;2;2;1
243211;24321101;3;29;FIORINO 1.3;1990;5;1300;1;2;1
243230;24323001;1;29;FIORINO;2006;3;99998;1;2;1
243292;24329201;3;0;AGTRON;9999;9;99999;1;2;1
243301;24330101;1;65;206;2011;1;1500;1;2;1
243311;24331101;1;84;BALENO;1998;4;1600;1;2;1
243371;24337101;2;158;SCUTTER;2008;2;250;1;2;1
243390;24339001;3;0;MARUBENI;9999;9;99998;1;1;1
243431;24343101;1;86;TERCEL;1994;5;1700;1;2;1
243471;24347101;3;30;RANGER;2000;4;2500;1;2;1
243532;24353201;3;0;LIVERTI;2009;2;3700;1;2;1
243551;24355101;1;29;PALIOT;2012;1;1800;1;2;1
243591;24359101;1;61;V16;1996;5;1600;1;2;1
243601;24360101;1;84;ALTO;2012;1;1100;1;2;1
243631;24363101;1;17;CORSA;2004;3;1600;1;2;1
243641;24364101;3;17;LUV;1999;4;2000;1;2;1
243660;24366001;1;0;PALIO;9999;9;99999;1;2;1
243711;24371101;8;61;V16;2003;3;99999;1;2;1
243781;24378101;1;76;SM5;9999;9;99999;1;1;1
243791;24379101;1;61;GOLF;9999;9;99999;1;1;1
243801;24380101;1;61;B 16;1976;5;1600;1;1;1
243811;24381101;1;86;YARIS;2001;4;1500;1;2;1
243821;24382101;1;19;4 CILINDROS;2009;2;99999;1;2;1
243842;24384201;1;45;ZERATO;2010;1;2000;1;2;1
243941;24394101;3;29;TECANA;1998;4;1500;1;2;1
243971;24397101;1;998;NO RESPONDE;9998;9;99998;1;1;1
244041;24404101;5;84;SUPER CARRIE;1985;5;99999;1;1;1
244171;24417101;1;61;TIDA;2012;1;99998;1;2;1
244181;24418101;1;17;SPARK;9999;9;99998;1;1;1
244230;24423001;1;37;SCOUPE;1993;5;1500;1;2;1
244292;24429201;1;37;ACCEN;2009;2;1800;1;2;1
244311;24431101;1;86;YARIS;2011;1;1600;1;2;1
244321;24432101;1;84;;9999;9;99999;1;2;1
244392;24439201;1;61;CENTRA 2;2010;1;1800;1;2;1
244401;24440101;1;45;SPECTRA;2003;3;1600;1;2;1
244411;24441101;1;17;AVEO;2004;3;1600;1;2;1
244441;24444101;1;61;V-16;2012;1;1800;1;2;1
244501;24450101;1;17;LUV;9999;9;2400;1;1;1
244521;24452101;3;17;LUV;1995;5;2200;1;2;1
244592;24459201;1;61;V16;2003;3;1600;1;2;1
244652;24465201;1;17;SPARK;2009;2;1300;1;2;1
244671;24467101;1;17;AVEO;2010;1;1300;1;2;1
244721;24472101;2;123;99;2010;1;1200;1;2;1
244741;24474101;1;22;NUBIRA;2004;3;1600;1;2;1
244793;24479301;6;0;NO SABE;9999;9;99999;1;1;4
244820;24482001;1;37;ACCENT;2002;3;1600;1;2;1
244832;24483201;1;37;ACCENT;2010;1;1300;1;2;1
244881;24488101;1;84;SEDAN;1999;4;1600;1;2;1
244882;24488202;1;999;WOLSKWAGEN;9999;9;99999;1;1;1
244882;24488201;3;86;CAMIONETA DOBLE CABINA;9999;9;2400;2;1;1
244991;24499102;1;17;CORSA;2008;2;1600;1;2;1
244991;24499101;3;998;NO SABEMOS;2005;3;2500;1;2;1
245041;24504101;1;37;MATRIX;2003;3;9999;1;2;1
245070;24507001;1;30;FIESTA;2006;3;1600;1;2;1
245110;24511001;1;86;TERCEL;9998;9;9999;1;2;1
245171;24517102;1;37;TUCSON;2011;1;2000;1;2;1
245171;24517101;1;37;I10;2012;1;1100;1;2;1
245201;24520101;1;17;AVEO;1998;4;1300;1;2;1
245221;24522101;1;17;VECTRA;2000;4;1600;1;2;1
245231;24523101;1;29;PUNTO;2009;2;1600;1;2;1
245271;24527102;1;61;V16;9999;9;1600;1;1;1
245271;24527101;1;61;V16;1997;4;99999;1;2;1
245291;24529101;1;84;BALENO;2000;4;1600;1;2;1
245422;24542201;1;17;AVEO;2001;4;1300;1;2;1
245472;24547201;1;61;V16;1991;5;1600;1;2;1
245491;24549101;3;17;MONTANA;2006;3;1800;1;2;1
245611;24561101;1;86;YARIS;9999;9;99999;1;1;1
245622;24562201;1;84;YUIS;1992;5;1300;1;2;1
245721;24572101;3;0;H1;2005;3;2400;2;2;1
245731;24573101;1;59;99;2011;1;1600;1;2;1
245822;24582201;1;61;NO SABE;9999;9;99999;1;1;1
245861;24586101;1;17;CORSA;2008;2;1300;1;2;1
245912;24591201;1;37;ACCENT;2012;1;1800;1;2;1
245970;24597001;1;17;CORSA;2010;1;1600;1;2;1
246081;24608101;1;17;CORSA;2010;1;1500;1;2;1
246161;24616101;1;11;NO SABE;1995;5;1600;1;2;1
246193;24619301;1;45;SENDA;9999;9;99999;1;1;1
246212;24621201;1;65;206;2002;3;1600;1;2;1
246231;24623101;1;61;V16;1998;4;1600;1;2;1
246281;24628101;1;17;SPARK;2010;1;1500;1;2;1
246341;24634101;1;64;ASTRA;1996;5;1400;1;2;1
246352;24635201;1;17;CORSA;2002;3;1600;1;2;1
246391;24639101;1;17;MONZA;2010;1;1600;1;2;1
246441;24644101;1;45;GRAN CANIVAL;2012;1;1600;1;2;1
246451;24645101;1;17;OPTRA;2007;2;1600;1;2;1
246461;24646101;1;72;LAGUNA;2004;3;1600;1;2;1
246471;24647101;2;171;150;9999;9;99999;1;1;1
246541;24654101;1;54;323;2010;1;1800;1;2;1
246621;24662101;3;76;NO SABE;2009;2;1600;1;2;4
246661;24666101;1;17;CORSA;2005;3;1600;1;2;1
246692;24669201;1;17;CORSA;1998;4;1600;1;2;1
246711;24671101;3;17;N30;2008;2;2300;2;2;1
246831;24683101;1;30;ESCORD;1994;5;1500;1;2;1
246872;24687201;1;61;V-16;1998;4;11600;1;2;1
246901;24690102;3;11;NO SABE;2010;1;2000;1;2;1
246901;24690101;1;11;321;2010;1;1700;1;2;1
246941;24694101;1;37;ACCENT;2008;2;1300;1;2;1
246982;24698201;1;84;NO SABE;1997;4;1200;1;2;1
247031;24703101;1;86;YARIS;2009;2;1600;1;2;1
247093;24709301;1;45;MORNING;2009;2;1300;1;2;1
247101;24710101;1;37;ACCENT;1999;4;1600;1;2;1
247121;24712101;1;84;SWIFT;2009;2;1300;1;2;1
247121;24712102;1;61;V16;1997;4;1300;1;2;1
247180;24718001;1;17;SPACK;2012;1;99999;1;2;1
247272;24727201;1;61;V16;2002;3;1600;1;2;1
247383;24738301;1;61;V16;2007;2;1600;1;2;1
247401;24740101;1;29;PALIO;2005;3;1600;1;2;1
247440;24744001;1;84;ALTO;2008;2;1100;1;2;1
247522;24752201;1;86;YARIS;2009;2;1600;1;2;1
247552;24755201;1;65;306;2009;2;1600;1;2;1
247621;24762101;1;65;306;1996;5;9999;1;2;1
247631;24763101;1;37;F10;2013;9;1600;1;2;1
247641;24764101;2;0;SPORT;2011;1;99999;1;2;1
247692;24769201;1;61;TIDA;2007;2;1600;1;2;1
247693;24769301;1;37;I10;2010;1;1300;1;2;1
247730;24773001;5;37;2011;9999;9;99999;2;1;1
247731;24773101;1;86;YARIS;1999;4;1500;1;2;1
247733;24773301;2;0;SANTA ANA;1991;5;99999;3;2;2
247733;24773302;1;0;;9998;9;99998;1;2;2
247742;24774201;3;17;LUV;9999;9;1600;1;1;1
247840;24784001;1;17;CORSA;9998;9;99998;1;1;1
247882;24788201;1;17;VIVANT;2008;2;2000;1;2;1
247930;24793001;5;84;APV;2009;2;1600;1;2;1
247960;24796001;1;29;PALIO;9999;9;99999;1;1;1
247961;24796101;1;84;MARUTI;9999;9;99999;1;1;1
247980;24798001;1;61;CIBET;2000;4;99999;1;2;1
248140;24814001;3;0;CARRY;1991;5;1000;1;2;1
248151;24815101;1;86;TERCEL;1995;5;1500;1;2;1
248161;24816101;3;0;TUCSON;2012;1;2000;1;2;1
248161;24816102;1;0;V 16;1994;5;1600;1;2;1
248291;24829101;1;65;206;2011;1;1800;1;2;1
248351;24835101;2;146;99;2000;4;99;1;2;1
248421;24842101;1;84;SWIFT;2011;1;1100;1;2;1
248431;24843102;1;37;I10;2011;1;1100;1;2;1
248431;24843101;1;37;ACCENT;2010;1;1300;1;2;1
248461;24846101;2;123;EROS;1993;5;97;1;2;1
248481;24848101;1;86;TERCELL;1998;4;1500;1;2;1
248481;24848102;1;37;ATOS;2003;3;1800;1;2;1
248531;24853101;1;45;RIO;2006;3;1400;1;2;1
248601;24860101;1;0;99;1997;4;1600;1;2;1
248611;24861101;1;22;NUBURA;1998;4;1500;1;2;1
248622;24862201;1;37;I10;2008;2;1100;1;2;1
248641;24864101;1;61;V16;2008;2;1600;1;2;1
248721;24872101;1;37;I10;2009;2;1100;1;2;1
248771;24877101;6;86;FRONTIER;2004;3;2000;2;2;1
248791;24879101;1;17;SPARK;2005;3;1200;1;2;1
248801;24880101;1;0;B16;1998;4;1600;1;2;1
248841;24884101;1;17;SPARK;2011;1;1000;1;2;1
248893;24889302;1;17;SPARK;9999;9;99999;1;1;1
248893;24889301;1;19;XANTIA;9999;9;99999;1;1;1
248922;24892201;1;30;98;2004;3;99998;1;2;1
248961;24896101;1;17;OPTRA XL;2011;1;1600;1;2;1
248961;24896102;1;17;OVEO;2012;1;1600;1;2;1
249041;24904101;1;17;SAIN;2012;1;1600;1;2;1
249071;24907101;1;17;AVEO;2008;2;11400;1;2;1
249071;24907102;2;143;YAMAJA;2003;3;250;1;2;1
249110;24911001;1;17;AVEO;2010;1;1500;1;2;1
249131;24913101;1;37;ACCENT;2010;1;1200;1;2;1
249193;24919301;1;37;ACCENT;2008;2;1300;1;2;1
249211;24921101;1;61;V16;2004;3;99998;1;2;1
249212;24921201;1;45;RIO;2004;3;1900;1;2;1
249231;24923101;2;0;NO SABE;1980;5;1600;1;1;1
249252;24925201;3;17;LUV;9999;9;99999;1;1;1
249301;24930101;1;37;SANTA FE;2011;1;2000;1;2;1
249411;24941101;1;82;NO SABE;2010;1;99998;2;2;1
249411;24941102;1;83;FORESTER;2001;4;20000;1;2;1
249411;24941103;1;17;CORSA;2006;3;1600;1;2;1
249461;24946101;1;17;CORSA;2004;3;1800;1;2;1
249641;24964102;2;123;NO RECUERDA;2009;2;1600;1;2;1
249641;24964101;1;37;NO RECUERDA;2012;1;1600;1;2;1
249651;24965101;1;998;NO RESPONDE;2010;1;1600;1;2;1
249661;24966101;1;17;VIVAN;2005;3;1500;1;2;1
249683;24968301;1;61;V 16;2004;3;99999;1;2;1
249781;24978101;1;17;AVEO;2010;1;1800;1;2;1
249801;24980101;1;17;AVEO;2007;2;1400;1;2;2
249851;24985101;1;17;NO SABE;1992;5;99999;1;1;1
249931;24993101;6;37;99;2000;4;99;2;2;1
249941;24994101;3;37;C100;2009;2;2100;1;2;1
249960;24996001;1;45;POP;1998;4;1100;1;2;1
249972;24997201;1;0;SPERO;1983;5;2000;1;1;1
250021;25002101;1;0;2;2001;4;1400;1;2;1
250071;25007101;1;24;99;1998;4;1200;1;2;1
250101;25010101;1;17;SEIL;2012;1;1800;1;2;1
250141;25014101;1;17;SPARK;2011;1;1200;1;2;1
250191;25019101;1;17;C10;2008;2;2300;2;2;1
250232;25023201;1;84;MARUTI;2009;2;1400;1;2;1
250301;25030102;1;17;CAVALIER;2003;3;1600;1;2;1
250301;25030101;3;17;LUV;2000;4;1600;1;2;1
250361;25036101;1;84;BALENO;2000;4;1600;1;2;1
250373;25037301;1;61;V 16;1994;5;1600;1;2;1
250591;25059101;1;61;V16;2012;1;1900;1;2;1
250621;25062101;1;45;MORNIG;2011;1;1600;1;2;1
250691;25069101;1;29;PALIO;2009;2;1600;1;2;1
250720;25072001;1;65;98;1997;4;99998;1;2;1
250720;25072002;3;17;LUV;1995;5;99998;1;2;1
250751;25075101;1;37;GETZ;2004;3;1600;1;2;1
250883;25088301;1;0;98;2000;4;99998;1;2;1
250892;25089201;1;17;AVEO;2012;1;1600;1;2;1
250903;25090301;1;65;206;1998;4;1600;1;2;1
250911;25091101;3;17;LUV;1993;5;2000;1;2;1
250932;25093201;3;17;COMBO;2002;3;1400;1;2;1
250940;25094001;1;46;98;1993;5;99998;1;2;1
250940;25094002;2;132;98;2013;9;99998;1;2;1
250940;25094003;1;17;CORZA;2006;3;99998;1;2;1
250951;25095101;3;29;FIORINO;1994;5;1500;1;2;1
250991;25099101;3;87;FURGON;1988;5;1800;1;2;1
251001;25100101;1;65;406;2001;4;1600;1;2;1
251152;25115201;1;45;98;2003;3;99998;1;2;1
251160;25116001;3;0;AMIGO;1991;5;99999;1;1;1
251201;25120101;1;59;LH;1981;5;1800;1;2;1
251253;25125301;1;17;CHEVETT;1990;5;99998;1;2;1
251272;25127201;3;65;PARNERY;2000;4;1800;1;2;1
251331;25133101;8;0;NO SABE;9999;9;99999;1;1;3
251381;25138101;1;0;NO SABE;2011;1;1600;1;2;1
251392;25139201;1;37;ACCENT;1995;5;1600;1;2;1
251422;25142201;1;17;CORSA MILLENUIM;2002;3;1600;1;2;1
251440;25144001;1;17;MONZA;1992;5;2000;1;1;1
251451;25145101;1;37;ACCENT;1997;4;99999;1;2;1
251471;25147101;1;86;YARIS;2008;2;1500;1;2;1
251490;25149001;2;157;JK100;9999;9;100;1;1;1
251500;25150001;1;83;LEGACY;9998;9;2000;1;1;1
251622;25162201;1;61;TIIDA;2011;1;1600;1;2;1
251651;25165101;1;45;CERATO;9999;9;1600;1;1;1
251733;25173302;1;29;SIENA;2004;3;99999;1;2;1
251733;25173301;3;17;LUV;9999;9;99999;1;1;1
251740;25174001;3;86;HILUX;1997;4;2400;1;2;1
251753;25175301;1;86;YARIS;2005;3;1500;1;2;1
251780;25178001;3;17;LUV;1999;4;99999;1;2;1
251791;25179101;3;72;CAANGO;2004;3;1600;2;2;1
251812;25181201;2;123;SCOOTER;2012;1;125;1;2;1
251820;25182001;1;65;3008;2011;1;2000;1;2;1
251832;25183201;3;17;LUV;2000;4;2200;1;2;1
251911;25191101;1;17;SPARK;2007;2;800;1;2;1
251921;25192101;3;37;SANTAMO;2001;4;99999;1;2;1
251951;25195101;2;999;NO SABE;2000;4;99999;1;2;1
251973;25197301;1;45;CERATO;2010;1;1600;1;2;1
252002;25200201;1;86;COROLLA;1978;5;1200;1;1;1
252060;25206001;1;45;CERATTO;2013;9;99999;1;2;1
252110;25211001;1;17;CORSA;2002;3;1600;1;2;1
252172;25217201;1;37;ACCENT;2002;3;99999;1;2;1
252202;25220201;3;17;LUV;1992;5;1600;1;2;1
252220;25222001;1;61;SENTRA;9998;9;99998;1;1;1
252271;25227101;1;17;SPACK;2009;2;1100;1;2;1
252321;25232101;3;76;QQQ;2005;3;2800;1;2;1
252340;25234001;1;65;306;2008;2;1600;1;2;1
252360;25236001;1;61;TIIDA;2013;9;1600;1;2;1
252431;25243102;1;86;YARIS;9998;9;99998;1;1;1
252431;25243101;3;17;LUV;9998;9;99998;1;1;1
252451;25245101;1;17;VIVANT;9999;9;1600;1;1;1
252493;25249301;1;83;SUBURBANO;2003;3;2000;1;2;1
252511;25251101;1;65;406;9999;9;99999;1;1;1
252523;25252301;1;45;AVELLA2;2002;3;1500;1;2;1
252533;25253301;1;54;626;2007;2;1800;1;2;1
252541;25254103;1;17;SPARK;2011;1;1000;1;2;1
252541;25254101;1;29;PALIO;1997;4;1300;1;2;1
252541;25254102;1;45;SOUL;2009;2;1600;1;2;1
252553;25255301;1;17;CORSA;2003;3;1600;1;2;1
252563;25256301;1;17;AVEO;2011;1;1400;1;2;1
252573;25257301;1;29;PALIO;2006;3;99999;1;2;1
252581;25258101;3;17;LUV;1998;4;1800;1;2;1
252600;25260001;1;17;CORSA;1998;4;99999;1;2;1
252610;25261001;1;45;MORNING;2005;3;1100;1;2;1
252622;25262201;1;65;206;2006;3;1400;1;2;1
252651;25265101;2;132;RK-3;9998;9;99998;1;1;1
252682;25268201;1;65;307;2008;2;2000;1;2;1
252722;25272201;2;0;NO SABE;2000;4;125;1;2;1
252760;25276001;1;17;AVEO;9999;9;99999;1;1;1
252772;25277202;1;66;GRAND MOUTH;1991;5;3300;1;1;1
252772;25277201;1;61;TIIDA;2010;1;1600;1;2;1
252782;25278201;1;36;ARCORD;1992;5;2000;1;1;1
252792;25279201;1;72;MEGANE;2007;2;99999;1;2;1
252812;25281201;3;30;RANGER;1999;4;99999;1;2;1
252851;25285101;1;86;YARIS;2013;9;1500;1;2;1
252890;25289001;3;61;TERRANO;2011;1;2500;2;2;1
252942;25294201;2;123;NO SABE;2009;2;250;1;2;1
252981;25298101;3;17;LUV;1997;4;2300;1;2;1
253001;25300101;1;83;IMPRESA;1995;5;1600;1;2;1
253011;25301101;1;17;SPARK;2012;1;99999;1;2;1
253091;25309101;1;75;C535;2013;9;1600;1;2;1
253120;25312001;1;86;YARIS;2005;3;1600;1;2;1
253143;25314301;1;22;RACER;1993;5;1500;1;2;1
253152;25315201;1;54;3;2012;1;1600;1;2;1
253152;25315202;1;19;C3;2013;9;1600;1;2;1
253171;25317102;1;17;SPARK;2010;1;1300;1;2;1
253171;25317101;1;37;ACCET;2000;4;1800;1;2;1
253181;25318101;1;86;COROLLA;2008;2;1600;1;2;1
253181;25318102;1;72;CLIO;2004;3;1600;1;2;1
253220;25322001;1;45;SOUL;2011;1;99999;1;2;1
253231;25323101;1;45;POP;1997;4;1100;1;2;1
253301;25330101;1;37;ACCENT;2008;2;1400;1;2;1
253342;25334201;3;61;NO SABE;1996;5;2000;1;2;1
253350;25335001;1;17;MONZA;1992;5;1800;1;1;1
253362;25336201;1;17;CORSA;2010;1;1600;1;2;1
253370;25337001;1;37;ACCENT;2011;1;1600;1;2;1
253401;25340101;1;19;AX;2000;4;99999;1;2;1
253411;25341101;1;45;RIO;2008;2;1400;1;2;1
253442;25344201;1;84;MARUTI;1997;4;850;1;2;1
253463;25346301;1;61;V16;1998;4;1600;1;2;1
253471;25347101;1;17;SPAIK;2006;3;1000;1;2;1
253521;25352101;1;45;RIO;2011;1;1400;1;2;1
253553;25355301;1;84;IGNIS;2008;2;1300;1;2;1
253571;25357101;1;72;LOGAN;2010;1;1600;1;2;1
253571;25357102;3;65;PARTNER;2002;3;1800;1;2;1
253652;25365201;1;37;EXCELL;1996;5;99999;1;2;1
253710;25371001;1;17;GENESIS;9998;9;99998;1;2;1
253730;25373001;1;17;CHEVETTE;9998;9;9998;1;2;1
253803;25380301;1;45;MORNING;2008;2;1100;1;2;1
253831;25383101;1;37;ACCENT;2000;4;1600;1;2;1
253851;25385101;1;29;PALIO;2003;3;1300;1;2;1
253881;25388101;1;17;CORSA;2006;3;1600;1;2;1
253881;25388102;1;61;MARCH;2013;9;99999;1;2;1
253892;25389201;1;19;ZX;1991;5;99999;1;1;1
253900;25390001;1;17;SAIL;2000;4;1400;1;2;1
253930;25393001;1;17;SPARK;2011;1;800;1;2;1
253952;25395201;1;45;RIO;1989;5;1500;1;1;1
253961;25396101;1;17;SAIL;2013;9;99998;1;2;1
253983;25398301;2;123;;9999;9;99999;1;1;1
254000;25400001;1;37;ACCENT;2005;3;1600;1;2;1
254010;25401001;1;17;SPARK GT;2011;1;1200;1;2;1
254020;25402001;1;37;MATRIX;2010;1;99999;1;2;1
254090;25409001;1;17;CRUZE;2011;1;1800;1;2;1
254122;25412201;2;157;EN125;2011;1;125;1;2;1
254152;25415201;1;61;V16;1996;5;1600;1;2;1
254191;25419101;1;22;ESPERO;9999;9;99999;1;1;1
254223;25422302;1;29;PUNTO;2010;1;1400;1;2;1
254223;25422301;3;29;FIORINO;9999;9;99999;1;1;1
254270;25427001;1;72;CLIO;2006;3;1600;1;2;1
254301;25430101;1;30;CONTOUR;1999;4;2000;1;2;1
254311;25431101;1;17;SPARK;2011;1;1300;1;2;1
254392;25439201;1;61;V16;2007;2;1600;1;2;1
254400;25440001;1;17;GEMINIS;1990;5;1500;1;2;1
254411;25441101;3;17;BERLINGO;2006;3;1900;2;2;1
254430;25443002;1;17;CORSA;2008;2;1600;1;2;1
254430;25443001;1;22;ESPERO;1998;4;2000;1;2;1
254440;25444001;1;29;PUNTO;2011;1;99999;1;2;1
254481;25448101;1;22;RACER;1995;5;1600;1;2;1
254502;25450201;1;17;CORSA;2003;3;1600;1;2;1
254520;25452001;1;17;CHEVY;2008;2;1600;1;2;1
254630;25463001;3;19;C15;2000;4;1700;2;2;1
254641;25464101;1;17;SPAKT;2012;1;800;1;2;1
254661;25466101;1;61;TIIDA;9999;9;99999;1;1;1
254681;25468101;1;16;FULWIN;9998;9;99998;1;1;1
254732;25473201;3;17;C10;1984;5;1200;1;1;1
254812;25481201;3;61;TERRANO;9999;9;99999;1;1;1
254841;25484101;1;45;CLARUS;2000;4;99999;1;2;1
254862;25486201;1;45;SOUL;9999;9;99999;1;1;1
254870;25487001;1;65;PARTNER;1998;4;1600;1;2;1
254900;25490001;1;86;YARIS;2000;4;1500;1;2;1
254920;25492001;1;54;3;2010;1;1600;1;2;1
254930;25493001;1;17;SPARK;2011;1;800;1;2;1
254970;25497001;1;17;AVEO;2010;1;1400;1;2;1
254981;25498101;1;45;RIO;2005;3;1400;1;2;1
254991;25499101;3;0;RICH;2013;9;2500;2;2;1
255021;25502101;1;29;PALIO;2002;3;1300;1;2;1
255031;25503101;3;999;NO SABE;9998;9;99999;1;1;1
255140;25514001;1;86;YARIS;2002;3;1500;1;2;1
255140;25514002;2;0;SCOOTER;2010;1;125;1;2;1
255171;25517101;1;61;V16;1995;5;1600;1;2;1
255191;25519101;1;37;ACCENT;1997;4;99998;1;2;1
255211;25521101;1;45;MORNING;2006;3;99999;1;2;1
255222;25522201;1;45;MORNING;2008;2;1300;1;2;1
255250;25525001;1;37;ACCENT;2007;2;1600;1;2;1
255282;25528201;1;22;LANOS;1998;4;1600;1;2;1
255302;25530201;1;37;ACCENT;2012;1;1400;1;2;1
255321;25532102;3;65;PARTNER;2006;3;1900;2;2;1
255321;25532103;1;45;NEW SPORTAGE;2013;9;2000;1;2;1
255321;25532101;1;37;GETZ;2007;2;1400;1;2;1
255340;25534001;1;65;206;2005;3;1400;1;2;1
255353;25535301;1;17;SPARK;2010;1;1000;1;2;1
255380;25538001;1;37;EXCELL;1998;4;99999;1;2;1
255402;25540201;1;61;PRIMERA;2000;4;2000;1;2;1
255411;25541101;1;17;AVEO;2010;1;1300;1;2;1
255412;25541201;1;87;VENTO;1998;4;1800;1;2;1
255431;25543101;2;123;PASSION;2006;3;100;1;2;1
255462;25546201;1;84;MARUTI;1992;5;99999;1;1;1
255491;25549101;1;37;ACCENT;1966;5;1500;1;1;1
255501;25550101;1;17;SPARK;2012;1;99999;1;2;1
255512;25551201;1;17;MONZA;1992;5;1800;1;2;1
255532;25553201;1;65;206;2008;2;1400;1;2;1
255532;25553202;3;37;SANTA FE;2011;1;99999;2;2;1
255581;25558101;1;54;323;1993;5;1600;1;2;1
255592;25559201;1;37;SANTAMO;2000;4;2000;1;2;1
255600;25560001;1;22;POINTER;1998;4;1500;1;2;1
255630;25563001;3;65;PARTNER;9999;9;1900;1;1;1
255672;25567201;3;29;FIORINO;2010;1;99999;1;2;1
255692;25569201;1;0;VENTO;1998;4;1800;1;2;1
255721;25572101;1;17;OPTRA;2012;1;99999;1;2;1
255731;25573101;1;33;NO SABE;2011;1;1500;1;2;1
255761;25576102;1;22;HEAVEN;1995;5;99999;1;2;1
255761;25576101;3;17;C10;1981;5;2500;1;1;1
255783;25578301;1;46;SAMARA;9999;9;1500;1;2;1
255810;25581001;3;17;LUV;1998;4;99998;1;2;1
255833;25583301;1;37;ACCENT;2009;2;99999;2;2;1
255851;25585101;1;17;SPARK;2008;2;99999;1;2;1
255860;25586001;2;171;125;2011;1;125;1;2;1
255873;25587301;3;17;COMBO;2004;3;1700;1;2;1
255883;25588301;2;123;125;2011;1;125;1;2;1
255890;25589001;1;84;ALTO;2011;1;1000;1;2;1
255901;25590101;1;17;NO SABE;1998;4;99999;1;2;1
255922;25592201;2;123;XX;2008;2;250;1;2;1
255962;25596201;3;17;LUV;1993;5;2600;1;2;1
255982;25598201;1;19;VISA;1980;5;800;1;1;1
255992;25599202;1;61;V16;1995;5;1800;1;2;1
255992;25599201;2;0;SUMO;9999;9;250;1;1;1
255992;25599203;1;50;LIFAN;2012;1;99999;1;2;1
256012;25601201;1;87;VENTO;1997;4;1600;1;2;2
256063;25606301;1;65;207;2012;1;1600;1;2;1
256141;25614101;1;37;ACCENT;9998;9;99998;1;1;1
256202;25620202;3;65;PARTNER;2005;3;99999;2;2;1
256202;25620201;5;84;JK;9999;9;99999;2;1;1
256212;25621201;1;17;AVEO;2009;2;1400;1;2;1
256260;25626001;1;65;206;2005;3;99999;1;2;1
256291;25629101;1;65;505;1986;5;99999;1;1;1
256322;25632202;1;16;FACE;2012;1;1300;1;2;1
256322;25632201;1;29;SIENA;9999;9;1300;1;1;1
256340;25634001;1;45;CERATO;2010;1;1400;1;2;1
256353;25635301;1;29;PUNTO;2000;4;99999;1;2;1
256362;25636201;1;45;MORNING;2010;1;1600;1;2;1
256382;25638201;3;84;VITARA;1998;4;1600;1;2;1
256392;25639201;1;17;SPARK;2010;1;1000;1;2;1
256403;25640301;3;17;LUV;2010;1;2300;1;2;4
256430;25643002;3;17;LUV;2009;2;99999;1;2;1
256430;25643001;3;45;COMBO;2006;3;99999;1;2;1
256441;25644101;1;37;ACCENT;2002;3;99999;1;2;1
256452;25645201;2;0;UM;9999;9;250;1;1;1
256471;25647101;1;17;CORSA;2009;2;1600;1;2;1
256490;25649001;1;17;CORSSA;2006;3;1600;1;2;1
256511;25651101;1;72;EXPRESS;1998;4;1900;1;2;1
256530;25653001;1;37;ELANTRA;1999;4;1600;1;2;1
256541;25654101;1;29;FIORINO;1996;5;1600;1;2;1
256551;25655101;5;84;APV;2007;2;1600;1;2;1
256581;25658101;1;13;F0;2013;9;1100;1;2;1
256612;25661201;1;17;CORSA;2012;1;1600;1;2;1
256622;25662201;1;17;CORSA;2007;2;1300;1;2;1
256631;25663101;1;84;IGNIS;2005;3;1300;1;2;1
256650;25665001;2;0;;2004;3;250;1;2;1
256673;25667301;1;29;GRANDE PUNTO;2011;1;1600;1;2;1
256673;25667302;2;0;MADASS;2013;9;250;1;2;1
256690;25669001;1;61;V16;1999;4;1600;1;2;1
256723;25672301;1;83;IMPREZA;1997;4;1600;1;2;1
256731;25673101;1;17;NO SABE;9999;9;99999;1;1;1
256741;25674101;1;86;YARIS;2004;3;1600;1;2;1
256761;25676101;1;86;YARIS;2004;3;99998;1;2;1
256772;25677202;3;17;LUV;2009;2;99999;1;2;1
256772;25677203;1;84;CELERIO;2010;1;99999;1;2;1
256772;25677201;1;45;MORNING;2012;1;1300;1;2;1
256803;25680301;1;37;ELANTRA;2003;3;1800;1;2;1
256851;25685101;1;23;TERIOS;2008;2;1500;1;2;1
256890;25689001;5;59;L300;1998;4;2000;1;2;1
256903;25690301;1;16;IQ;2012;1;1100;1;2;1
256903;25690302;1;37;ACCENT;2012;1;1400;1;2;1
256913;25691301;1;17;AVEO;2011;1;1400;1;2;1
256913;25691302;1;17;CAVALIER;1996;5;2400;1;2;1
256923;25692302;1;17;VIVANT;2007;2;1700;1;2;1
256923;25692301;1;65;PARTNER;2009;2;1300;1;2;1
256952;25695201;1;86;YARIS;2005;3;99999;1;2;1
256982;25698201;1;84;BALENO;9999;9;99999;1;1;1
257000;25700001;1;37;SANTAMO;9998;9;99998;1;2;1
