Viaje;DistEuclidiana;DistManhattan;Imputada
1161810104;-1;-1;0
1161810105;-1;-1;0
1161900101;6457;8839;0
1161900102;6457;8839;0
1161900103;6226;8611;0
1161900104;6226;8611;0
1161900201;12834;13018;0
1161900202;12834;13018;0
1162030101;3040;4224;0
1162030102;3040;4224;0
1162030103;3196;4489;0
1162030104;3196;4489;0
1162100101;159;-1;1
1162100102;145;-1;1
1162100103;184;-1;1
1162100104;400;-1;1
1162100201;2139;2907;0
1162100202;2139;2907;0
1162100203;431;-1;1
1162100204;125;-1;1
1162100301;10463;13963;0
1162100302;10463;13963;0
1162200101;7918;10723;0
1162200102;7918;10723;0
1162330101;11291;13115;0
1162330102;11290;13114;0
1162330201;19911;24221;0
1162330202;19910;24220;0
1162330301;6540;6795;0
1162330302;6540;6794;0
1162400101;11795;12632;0
1162400102;11795;12632;0
1162400201;537;-1;1
1162400202;377;-1;1
1162400203;287;-1;1
1162400204;393;-1;1
1162400205;385;-1;1
1162400301;17581;23657;0
1162400302;17581;23657;0
1162400401;259;-1;1
1162400402;64;-1;1
1162400501;103;-1;1
1162400502;200;-1;1
1162530101;2471;2546;0
1162530102;3966;5259;0
1162530103;6316;7805;0
1162530201;443;-1;1
1162530202;722;-1;1
1162530301;-1;-1;0
1162530302;-1;-1;0
1162530303;15848;16094;0
1162530304;15848;16094;0
1162630101;125;176;0
1162630102;125;176;0
1162630103;321;451;0
1162630104;321;451;0
1162630201;125;176;0
1162630202;125;176;0
1162710101;576;803;0
1162710102;576;803;0
1162830101;1830;2167;0
1162830102;1830;2167;0
1162830103;99;139;0
1162830104;99;139;0
1162830201;1830;2167;0
1162830202;1830;2167;0
1162830203;99;139;0
1162830204;99;139;0
1162830301;1557;2119;0
1162830302;1557;2119;0
1162830401;6880;9380;0
1162830402;6880;9380;0
1162830403;266;297;0
1162830404;266;297;0
1162910101;14161;15739;0
1162910102;14161;15739;0
1163020101;-1;-1;0
1163020102;-1;-1;0
1163020201;-1;-1;0
1163020202;-1;-1;0
1163100201;-1;-1;0
1163100202;-1;-1;0
1163210101;3503;4631;0
1163210102;3503;4631;0
1163300101;9863;10031;0
1163300102;9861;10032;0
1163300201;9863;10031;0
1163300202;9861;10032;0
1163300301;9861;10032;0
1163300401;9861;10032;0
1163410101;465;627;0
1163410102;465;627;0
1163410201;465;627;0
1163410202;465;627;0
1163410301;-1;-1;0
1163410302;-1;-1;0
1163410401;1417;1470;0
1163410402;1417;1470;0
1163410403;-1;-1;0
1163410404;-1;-1;0
1163410501;-1;-1;0
1163410502;-1;-1;0
1163410601;-1;-1;0
1163410602;-1;-1;0
1163410701;-1;-1;0
1163410702;-1;-1;0
1163410801;1393;1448;0
1163410802;1393;1448;0
1163500101;8172;10973;0
1163500102;8172;10973;0
1163500201;10153;13039;0
1163500202;10153;13039;0
1163500301;582;-1;1
1163500302;326;-1;1
1163500303;651;-1;1
1163500304;137;-1;1
1163500305;278;-1;1
1163500306;150;-1;1
1163500401;12013;16266;0
1163500402;12013;16266;0
1163500501;709;-1;1
1163500502;583;-1;1
1163500601;581;-1;1
1163500602;152;-1;1
1163630101;10856;11745;0
1163630102;10856;11745;0
1163630201;10856;11745;0
1163630202;10856;11745;0
1163630301;8763;11352;0
1163630302;8763;11352;0
1163630401;181;-1;1
1163630402;285;-1;1
1163630403;131;-1;1
1163630404;171;-1;1
1163630405;270;360;0
1163630406;270;360;0
1163630501;1470;2063;0
1163630502;1470;2063;0
1163630601;1687;2169;0
1163630602;1687;2169;0
1163630701;437;-1;1
1163630702;434;-1;1
1163630703;270;360;0
1163630704;270;360;0
1163630705;1259;1643;0
1163630706;1259;1643;0
1163700201;1051;1484;0
1163700202;1051;1484;0
1163700203;1051;1484;0
1163700204;875;1209;0
1163700205;370;-1;1
1163700301;1051;1484;0
1163700302;875;1209;0
1163700303;423;-1;1
1163700401;1051;1484;0
1163700402;875;1209;0
1163700403;194;-1;1
1163800101;9449;11713;0
1163800102;9449;11713;0
1163800201;4153;5579;0
1163800202;4153;5579;0
1163800301;3628;4713;0
1163800302;3628;4713;0
1163800303;262;-1;1
1163800304;85;-1;1
1163800401;10484;14463;0
1163800402;10484;14463;0
1163800501;21221;29326;0
1163800502;21221;29326;0
1163910101;-1;-1;0
1163910102;-1;-1;0
1164020101;4163;5309;0
1164020102;4163;5309;0
1164020201;618;638;0
1164020202;618;638;0
1164020301;5085;7164;0
1164020302;5085;7164;0
1164020401;5085;7164;0
1164020402;5085;7164;0
1164130101;735;961;0
1164130102;735;961;0
1164210201;3725;4749;0
1164210202;3725;4749;0
1164210301;6639;9367;0
1164300101;10713;14210;0
1164300102;8078;10060;0
1164300103;2924;4133;0
1164300104;2373;3133;0
1164300105;2373;3133;0
1164300201;10713;14210;0
1164300202;8078;10060;0
1164300203;2924;4133;0
1164300301;16846;22110;0
1164300302;16845;22093;0
1164300303;12893;15247;0
1164300304;12893;15247;0
1164300401;10713;14210;0
1164300402;8078;10060;0
1164300403;2924;4133;0
1164300501;-1;-1;0
1164300502;-1;-1;0
1164410101;15236;16836;0
1164410102;114;-1;1
1164410103;78;-1;1
1164410104;133;-1;1
1164410105;15236;16836;0
1164500301;13842;15399;0
1164500302;13842;15399;0
1164600201;13356;15656;0
1164600202;13356;15656;0
1164830101;7754;9296;0
1164830102;7754;9296;0
1164830201;12653;13017;0
1164830202;12653;13017;0
1164830203;107;151;0
1164830204;107;151;0
1164830301;99;136;0
1164830302;99;136;0
1164830303;-1;-1;0
1164830304;-1;-1;0
1164830401;3146;4417;0
1164830402;3146;4417;0
1164830501;145;-1;1
1164830502;323;-1;1
1164830601;237;-1;1
1164830602;410;-1;1
1164830701;823;907;0
1164830702;823;907;0
1164900201;5309;7483;0
1164900202;5309;7483;0
1165000201;9950;11469;0
1165000202;9950;11469;0
1165100101;22336;30167;0
1165100102;22336;30168;0
1165100301;405;-1;1
1165100302;474;-1;1
1165210101;-1;-1;0
1165210102;-1;-1;0
1165210201;11179;15720;0
1165210202;11179;15720;0
1165210301;14592;16702;0
1165210302;14592;16702;0
1165210303;-1;-1;0
1165210304;-1;-1;0
1165300101;10428;11183;0
1165300102;10428;11183;0
1165300201;10988;15535;0
1165400101;15703;21235;0
1165400102;15703;21235;0
1165400201;1965;2606;0
1165400202;1965;2606;0
1165400301;3007;3271;0
1165400302;3007;3271;0
1165400401;3007;3271;0
1165400402;3007;3271;0
1165520101;-1;-1;0
1165520102;-1;-1;0
1165520103;-1;-1;0
1165520104;-1;-1;0
1165520201;-1;-1;0
1165520202;-1;-1;0
1165520203;-1;-1;0
1165520204;-1;-1;0
1165520205;-1;-1;0
1165520206;-1;-1;0
1165520207;1892;2672;0
1165520208;1892;2672;0
1165520301;18560;24269;0
1165520302;15965;21605;0
1165520303;3076;3439;0
1165520304;16422;20089;0
1165520305;16422;20089;0
1165520401;1892;2672;0
1165520402;-1;-1;0
1165520403;1892;2672;0
1165520501;-1;-1;0
1165520502;-1;-1;0
1165610101;-1;-1;0
1165610102;-1;-1;0
1165700101;-1;-1;0
1165700102;76505;78839;0
1165700201;-1;-1;0
1165700301;-1;-1;0
1165700401;4698;5906;0
1165810101;5810;8212;0
1165810102;5810;8212;0
1165900101;-1;-1;0
1165900102;-1;-1;0
1166030101;18088;23381;0
1166030102;18088;23381;0
1166030201;1368;1819;0
1166030202;1368;1819;0
1166030203;2257;3169;0
1166030204;2257;3169;0
1166110101;362;362;0
1166110102;239;263;0
1166110201;1340;1895;0
1166110202;1273;1796;0
1166110301;8555;11233;0
1166110302;8430;11082;0
1166110303;378;-1;1
1166110304;225;-1;1
1166110501;473;-1;1
1166110502;342;-1;1
1166230101;14817;20207;0
1166230102;14817;20207;0
1166230201;20209;26709;0
1166230202;20209;26709;0
1166230301;814;1126;0
1166230302;814;1126;0
1166310101;-1;-1;0
1166310102;-1;-1;0
1166310103;-1;-1;0
1166310201;16576;18934;0
1166310202;16576;18934;0
1166310301;13607;16483;0
1166310302;13607;16483;0
1166310501;18201;25075;0
1166310502;7537;10063;0
1166310503;12497;15012;0
1166310601;12279;17128;0
1166310602;10274;14435;0
1166310603;2088;2692;0
1166310701;-1;-1;0
1166310702;-1;-1;0
1166410101;-1;-1;0
1166410102;-1;-1;0
1166410301;-1;-1;0
1166410302;-1;-1;0
1166500101;13025;16168;0
1166500102;13025;16168;0
1166500301;14055;15128;0
1166500302;14055;15128;0
1166500401;15075;19859;0
1166500402;15075;19859;0
1166500501;404;-1;1
1166500502;341;-1;1
1166500601;226;-1;1
1166500602;380;-1;1
1166600101;13072;17885;0
1166600102;13072;17885;0
1166600301;-1;-1;0
1166600302;-1;-1;0
1166600303;2537;2704;0
1166600304;-1;-1;0
1166600305;-1;-1;0
1166600401;-1;-1;0
1166600402;-1;-1;0
1166600501;-1;-1;0
1166600502;-1;-1;0
1166600601;-1;-1;0
1166600602;-1;-1;0
1166700101;7056;8091;0
1166700102;7056;8091;0
1166700201;-1;-1;0
1166700202;-1;-1;0
1166700301;16706;23130;0
1166700302;9101;9482;0
1166700303;14362;14427;0
1166700401;6149;7004;0
1166700402;6149;7004;0
1166700701;5494;6214;0
1166700702;5494;6214;0
1166700801;4148;5844;0
1166700802;4148;5844;0
1166700901;5901;7708;0
1166700902;5901;7708;0
1166810101;756;937;0
1166810102;800;996;0
1166810301;186;256;0
1166810302;230;315;0
1166810303;141;-1;1
1166810304;252;-1;1
1166930101;14023;17818;0
1166930102;14023;17818;0
1166930201;186;256;0
1166930202;186;256;0
1166930203;186;256;0
1166930204;186;256;0
1166930301;186;256;0
1166930302;186;256;0
1166930401;186;256;0
1166930402;186;256;0
1167000101;566;581;0
1167000102;566;581;0
1167110101;4899;5930;0
1167110102;4899;5930;0
1167110201;4899;5930;0
1167110202;4899;5930;0
1167230101;84;-1;1
1167230102;542;-1;1
1167230103;373;-1;1
1167230104;282;-1;1
1167230105;301;391;0
1167230106;301;391;0
1167310101;-1;-1;0
1167310102;-1;-1;0
1167310201;219;296;0
1167310202;219;296;0
1167310301;242;341;0
1167310302;242;341;0
1167310401;219;296;0
1167310402;219;296;0
1167430101;-1;-1;0
1167430102;-1;-1;0
1167610101;-1;-1;0
1167610102;-1;-1;0
1167610201;-1;-1;0
1167610202;-1;-1;0
1167610301;6432;6544;0
1167610302;6432;6544;0
1167610401;-1;-1;0
1167610402;-1;-1;0
1167610501;-1;-1;0
1167610502;-1;-1;0
1167720101;658;857;0
1167720102;658;857;0
1167720103;658;857;0
1167720104;658;857;0
1167800101;416;-1;1
1167800102;253;-1;1
1167800103;79;-1;1
1167800104;292;-1;1
1167800201;18386;24479;0
1167800202;18386;24479;0
1167900101;423;462;0
1167900102;423;462;0
1167900103;423;462;0
1167900104;423;462;0
1167900201;139;185;0
1167900202;139;185;0
1167900301;483;661;0
1167900302;483;661;0
1167900401;483;661;0
1167900402;483;661;0
1167900403;604;-1;1
1167900404;203;-1;1
1167900501;423;462;0
1167900502;423;462;0
1168030101;-1;-1;0
1168030102;-1;-1;0
1168030103;-1;-1;0
1168030104;-1;-1;0
1168110101;-1;-1;0
1168110102;-1;-1;0
1168110201;-1;-1;0
1168110202;-1;-1;0
1168110301;-1;-1;0
1168110302;-1;-1;0
1168110303;-1;-1;0
1168110304;-1;-1;0
1168230101;7982;11028;0
1168230102;7982;11028;0
1168230103;2094;2814;0
1168230104;2094;2814;0
1168230201;2094;2814;0
1168230202;2094;2814;0
1168230203;2094;2814;0
1168230204;2094;2814;0
1168230401;2094;2814;0
1168230402;2094;2814;0
1168400101;3631;4682;0
1168400102;3607;4661;0
1168400201;3644;4697;0
1168400202;3621;4675;0
1168400301;28;33;0
1168400401;3636;4680;0
1168400402;3613;4659;0
1168400501;28;33;0
1168510101;-1;-1;0
1168510102;-1;-1;0
1168510201;1837;2544;0
1168510202;1190;1519;0
1168510203;996;1312;0
1168510204;996;1312;0
1168510401;-1;-1;0
1168510402;-1;-1;0
1168510501;-1;-1;0
1168510502;-1;-1;0
1168600101;1682;1947;0
1168600102;1682;1947;0
1168600103;12915;15382;0
1168600201;14158;17313;0
1168600202;14158;17313;0
1168600301;6494;9164;0
1168600302;-1;-1;0
1168730101;199;218;0
1168730102;-1;-1;0
1168730103;-1;-1;0
1168730104;286;-1;1
1168730105;97;-1;1
1168730201;452;540;0
1168730202;452;540;0
1168730301;13526;15507;0
1168730302;13526;15507;0
1168730401;452;540;0
1168730402;452;540;0
1168830201;10586;11302;0
1168830202;10586;11302;0
1168830203;548;-1;1
1168830204;301;-1;1
1168830301;4248;4250;0
1168830302;4248;4250;0
1168830303;1975;2696;0
1168830304;1975;2696;0
1168830401;10586;11302;0
1168830402;10586;11302;0
1168830501;266;-1;1
1168830502;395;-1;1
1168920101;18083;21701;0
1168920102;18083;21701;0
1168920201;13204;14070;0
1168920202;13204;14070;0
1168920301;13204;14070;0
1168920302;13204;14070;0
1168920401;11041;15592;0
1168920402;382;384;0
1168920403;11327;15972;0
1169010101;16095;19691;0
1169010102;16095;19691;0
1169010103;725;-1;1
1169010104;307;-1;1
1169010201;4426;5369;0
1169010202;4426;5369;0
1169100101;837;1168;0
1169100102;837;1168;0
1169100201;777;1056;0
1169100202;777;1056;0
1169100301;-1;-1;0
1169100302;-1;-1;0
1169100401;-1;-1;0
1169100402;-1;-1;0
1169210101;7703;8600;0
1169210102;7703;8600;0
1169210201;388;-1;1
1169210202;383;-1;1
1169210301;21973;23615;0
1169210302;21973;23615;0
1169210401;12757;14296;0
1169210402;12757;14296;0
1169320101;787;886;0
1169320102;787;887;0
1169320103;91;106;0
1169410101;20087;22235;0
1169410102;20087;22235;0
1169520101;2244;2461;0
1169520102;2246;2461;0
1169520103;747;1012;0
1169520104;747;1012;0
1169520105;-1;-1;0
1169520106;-1;-1;0
1169520107;14740;17586;0
1169520201;2244;2461;0
1169520202;2246;2461;0
1169520203;747;1012;0
1169520204;747;1012;0
1169520205;2246;2461;0
1169520301;4290;4585;0
1169520302;4293;4585;0
1169520401;2244;2461;0
1169520402;2246;2461;0
1169520501;2244;2461;0
1169520502;2246;2461;0
1169610101;11057;13029;0
1169610102;11057;13030;0
1169610201;555;-1;1
1169610202;43;-1;1
1169700101;2424;3427;0
1169700102;16127;20284;0
1169700103;14035;16857;0
1169800101;-1;-1;0
1169800102;-1;-1;0
1169930201;252;-1;1
1169930202;133;-1;1
1170100101;10324;12951;0
1170100102;10324;12951;0
1170100201;8555;11859;0
1170100202;8555;11859;0
1170100301;8555;11857;0
1170100302;8555;11857;0
1170230101;1421;1946;0
1170230102;1421;1946;0
1170230103;3365;4534;0
1170230104;3365;4534;0
1170230201;1421;1946;0
1170230202;1421;1946;0
1170230301;3365;4534;0
1170230302;3365;4534;0
1170230401;3365;4534;0
1170230402;3365;4534;0
1170330101;3010;4177;0
1170330102;-1;-1;0
1170330103;-1;-1;0
1170330104;3010;4177;0
1170330105;1144;1193;0
1170330106;1144;1193;0
1170330201;15447;20089;0
1170330202;15447;20089;0
1170330203;917;1252;0
1170330204;917;1252;0
1170330301;-1;-1;0
1170330302;-1;-1;0
1170330401;8081;10358;0
1170330402;8081;10358;0
1170330501;-1;-1;0
1170330502;-1;-1;0
1170400101;11919;14233;0
1170400102;-1;-1;0
1170400103;11919;14233;0
1170400201;1928;2693;0
1170400202;10161;11097;0
1170400203;11532;13791;0
1170530101;2559;3618;0
1170530102;2559;3618;0
1170530103;-1;-1;0
1170530104;-1;-1;0
1170530105;12889;13435;0
1170530106;14917;17052;0
1170530107;2559;3618;0
1170530108;2559;3618;0
1170530201;9943;13980;0
1170530202;9943;13980;0
1170530301;261;362;0
1170530302;261;362;0
1170530401;819;1114;0
1170530402;819;1114;0
1170600101;514;629;0
1170600102;514;629;0
1170600201;13696;14029;0
1170600202;13696;14029;0
1170600301;1846;2251;0
1170600302;1846;2251;0
1170600401;1801;1956;0
1170600402;1801;1956;0
1170730101;10716;13871;0
1170730102;10716;13871;0
1170730103;1546;1658;0
1170730104;1546;1658;0
1170730201;10716;13871;0
1170730202;10716;13871;0
1170730301;10716;13871;0
1170730302;10716;13871;0
1170810101;17062;22325;0
1170810102;17062;22325;0
1170810201;21809;23868;0
1170810202;21809;23868;0
1170810301;16370;20872;0
1170810302;16370;20872;0
1170810401;430;602;0
1170810402;430;602;0
1170810501;123;162;0
1170810502;123;162;0
1170900101;1159;1527;0
1170900102;1159;1527;0
1170900201;2087;2837;0
1170900202;2087;2837;0
1170900301;1159;1527;0
1170900302;1159;1527;0
1170900303;2003;2823;0
1170900304;2003;2823;0
1171010101;-1;-1;0
1171010102;-1;-1;0
1171010301;22394;30508;0
1171010302;22394;30508;0
1171010401;-1;-1;0
1171010402;-1;-1;0
1171110101;16114;16979;0
1171110102;16114;16979;0
1171110201;-1;-1;0
1171110202;-1;-1;0
1171110301;6355;7161;0
1171110302;6355;7161;0
1171110401;13923;14016;0
1171110402;13923;14016;0
1171200101;12630;13191;0
1171200102;12630;13191;0
1171200201;2489;3521;0
1171200202;2489;3521;0
1171200203;537;-1;1
1171200204;579;-1;1
1171310101;10464;14604;0
1171310102;10464;14604;0
1171310301;1664;2241;0
1171310302;1664;2241;0
1171310401;6233;7761;0
1171310402;6233;7761;0
1171420101;131;182;0
1171420102;138;191;0
1171420201;10675;14885;0
1171420202;10668;14876;0
1171530101;766;1049;0
1171530102;759;1040;0
1171530201;2091;2776;0
1171530202;2094;2776;0
1171620101;3338;4685;0
1171620102;4674;5638;0
1171620103;4483;6218;0
1171620201;1531;2038;0
1171620202;4752;6719;0
1171620203;4748;6713;0
1171620204;1532;2032;0
1171620301;1531;2038;0
1171620302;1531;2038;0
1171700101;-1;-1;0
1171700102;-1;-1;0
1171830101;14877;16080;0
1171830102;14877;16080;0
1171830201;4097;5667;0
1171830202;4097;5667;0
1171900101;9340;11139;0
1171900102;9340;11139;0
1171900201;10691;12668;0
1171900202;10691;12668;0
1171900301;9340;11139;0
1171900302;9340;11139;0
1172010101;120;146;0
1172010102;120;146;0
1172010201;12547;13527;0
1172010202;4752;6704;0
1172010203;4306;5621;0
1172010204;13995;14610;0
1172010301;19959;26872;0
1172130101;-1;-1;0
1172130102;-1;-1;0
1172130103;-1;-1;0
1172130104;-1;-1;0
1172130201;-1;-1;0
1172130202;-1;-1;0
1172130203;323;343;0
1172130204;323;343;0
1172130301;16700;21597;0
1172130302;16700;21597;0
1172210201;16072;16994;0
1172210202;16072;16994;0
1172210301;-1;-1;0
1172210302;-1;-1;0
1172210401;-1;-1;0
1172210402;-1;-1;0
1172320101;26413;36497;0
1172320102;26413;36497;0
1172430101;12133;17147;0
1172430102;12133;17147;0
1172430201;12368;14897;0
1172430202;12368;14897;0
1172430203;170;199;0
1172430204;170;199;0
1172430301;3043;4267;0
1172430302;3043;4267;0
1172430401;1514;2092;0
1172430402;1514;2092;0
1172430501;828;996;0
1172430502;828;996;0
1172500101;1259;1740;0
1172500102;1259;1740;0
1172500103;1259;1740;0
1172500104;1259;1740;0
1172500105;422;-1;1
1172500106;180;-1;1
1172500201;23134;23532;0
1172500202;23134;23532;0
1172500301;1259;1740;0
1172500302;1259;1740;0
1172500401;406;-1;1
1172500402;354;-1;1
1172610101;15759;16660;0
1172610102;15759;16660;0
1172610201;1284;1673;0
1172610202;1284;1673;0
1172610203;241;291;0
1172610204;241;291;0
1172610205;1284;1673;0
1172610206;1284;1673;0
1172610301;15667;16613;0
1172610302;15667;16613;0
1172610401;9675;13613;0
1172610501;252;355;0
1172610502;252;355;0
1172710101;145;-1;1
1172710102;295;-1;1
1172710103;707;-1;1
1172710104;131;-1;1
1172710105;690;-1;1
1172710106;730;-1;1
1172710301;590;-1;1
1172710302;318;-1;1
1172710401;13980;17482;0
1172710402;13980;17482;0
1172710501;137;-1;1
1172710502;528;-1;1
1172830101;1446;2030;0
1172830102;1446;2030;0
1172830201;12228;17057;0
1172830202;12228;17057;0
1172830301;7446;9130;0
1172830302;7446;9130;0
1172830401;3891;4788;0
1172830402;3891;4788;0
1172830501;1446;2030;0
1172830502;1446;2030;0
1172900101;17656;23876;0
1172900102;17656;23876;0
1172900201;1294;1607;0
1172900202;1294;1607;0
1173010101;2002;2829;0
1173010102;2002;2830;0
1173010201;4879;6129;0
1173010202;4879;6129;0
1173110101;19652;25607;0
1173110102;6779;9587;0
1173110103;13678;16020;0
1173110104;516;-1;1
1173110105;454;-1;1
1173110201;472;-1;1
1173110202;575;-1;1
1173110203;13678;16020;0
1173110204;13678;16020;0
1173110301;12535;16940;0
1173110302;12535;16940;0
1173110501;12760;17365;0
1173110502;12760;17365;0
1173200101;14408;15385;0
1173200102;14408;15385;0
1173200301;13575;13744;0
1173200302;13575;13744;0
1173200401;13575;13744;0
1173200402;13575;13744;0
1173300201;10167;11631;0
1173300202;10167;11631;0
1173300301;1115;1428;0
1173300302;1115;1428;0
1173300401;-1;-1;0
1173300402;-1;-1;0
1173300403;-1;-1;0
1173300404;-1;-1;0
1173410101;10662;13781;0
1173410102;8373;11710;0
1173410201;16463;19424;0
1173410202;13657;17353;0
1173410301;3799;5291;0
1173410302;3322;3421;0
1173530101;355;480;0
1173530102;355;480;0
1173620101;12354;14602;0
1173620102;12321;14557;0
1173620103;1123;1141;0
1173620104;1123;1141;0
1173620201;6227;7823;0
1173620202;6261;7867;0
1173620301;446;-1;1
1173620302;102;-1;1
1173620401;12354;14602;0
1173710101;1035;1079;0
1173710102;1035;1079;0
1173710201;606;-1;1
1173710202;201;-1;1
1173710301;15467;19097;0
1173710302;15467;19097;0
1173810201;-1;-1;0
1173810202;-1;-1;0
1174000201;-1;-1;0
1174000202;-1;-1;0
1174000401;-1;-1;0
1174000402;-1;-1;0
1174000501;38104;39744;0
1174000502;38104;39744;0
1174000601;-1;-1;0
1174000602;-1;-1;0
1174000701;-1;-1;0
1174000702;-1;-1;0
1174000801;-1;-1;0
1174000802;-1;-1;0
1174110101;-1;-1;0
1174110102;-1;-1;0
1174110201;-1;-1;0
1174110202;-1;-1;0
1174110203;-1;-1;0
1174110204;-1;-1;0
1174110301;-1;-1;0
1174110302;-1;-1;0
1174110303;-1;-1;0
1174110304;-1;-1;0
1174110401;-1;-1;0
1174110402;-1;-1;0
1174110501;27474;30579;0
1174110502;27474;30579;0
1174110601;-1;-1;0
1174110602;-1;-1;0
1174200101;4834;5296;0
1174200102;4834;5296;0
1174300101;14046;19638;0
1174300201;11235;15879;0
1174300202;11235;15879;0
1174300301;-1;-1;0
1174300302;-1;-1;0
1174300401;-1;-1;0
1174300402;-1;-1;0
1174300501;6770;9270;0
1174300502;6770;9270;0
1174410101;7350;9192;0
1174410102;7350;9192;0
1174410201;7333;9170;0
1174410202;7333;9170;0
1174410501;5130;6342;0
1174410502;5130;6342;0
1174510101;-1;-1;0
1174510102;-1;-1;0
1174510103;-1;-1;0
1174510201;-1;-1;0
1174510202;-1;-1;0
1174510203;-1;-1;0
1174510301;3309;4644;0
1174510302;3310;4645;0
1174600101;18585;19603;0
1174600102;18585;19603;0
1174600201;681;857;0
1174600202;681;857;0
1174600203;672;825;0
1174600204;672;825;0
1174600205;242;-1;1
1174600206;358;-1;1
1174600401;1326;1870;0
1174600402;1326;1870;0
1174600501;662;835;0
1174600502;662;835;0
1174720201;4100;5796;0
1174720202;4100;5796;0
1174720203;902;1089;0
1174720204;902;1089;0
1174720301;902;1094;0
1174720302;486;-1;1
1174720303;821;1127;0
1174720304;2849;3889;0
1174720305;2849;3889;0
1174720401;2090;2110;0
1174720402;2090;2110;0
1174720403;1093;1517;0
1174720404;1093;1517;0
1174910201;-1;-1;0
1174910202;-1;-1;0
1174910301;323;416;0
1174910302;323;416;0
1174910401;-1;-1;0
1174910402;-1;-1;0
1175020101;5788;8185;0
1175020102;5788;8185;0
1175100101;8055;10203;0
1175100102;8055;10203;0
1175100201;8187;11569;0
1175100202;8187;11569;0
1175210101;-1;-1;0
1175210102;-1;-1;0
1175210201;-1;-1;0
1175210202;-1;-1;0
1175300101;-1;-1;0
1175300102;-1;-1;0
1175300201;-1;-1;0
1175300202;-1;-1;0
1175400101;15093;17517;0
1175400102;15318;19015;0
1175400103;1664;1816;0
1175400201;-1;-1;0
1175400202;-1;-1;0
1175510101;-1;-1;0
1175510102;-1;-1;0
1175630101;19935;27342;0
1175630102;19996;27441;0
1175630201;806;1097;0
1175630202;373;454;0
1175630203;373;454;0
1175630204;866;1195;0
1175630205;206;-1;1
1175630206;497;-1;1
1175630301;188;-1;1
1175630302;592;-1;1
1175630401;806;1097;0
1175630402;866;1195;0
1175730101;15484;21451;0
1175730102;15426;21393;0
1175730201;3762;5168;0
1175730202;562;-1;1
1175730203;3972;5477;0
1175730204;578;-1;1
1175730205;664;-1;1
1175730301;333;-1;1
1175730302;698;-1;1
1175730401;701;709;0
1175730402;612;651;0
1175810101;15021;16771;0
1175810102;15042;16713;0
1175810201;4933;6379;0
1175810202;4932;6322;0
1175810203;41;-1;1
1175810204;472;-1;1
1175810301;3041;3154;0
1175810302;3077;3275;0
1175810401;193;219;0
1175810402;609;-1;1
1175900301;19422;26427;0
1175900302;19422;26427;0
1176010101;9557;9722;0
1176010102;9577;9744;0
1176010201;17914;19551;0
1176010202;17914;19551;0
1176010301;11035;11506;0
1176010302;11035;11506;0
1176010401;1240;1633;0
1176010402;1240;1633;0
1176130101;683;905;0
1176130102;683;905;0
1176130103;11823;12516;0
1176130104;11823;12516;0
1176130301;10993;12359;0
1176130302;10993;12359;0
1176210101;308;-1;1
1176210102;139;-1;1
1176210103;321;-1;1
1176210104;213;-1;1
1176210201;14054;15446;0
1176210202;14054;15446;0
1176310101;4397;4915;0
1176310102;4397;4915;0
1176310201;4368;4892;0
1176310202;4368;4892;0
1176420101;24122;33096;0
1176420102;24122;33096;0
1176420201;68;-1;1
1176420202;210;-1;1
1176420203;542;-1;1
1176420204;344;-1;1
1176420301;1043;1165;0
1176420302;12875;14012;0
1176420303;12691;12848;0
1176420401;221;-1;1
1176420402;60;-1;1
1176500101;-1;-1;0
1176500102;-1;-1;0
1176630401;1026;1447;0
1176630402;1025;1446;0
1176710101;230;307;0
1176710102;230;307;0
1176710301;249;308;0
1176830101;3458;3863;0
1176830102;3458;3863;0
1176830201;4446;6287;0
1176830202;4446;6287;0
1176830301;1578;1785;0
1176830302;1578;1785;0
1176830303;4446;6287;0
1176830304;4446;6287;0
1176930101;38228;49661;0
1176930102;38228;49661;0
1176930201;-1;-1;0
1176930202;-1;-1;0
1177030101;4227;5077;0
1177030102;4227;5077;0
1177030301;7368;10386;0
1177030302;7368;10386;0
1177100101;929;1229;0
1177100102;929;1229;0
1177100103;-1;-1;0
1177100104;-1;-1;0
1177100201;-1;-1;0
1177100202;-1;-1;0
1177100203;-1;-1;0
1177100204;-1;-1;0
1177200201;3905;5146;0
1177200202;3905;5146;0
1177200301;7681;10159;0
1177200302;7681;10159;0
1177200401;686;825;0
1177200402;686;825;0
1177300201;4461;6304;0
1177300202;4461;6304;0
1177410101;2256;2463;0
1177410102;2255;2462;0
1177410103;-1;-1;0
1177410104;-1;-1;0
1177410201;3858;5444;0
1177410202;3858;5443;0
1177410203;-1;-1;0
1177410204;-1;-1;0
1177410301;996;1033;0
1177410302;996;1032;0
1177410401;1742;1925;0
1177410402;1742;1924;0
1177410501;1742;1925;0
1177410502;1742;1924;0
1177530101;19000;23671;0
1177530102;19000;23671;0
1177530201;14164;16438;0
1177530202;14164;16438;0
1177600101;12570;15202;0
1177600102;12570;15202;0
1177600201;230;311;0
1177600202;230;311;0
1177600203;7531;9542;0
1177600204;7531;9542;0
1177600205;219;291;0
1177600206;219;291;0
1177600301;7979;10731;0
1177600302;7979;10731;0
1177600401;210;274;0
1177600402;210;274;0
1177600501;212;268;0
1177600502;212;268;0
1177700301;26808;30146;0
1177700302;26808;30146;0
1177700401;3157;3222;0
