Persona;Edad
17552105;21
17552106;16
17552107;10
17553101;45
17553102;50
17553103;11
17553104;16
17554101;32
17554102;37
17554103;16
17554104;13
17554105;2
17555101;63
17556101;48
17556102;54
17556103;14
17557101;60
17557102;68
17557103;21
17558101;54
17558102;53
17558103;23
17559101;52
17559102;48
17559103;20
17559104;16
17559105;11
17560101;43
17560102;40
17560103;13
17560104;11
17560105;3
17560106;76
17561101;42
17561102;27
17561103;7
17563101;44
17563102;52
17563103;12
17563104;12
17564101;54
17564102;56
17564103;23
17565201;72
17565202;71
17566101;20
17566102;50
17566103;3
17566104;12
17566105;21
17566106;28
17566107;63
17567101;48
17567102;50
17567103;21
17567104;12
17567105;10
17568101;64
17568102;67
17568103;49
17568104;48
17568105;42
17568106;17
17569201;55
17569202;55
17569203;28
17570101;75
17570102;79
17571201;60
17571202;19
17572301;31
17572302;58
17572303;4
17572304;7
17572305;11
17573301;32
17573302;30
17573303;7
17573304;3
17574301;48
17574302;20
17574303;15
17574304;8
17575201;46
17575202;46
17575203;19
17575204;16
17576301;81
17576302;78
17577201;33
17577202;28
17577203;4
17578101;37
17578102;25
17578103;4
17579101;56
17579102;24
17580101;49
17580102;34
17580103;6
17581101;34
17581102;34
17581103;34
17581104;9
17581105;7
17582101;40
17582102;32
17582103;10
17582104;6
17583101;73
17583102;73
17583103;38
17583104;20
17584101;61
17584102;25
17585301;32
17585302;57
17585303;55
17585304;1
17586301;38
17586302;38
17586303;72
17586304;63
17586305;15
17586306;9
17587101;56
17587102;53
17588101;49
17588102;54
17588103;26
17588104;16
17589201;42
17589202;43
17589203;6
17589204;12
17589205;19
17590101;53
17590102;45
17590103;24
17590104;15
17591101;42
17592101;33
17592102;42
17593101;56
17593102;61
17593103;26
17594301;40
17594302;30
17594303;12
17594304;7
17594305;5
17595101;51
17595102;21
17596101;72
17596102;67
17597101;62
17597102;63
17597103;27
17597104;30
17598001;43
17598002;21
17598003;12
17598004;7
17598005;1
17599001;64
17599002;53
17599003;23
17599004;19
17600001;42
17600002;47
17600003;13
17601201;25
17601202;27
17602101;65
17602102;58
17603101;52
17603102;92
17603103;86
17603104;39
17604101;74
17604102;11
17604103;8
17604104;43
17605201;38
17605202;40
17605203;14
17606101;40
17606102;40
17606103;21
17606104;6
17607101;54
17607102;48
17607103;25
17607104;7
17608101;40
17608102;40
17608103;12
17608104;8
17609101;59
17609102;60
17609103;34
17610001;45
17610002;46
17610003;17
17610004;17
17610005;9
17611101;74
17612101;79
17612102;51
17612103;24
17612104;18
17612105;17
17613101;43
17613102;43
17613103;17
17613104;8
17614001;47
17614002;53
17614003;25
17614004;23
17614005;14
17615001;25
17615002;27
17615003;9
17615004;3
17616101;74
17616102;71
17617101;59
17617102;24
17618001;67
17619101;60
17619102;80
17620101;35
17620102;43
17620103;2
17620104;67
17621001;52
17621002;51
17622201;24
17622202;59
17622203;56
17623101;54
17623102;51
17623103;32
17623104;15
17624101;75
17624102;49
17624103;8
17625301;34
17625302;30
17625303;80
17625304;9
17626101;48
17626102;22
17626103;23
17626104;18
17626105;16
17626106;10
17627101;67
17627102;77
17628001;73
17628002;14
17628003;45
17628004;45
17629101;18
17629102;50
17629103;49
17630001;73
17630002;30
17631001;59
17631002;68
17631003;29
17631004;19
17632101;18
17632102;42
17632103;51
17632104;13
17633001;59
17633002;51
17633003;23
17633004;21
17633005;13
17633006;3
17634001;77
17635101;76
17635102;10
17635103;47
17636101;32
17636102;39
17636103;5
17637101;53
17637102;21
17637103;18
17638101;50
17638102;23
17638103;16
17638104;49
17639101;47
17639102;58
17639103;22
17640101;41
17640102;48
17640103;24
17641101;48
17641102;26
17642001;64
17642002;54
17642003;25
17642004;22
17642005;17
17642006;42
17642007;40
17642008;25
17643101;51
17643102;52
17643103;31
17643104;25
17643105;21
17644101;76
17644102;48
17645101;21
17645102;57
17646101;66
17646102;66
17646103;23
17646104;4
17647101;55
17648201;65
17648202;68
17648203;37
17648204;25
17648205;25
17649101;82
17649102;94
17649103;52
17649104;32
17649105;22
17650101;55
17650102;35
17650103;19
17650104;22
17650105;11
17650106;15
17650107;67
17651101;54
17651102;33
17651103;58
17652001;40
17652002;39
17653101;42
17653102;44
17653103;22
17653104;17
17653105;7
17653106;10
17653107;79
17654101;77
17654102;38
17654103;35
17654104;10
17654105;19
17655101;64
17655102;70
17655103;42
17656101;54
17656102;53
17656103;23
17656104;27
17657201;28
17657202;26
17657203;2
17658101;75
17659301;47
17659302;47
17659303;24
17659304;22
17660101;53
17660102;30
17660103;27
17660104;47
17661101;39
17661102;37
17661103;8
17661104;2
17661201;48
17661202;25
17661203;20
17661301;30
17661302;29
17664201;76
17664202;47
17664203;25
17665101;60
17665102;38
17666001;49
17666002;54
17666003;23
17666004;19
17667201;21
17667202;23
17667203;26
17667204;52
17667205;51
17668101;54
17668102;15
17669101;52
17669102;54
17669103;25
17669104;22
17670101;57
17670102;3
17670103;1
17670104;25
17670105;57
17670106;51
17671101;45
17671102;13
17672101;46
17672102;45
17672103;14
17672104;5
17673001;42
17673002;52
17673003;11
17673004;12
17674101;69
17674102;68
17674103;9
17675301;27
17675302;29
17675303;2
17675304;7
17676101;48
17676102;48
17676103;29
17676104;12
17676105;12
17676106;7
17677101;40
17677102;48
17677103;5
17677104;71
17677105;39
17677106;14
17678101;61
17678102;50
17678103;24
17678104;13
17679101;27
17679102;27
17679103;4
17680101;48
17680102;44
17680103;24
17680104;20
17680105;17
17681001;66
17681002;60
17682101;61
17683101;56
17683102;19
17683103;76
17684101;69
17684102;40
17685201;43
17685202;24
17685203;21
17686301;52
17686302;56
17687301;53
17687302;26
17687303;60
17687304;47
17688101;34
17688102;49
17688103;14
17688104;9
17688105;5
17689101;73
17689102;75
17690101;71
17690102;61
17690103;29
17691101;47
17691102;48
17691103;17
17691104;11
17691105;10
17692101;55
17692102;14
17693101;28
17693102;29
17693103;3
17694001;54
17694002;53
17694003;17
17695101;67
17695102;32
17695103;61
17696101;49
17696102;53
17696103;24
17696104;20
17696105;14
17697101;44
17697102;54
17697103;21
17697104;13
17698101;43
17698102;24
17698103;21
17698104;11
17698105;11
17699101;51
17699102;47
17699103;21
17700101;40
17700102;35
17700103;2
17701101;51
17701102;51
17701103;27
17701104;24
17701105;18
17702101;25
17702102;28
17702103;2
17703101;30
17703102;57
17703103;30
17703104;11
17703105;2
17703106;26
17704101;47
17704102;44
17704103;5
17704104;27
17705101;59
17705102;23
17705103;57
17705104;21
17706101;49
17706102;49
17706103;23
17706104;19
17707101;63
17707102;63
17707103;91
17707104;29
17707105;8
17707106;3
17708101;52
17708102;52
17708103;17
17709101;19
17709102;52
17709103;23
17709104;67
17709201;52
17709202;52
17709203;17
17709204;24
17710101;45
17710102;45
17710103;24
17710104;76
17710105;0
17711101;36
17711102;41
17711103;19
17711104;16
17711105;7
17711106;5
17711107;4
17712001;70
17712002;43
17712003;46
17713101;63
17713102;75
17714101;40
17714102;57
17714103;12
17714104;25
17714105;11
17714106;6
17715301;42
17715302;43
17715303;18
17715304;14
17716001;70
17717101;74
17717102;52
17717103;77
17717104;26
17717105;17
17718101;70
17718102;60
17718103;38
17719101;75
17719102;51
17719103;50
17719104;74
17720101;57
17720102;47
17720103;18
17720104;11
17721101;90
17721102;57
17722101;38
17722102;68
17722103;13
17722104;9
17723101;80
17723102;70
17724201;65
17724202;50
17725101;76
17725102;63
17726001;53
17726002;54
17726003;16
17726004;26
17727201;45
17727202;53
17727203;23
17727204;21
17727205;7
17727206;4
17728001;46
17728002;7
17728003;70
17728004;66
17729001;56
17729002;56
17729003;84
17730101;70
17730102;60
17731101;70
17731102;60
17732101;70
17733101;30
17733102;41
17733103;0
17734101;62
17734102;53
17734103;31
17735301;43
17735302;22
17735303;19
17735304;6
17736001;45
17736002;44
17736003;16
17736004;11
17736005;9
17737101;79
17737102;53
17737103;55
17738101;30
17738102;30
17739101;53
17739102;18
17740201;59
17740202;39
17740203;70
17740204;74
17741001;57
17741002;52
17743101;44
17743102;47
17743103;20
17743104;7
17744301;26
17744302;52
17744303;53
17745301;27
17745302;27
17745303;8
17745304;2
17746101;23
17746102;26
17746103;6
17747101;30
17747102;4
17747103;26
17747104;11
17747105;0
17748001;79
17748002;81
17749101;33
17749102;51
17749103;8
17749104;1
17750101;50
17750102;26
17750103;52
17750104;30
17750105;13
17750106;6
17750107;3
17751101;65
17751102;65
17752101;23
17752102;56
17752103;53
17752104;16
17753201;69
17753202;73
17754301;50
17754302;50
17754303;22
17754304;20
17754305;16
17754306;15
17755101;49
17755102;43
17755103;23
17755104;21
17755105;24
17755106;75
17755107;7
17755201;40
17755202;39
17755203;17
17755204;63
17755205;8
17756201;55
17756202;53
17756203;32
17757301;49
17757302;19
17758101;27
17758102;1
17758103;27
17758104;7
17759301;57
17759302;78
17759303;22
17759304;16
17759305;7
17760101;34
17760102;12
17760103;3
17760104;14
17760105;60
17761101;25
17761102;26
17761103;3
17761104;7
17762101;33
17762102;40
17762103;5
17762104;3
17763101;42
17763102;25
17763103;19
17764301;41
17764302;36
17764303;14
17764304;11
17764305;4
17765101;40
17765102;8
17765103;14
17765104;42
17766301;73
17766302;72
17767101;50
17767102;43
17767103;10
17767104;14
17768101;32
17768102;28
17768103;12
17768104;6
17769001;38
17769002;31
17769003;12
17770101;19
17770102;42
17770103;44
17770104;12
17771101;22
17771102;51
17771103;19
17771104;48
17771105;9
17772301;66
17772302;61
17772303;30
17772304;30
17773101;55
17773102;65
17774101;25
17774102;25
17774103;2
17774104;56
17774105;15
17774106;51
17775101;59
17775102;51
17775103;20
17776101;48
17776102;40
17776103;20
17777101;47
17777102;47
17777103;25
17777104;19
17778101;34
17778102;13
17779101;32
17779102;13
17779103;31
17780001;38
17780002;40
17780003;19
17780004;13
17780005;15
17781101;57
17781102;20
17781103;21
17782301;41
17782302;18
17782303;11
17783101;52
17783102;56
17783103;23
17784301;40
17784302;28
17784303;0
17785101;37
17785102;36
17785103;19
17785104;15
17785105;13
17786001;64
17786002;25
17786003;61
17787101;61
17787102;65
17787103;55
17788101;63
17789301;39
17789302;30
17789303;14
17789304;6
17791101;49
17791102;23
17791103;23
17792101;46
17792102;39
17793101;55
17793102;55
17793103;31
17793104;30
17794101;67
17794102;67
17795101;34
17795102;37
17795103;65
17796101;46
17796102;78
17797001;61
17797002;60
17797003;25
17798101;29
17798102;32
17798103;3
17799301;60
17799302;61
17799303;41
17800001;58
17800002;63
17801101;29
17801102;29
17801103;9
17802101;47
17802102;40
17802103;21
17802104;18
17802105;16
17803101;28
17803102;32
17803103;52
17804101;41
17804102;41
17804103;17
17804104;61
17805101;33
17805102;10
17805103;4
17805104;4
17805105;55
17805106;56
17805107;42
17806101;46
17806102;23
17806103;21
17807101;56
17807102;33
17807103;34
17807104;23
17808101;54
17808102;50
17808103;25
17808104;84
17808105;14
17809201;67
17809202;28
17809203;29
17809204;15
17809205;11
17809206;7
17809207;5
17809208;1
17810101;37
17810102;34
17810103;15
17810104;10
17810105;5
17811301;34
17811302;36
17812101;51
17812102;51
17812103;19
17812104;17
17812105;12
17812106;2
17813001;81
17813002;77
17814101;60
17814102;62
17815101;42
17815102;42
17815103;8
17816101;86
17816102;74
17816103;20
17817101;80
17818101;30
17818102;30
17818103;9
17818104;8
17818105;2
17818201;29
17818202;27
17818203;10
17819101;63
17819102;51
17819103;11
17820101;73
17820102;82
17821101;65
17821102;70
17822001;56
17822002;62
17822003;30
17822004;25
17823201;72
17823202;50
17823203;21
17823204;17
17824101;49
17824102;50
17824103;26
17824104;23
17825101;43
17825102;23
17825103;23
17825104;24
17825105;4
17826101;49
17826102;48
17826103;33
17826104;31
17826105;15
17826106;11
17827001;64
17827002;31
17828101;52
17828102;25
17828103;26
17828104;20
17828105;6
17828106;1
17829101;48
17829102;51
17829103;24
17829104;16
17830101;49
17830102;66
17830103;27
17831101;50
17831102;19
17831103;9
17832101;82
17832102;82
17832103;52
17832104;23
17832105;5
17833101;42
17833102;81
17834101;44
17834102;41
17834103;23
17834104;20
17835101;65
17835102;57
17836101;33
17836102;10
17836103;35
17837001;74
17837002;82
17838101;54
17838102;20
17838103;58
17838104;30
17838105;29
17839301;50
17839302;49
17839303;30
17839304;24
17839305;19
17839306;17
17839307;3
17839308;98
17840101;18
17840102;12
17840103;61
17840104;38
17840105;42
17841101;49
17841102;19
17841103;49
17841104;21
17842201;80
17843301;34
17843302;20
17843303;16
17843304;14
17844101;14
17844102;38
17844103;17
17844104;23
17844105;39
17845101;56
17845102;83
17845103;56
17846301;56
17846302;38
17846303;18
17846304;16
17846305;61
17846306;11
17847101;54
17847102;33
17847103;54
17848101;36
17848102;2
17848103;7
17848104;5
17848105;31
17848106;55
17849301;53
17849302;54
17849303;22
17849304;19
17849305;15
17850101;39
17850102;37
17850103;13
17850104;2
17851101;33
17851102;33
17851103;6
17851104;1
17852101;48
17852102;49
17852103;18
17853001;25
17853002;24
17853003;2
17854101;55
17854102;21
17855201;69
17856301;55
17856302;64
17856303;57
17856304;18
17856305;31
17856306;24
17856307;21
17857201;85
17857202;82
17858101;62
17858102;35
17859101;51
17859102;54
17859103;28
17859104;24
17860001;40
17861101;37
17861102;39
17861103;16
17861104;8
17862001;45
17862002;49
17862003;15
17862004;19
17863101;33
17863102;12
17863103;58
17863104;17
17864101;52
17864102;54
17865101;31
17865102;33
17866101;85
17866102;57
17866103;55
17866104;50
17867101;22
17867102;64
17867103;32
17867104;65
17867105;72
17867106;12
17868001;38
17868002;51
17868003;49
17868004;15
17868101;50
17868102;45
17868103;19
17868104;51
17869001;34
17869002;34
17869003;11
17870001;60
17870002;25
17871101;37
17871102;40
17871103;7
17871104;5
17872101;60
17872102;70
17872103;35
17872104;28
17872105;25
17873101;50
17873102;22
17873103;54
17874101;60
17874102;36
17874103;12
17875101;58
17875102;58
17875103;24
17875104;38
17876001;85
17876002;30
17876003;35
17876004;8
17877101;77
17877102;67
17878101;36
17878102;74
17878103;70
17878104;34
17879101;24
17879102;37
17879103;40
17879104;11
17880101;53
17880102;53
17880103;29
17880104;26
17880105;26
17880106;3
17880107;1
17881101;48
17881102;50
17881103;19
17881104;9
17882301;45
17882302;41
17882303;23
17883101;34
17883102;42
17884001;54
17884002;51
17884003;31
17885101;49
17885102;51
17885103;15
17886001;59
17886002;51
17886003;28
17886004;18
17887001;23
17887002;67
17887003;63
17887004;39
17887005;30
17887006;41
17887007;39
17887008;3
17887009;3
17888101;18
17888102;20
17888103;42
17888104;70
17889101;52
17889102;80
17890101;34
17890102;30
17890103;11
17891201;43
17891202;41
17891203;18
17891204;15
17891205;13
17892201;38
17892202;52
17893101;32
17893102;27
17894101;44
17894102;49
17894103;12
17895101;52
17895102;55
17895103;25
17896101;38
17896102;30
17896103;12
17896104;3
17897101;72
17897102;76
17898101;66
17898102;92
17899101;36
17899102;20
17899103;11
17899104;18
17899105;13
17900101;39
17900102;36
17900103;15
17900104;12
17900105;4
17901101;33
17901102;29
17901103;10
17901104;6
17902101;39
17902102;33
17902103;17
17902104;13
17902105;10
17903301;75
17903302;77
17904101;23
17904102;60
17904103;62
17905201;72
17905202;64
17905203;25
17905204;27
17906001;48
17906002;47
17906003;19
17906004;14
17906005;2
17907101;62
17907102;60
17908301;69
17909101;54
17909102;52
17909103;23
17909104;17
17910101;31
17910102;31
17910103;23
17910104;0
17910105;11
17910106;66
17911101;75
17911102;53
17911103;28
17912101;51
17912102;56
17912103;27
17912104;25
17912105;18
17913301;50
17913302;55
17913303;34
17914001;41
17914002;39
17914003;16
17914004;9
17915101;63
17915102;67
17915103;42
17915104;13
17915105;12
17916101;53
17916102;46
17916103;16
17916104;10
17916105;8
17917101;53
17917102;14
17917103;26
17918101;45
17918102;47
17918103;19
17918104;16
17919101;53
17919102;51
17919103;27
17919104;23
17920101;35
17920102;33
17920103;9
17920104;3
17921201;69
17921202;54
17922101;70
17923101;51
17923102;55
17923103;14
17923104;27
17924001;50
17924002;55
17924003;11
17924004;22
17925101;55
17925102;77
17926101;19
17926102;45
17926103;55
17927101;36
17927102;26
17927103;1
17928101;76
17928102;73
17929001;34
17929002;34
17929003;1
17930101;30
17930102;35
17930103;13
17930104;15
17931201;72
17931202;72
17931203;18
17932101;48
17932102;48
17932103;29
17933101;39
17933102;42
17933103;23
17933104;29
17933105;8
17934101;48
17934102;19
17934103;25
17934104;37
17935101;54
17936101;72
17936102;36
17936103;18
17936104;3
17936105;35
17937101;45
17937102;5
17937103;4
17937104;2
17937105;47
17937106;24
17937107;18
17938101;21
17938102;17
17938103;15
17938104;40
17938105;45
17939101;58
17939102;29
17939103;33
17940101;45
17940102;18
17940103;12
17940104;2
17941101;81
17942101;37
17942102;10
17942103;109
17942104;62
17943101;65
17943102;67
17944101;58
17944102;28
17945101;24
17945102;7
17945103;2
17945104;27
17946101;37
17946102;60
17946103;54
17947101;57
17947102;58
17947103;25
17948101;35
17948102;37
17948103;10
17949101;49
17949102;51
17949103;18
17949104;23
17949105;68
17950101;19
17950102;20
17950103;48
17950104;46
17951101;65
17951102;30
17951103;30
17951104;33
17951105;20
17952101;43
17952102;41
17952103;21
17952104;17
17952105;16
17952106;8
17953101;81
17953102;81
17954101;20
17954102;27
17954103;49
17954104;70
17954105;73
17955301;59
17955302;35
17955303;29
17956101;57
17957101;55
17957102;58
17957103;37
17957104;35
17958101;68
17958102;67
17958103;45
17958104;12
17958105;10
17959101;28
17959102;29
17959103;6
17959104;3
17960101;51
17960102;21
17960103;16
17961101;36
17961102;74
17961103;12
17961104;5
17961105;38
17961106;31
17962101;38
17962102;43
17962103;8
17963101;64
17963102;67
17964101;28
17964102;47
17965101;37
17965102;0
17965103;15
17965104;12
17965105;41
17966101;36
17966102;34
17966103;15
17966104;17
17966301;54
17966302;54
17966303;31
17967101;47
17967102;12
17967103;20
17967104;43
17967105;0
17968101;84
17968102;69
17969101;53
17969102;17
17969103;15
17970301;48
17970302;42
17970303;17
17971301;48
17971302;40
17971303;17
17971304;11
17972101;86
17972102;59
17973301;78
17973302;64
17974101;70
17974102;70
17974103;40
17975101;39
17975102;36
17975103;65
17975104;69
17975105;30
17976201;54
17976202;53
17976203;29
17976204;21
17976205;15
17977101;42
17977102;46
17977103;14
17977104;9
17978201;33
17978202;27
17978203;15
17978204;6
17979201;60
17979202;96
17980101;45
17980102;51
17980103;13
17981101;55
17981102;27
17981103;30
17981104;20
17981105;32
17981106;12
17981107;12
17981108;3
17981109;9
17982101;77
17982102;44
17982103;41
17982104;37
17983101;50
17983102;16
17983103;12
17983104;49
17983301;45
17983302;47
17983303;19
17983304;15
17983305;8
17984101;48
17984102;42
17984103;11
17984104;8
17985301;45
17985302;39
17986101;60
17986102;61
17986103;24
17987001;43
17987002;40
17987003;20
17987004;18
17987005;9
17988001;33
17988002;59
17988003;28
17988004;81
17988005;55
17989101;59
17989102;66
17989103;31
17989104;21
17990101;39
17990102;39
17990103;14
17990104;7
17991301;56
17991302;26
17992101;28
17992102;40
17992103;1
17992104;6
17992105;8
17993101;68
17994101;37
17994102;36
17994103;9
17994104;2
17995101;37
17995102;37
17995103;15
17995104;9
17996301;55
17996302;54
17996303;29
17996304;23
17996305;5
17997101;58
17997102;36
17997103;58
17997104;20
17998101;54
17998102;55
17998103;20
17999101;43
17999102;41
17999103;21
17999104;10
18000101;58
18000102;54
18000103;19
18001101;60
18001102;57
18001103;21
18001104;20
18002101;36
18002102;37
18002103;14
18002104;5
18003001;60
18003002;58
18003003;29
18004101;55
18004102;57
18004103;25
18004104;3
18005301;55
18005302;43
18005303;20
18005304;16
18005305;2
18006301;70
18007101;43
18007102;44
18007103;24
18007104;16
18008101;44
18008102;71
18008103;45
18009101;56
18009102;50
18009103;22
18010101;49
18010102;44
18010103;30
18010104;8
18011101;68
18011102;63
18012101;72
18012102;72
18013101;45
18013102;45
18013103;16
18013104;12
18014101;54
18014102;55
18014103;25
18015101;38
18015102;36
18015103;10
18015104;2
18016101;42
18016102;38
18016103;3
18016104;8
18017101;19
18017102;7
18017103;46
18018101;50
18018102;15
18018103;48
18018104;20
18019001;49
18019002;24
18019003;21
18020001;18
18020002;1
18020003;24
18020004;47
18020005;20
18020006;23
18021001;43
18021002;42
18021003;12
18021004;22
18023101;51
18023102;29
18023103;46
18023201;60
18023202;58
18023203;26
18023301;58
18023302;52
18023303;25
18023304;18
18026101;52
18026102;62
18026103;17
18027101;42
18027102;44
18027103;17
18028101;37
18028102;39
18028103;14
18028104;13
18028105;10
18029101;37
18029102;37
18029103;4
18030101;28
18030102;28
18030103;0
18031301;55
18031302;58
18031303;30
18032101;49
18032102;53
18032103;17
18032104;14
18033101;48
18033102;11
18034101;51
18034102;52
18034103;19
18035101;65
18035102;12
18035103;22
18035104;21
18035105;43
18036001;55
18036002;56
18036003;34
18037101;43
18037102;41
18037103;65
18038101;42
18038102;16
18038103;14
18039101;67
18039102;63
18039103;22
18040201;81
18040202;81
18041201;55
18041202;24
18041203;24
18042101;61
18042102;61
18043301;37
18043302;38
18043303;15
18043304;26
18044301;70
18044302;59
18044303;33
18045101;58
18045102;25
18046101;60
18046102;54
18046103;83
18047101;52
18047102;24
18047103;20
18047104;24
18047105;49
18047106;5
18047107;2
18047108;2
18048101;42
18048102;26
18048103;21
18048104;19
18048105;11
18049001;50
18049002;49
18049003;16
18049004;12
18050201;47
18050202;48
18050203;17
18051101;39
18051102;30
18051103;3
18051104;2
18052001;92
18052002;66
18052003;22
18053101;67
18053102;62
18053103;22
18053104;50
18053105;62
18054101;44
18054102;46
18054103;21
18054104;16
18054105;13
18055201;32
18055202;30
18055203;11
18055204;12
18056101;47
18056102;37
18056103;8
18056104;10
18058101;30
18058102;33
18058103;9
18059101;33
18059102;34
18059103;4
18060101;31
18060102;37
18060103;61
18060104;64
18060105;5
18061001;59
18061002;40
18061003;65
18061004;14
18061005;65
18062101;24
18062102;25
18062103;2
18062104;4
18063101;42
18063102;11
18063103;2
18063104;59
18063201;61
18063202;56
18063203;36
18063204;23
18064101;63
18064102;62
18064103;23
18064104;0
18064201;21
18064202;46
18064203;43
18065101;59
18065102;59
18065103;30
18065104;15
18066201;67
18066202;67
18066203;26
18066204;3
18067101;55
18067102;55
18067103;20
18067104;23
18067105;1
18068001;45
18068002;45
18068003;18
18068004;11
18069101;27
18069102;59
18069103;55
18069104;3
18069105;1
18070101;53
18071101;83
18071102;75
18071103;40
18071104;4
18071105;14
18071106;10
18072101;59
18072102;34
18072103;20
18072104;9
18072105;8
18072106;7
18073101;60
18073102;28
18073103;31
18073104;25
18073105;5
18074101;42
18074102;43
18074103;11
18075001;49
18076101;51
18076102;53
18076103;19
18077101;20
18077102;54
18077103;30
18077104;23
18077105;18
18078001;21
18078002;59
18078003;22
18078004;53
18078005;27
18079101;30
18080001;76
18080002;69
18081001;37
18081002;19
18081003;15
18082201;46
18082202;45
18082203;45
18082204;12
18082205;12
18083101;45
18083102;47
18083103;22
18084201;65
18084202;59
18084203;26
18085301;39
18085302;43
18085303;24
18085304;23
18085305;8
18087201;46
18087202;45
18087203;26
18087204;23
18087205;4
18088101;55
18088102;37
18088103;18
18089101;68
18089102;42
18089103;26
18090101;15
18090102;33
18090103;54
18090104;38
18091101;63
18091102;59
18092001;31
18092002;27
18092003;2
18093301;67
18093302;59
18093303;28
18094101;30
18094102;59
18094103;15
18095301;43
18095302;40
18095303;20
18095304;8
18096101;79
18096102;70
18097101;75
18097102;51
18097103;31
18098101;24
18098102;46
18098103;21
18098104;15
18099101;44
18099102;40
18099103;17
18099104;22
18099105;13
18099106;2
18100101;47
18100102;50
18100103;22
18100104;20
18100105;18
18100106;16
18100107;13
18100108;11
18101101;38
18101102;16
18101103;38
18101104;68
18102101;44
18102102;50
18102103;16
18102104;3
18103101;21
18103102;25
18103103;54
18103104;55
18104101;51
18104102;58
18104103;29
18104104;18
18104105;5
18105101;47
18105102;18
18105103;9
18105104;7
18105105;48
18106101;44
18106102;61
18106103;40
18106104;28
18106105;18
18106106;16
18107101;81
18107102;70
18108101;45
18108102;50
18109101;42
18109102;43
18109103;24
18109104;20
18109105;15
18109106;13
18110001;35
18110002;39
18110003;67
18110004;42
18110005;11
18110006;16
18111101;61
18111102;52
18111103;13
18112001;48
18112002;50
18112003;23
18112004;17
18112005;13
18113101;24
18113102;22
18113103;28
18113104;58
18113105;58
18114101;32
18114102;34
18114103;0
18115101;72
18115102;72
18115103;42
18116101;16
18116102;70
18116103;67
18117101;75
18117102;35
18118101;45
18118102;47
18118103;13
18119101;53
18119102;22
18119103;59
18119104;27
18119105;4
18120101;71
18121101;69
18121102;55
18121103;20
18122101;48
18122102;27
18122103;25
18122104;19
18122105;18
18123101;50
18123102;46
18123103;23
18123104;14
18124101;73
18124102;37
18124103;60
18125101;39
18125102;45
18125103;23
18126101;28
18126102;38
18126103;16
18126104;16
18126105;19
18127001;67
18127002;63
18127003;61
18127004;15
18128201;58
18128202;55
18128203;31
18128204;30
18128205;12
18129201;54
18129202;54
18129203;22
18129204;32
18129205;17
18129206;11
18129207;35
18129208;35
18130101;32
18130102;4
18130103;39
18130104;10
18131101;51
18131102;52
18131103;72
18131104;25
18131105;23
18131106;22
18132001;80
18132002;70
18132003;72
18132004;33
18133101;76
18133102;74
18134101;57
18134102;31
18134103;19
18135201;20
18135202;59
18135203;16
18136201;85
18137101;43
18137102;15
18137103;12
18137104;34
18138101;31
18138102;33
18138103;14
18138104;5
18139101;54
18139102;19
18139103;17
18139104;57
18140101;52
18140102;45
18140103;21
18140104;2
18141101;37
18141102;40
18141103;10
18141104;17
18141105;1
18142001;24
18142002;26
18143101;58
18143102;57
18143103;18
18143104;12
18144301;44
18144302;44
18144303;21
18144304;16
18145101;9
18145102;12
18145103;39
18145104;42
18146201;31
18146202;29
18146203;11
18147301;55
18147302;55
18148101;84
18148102;77
18149101;29
18149102;17
18149103;57
18149104;52
18149105;25
18150101;73
18150102;33
18150103;30
18150104;1
18151101;42
18151102;41
18151103;17
18151104;15
18152101;17
18152102;45
18152103;23
18153101;42
18153102;6
18154101;23
18154102;50
18154103;44
18154104;24
18154105;1
18155101;60
18155102;10
18155103;29
18156101;45
18156102;11
18156103;7
18156104;48
18156105;14
18157101;52
18157102;20
18157103;48
18158101;73
18158102;84
18159101;23
18159102;21
18160101;53
18160102;54
18161101;41
18161102;17
18161103;12
18161104;10
18162101;38
18163101;72
18163102;39
18164101;72
18165101;39
18165102;18
18166101;40
18166102;42
18166103;15
18166104;13
18166105;8
18167001;85
18167002;82
18168301;39
18168302;38
18168303;13
18168304;10
18168305;5
18169101;67
18169102;39
18169103;37
18170101;33
18170102;36
18170103;11
18170104;7
18170105;1
18171101;42
18171102;2
18172001;59
18172002;21
18173101;32
18173102;31
18173103;70
18173104;13
18173105;10
18174101;28
18174102;51
18174103;48
18174104;22
18175301;48
18175302;44
18175303;20
18175304;16
18175305;4
18176201;47
18176202;46
18176203;24
18176204;17
18176205;6
18177001;62
18177002;74
18178101;32
18178102;8
18179201;32
18179202;35
18179203;11
18179204;1
18179301;32
18179302;36
18179303;1
18180101;58
18180102;60
18180103;29
18180104;27
18181201;75
18181202;79
18181203;41
18182001;46
18182002;45
18182003;23
18182004;18
18183101;54
18183102;57
18183103;28
18184101;48
18184102;21
18184103;45
18184104;11
18185101;43
18185102;50
18185103;22
18185104;12
18186101;54
18186102;53
18186103;16
18187301;63
18187302;60
18188301;45
18188302;18
18188303;14
18188304;11
18188305;9
18189101;67
18189102;46
18189103;15
18190101;67
18190102;39
18190103;9
18190104;5
18191101;66
18191102;64
18191103;14
18191104;18
18192101;42
18192102;79
18192103;18
18192104;2
18193101;5
18193102;11
18193103;44
18193104;35
18194101;58
18194102;22
18194103;59
18195101;51
18195102;14
18195103;28
18195104;54
18195105;25
18196101;51
18196102;55
18196103;24
18197201;31
18197202;34
18197203;11
