Persona;Edad
15331103;4
15332101;25
15332102;21
15332103;1
15333001;57
15333002;41
15333003;46
15334101;50
15334102;50
15334103;26
15334104;19
15335101;50
15335102;30
15335103;28
15335104;25
15335105;3
15336101;47
15336102;19
15337101;59
15337102;58
15337103;48
15337104;21
15337105;18
15338101;37
15338102;39
15338103;12
15338104;10
15338105;3
15338106;5
15339101;52
15339102;73
15339103;18
15339104;13
15340101;39
15340102;37
15341101;29
15342201;92
15342202;71
15342203;62
15343101;40
15343102;40
15343103;22
15343104;21
15344101;33
15344102;30
15344103;49
15345101;53
15345102;53
15345103;15
15346101;31
15346102;34
15347101;63
15348001;62
15348002;24
15348003;26
15348004;56
15349101;77
15349102;75
15350101;27
15351101;75
15352101;55
15352102;19
15352103;23
15352104;17
15353101;32
15353102;30
15354101;92
15354102;57
15355101;51
15356101;80
15356102;73
15356103;58
15357101;55
15357102;25
15357103;26
15358101;39
15358102;49
15358103;11
15359101;26
15360101;55
15360102;55
15360103;29
15361101;50
15361102;86
15362101;62
15362102;64
15362103;25
15362104;22
15363101;28
15363102;22
15364201;40
15364202;28
15364203;4
15364204;0
15365101;70
15365102;75
15366101;25
15367101;54
15367102;25
15367103;26
15367104;59
15367105;20
15369101;38
15369102;8
15369103;7
15370001;42
15370002;66
15370003;14
15371101;37
15371102;66
15371103;24
15371104;23
15372101;35
15372102;33
15373101;53
15373102;50
15373103;4
15373104;3
15373105;13
15373106;1
15373107;58
15374101;23
15374102;52
15374103;27
15374104;51
15375101;72
15375102;81
15376101;57
15377101;54
15377102;26
15377103;22
15377104;24
15378101;72
15378102;59
15379101;67
15379102;69
15380001;53
15380002;52
15380003;25
15380004;23
15380005;19
15380006;50
15380007;28
15381101;54
15381102;35
15381103;78
15382101;58
15383101;55
15384101;51
15384102;50
15384103;22
15384104;20
15384105;15
15385101;45
15385102;72
15386101;31
15386102;45
15387101;71
15388101;52
15388102;54
15388103;23
15388104;19
15388105;21
15389101;53
15389102;61
15390101;55
15390102;52
15390103;16
15390104;13
15391101;41
15391102;35
15391103;58
15392101;42
15392102;41
15393101;52
15393102;22
15394101;46
15394102;33
15395101;61
15395102;21
15395103;19
15396101;91
15396102;40
15397101;32
15397102;21
15397103;53
15398101;50
15398102;50
15398103;26
15398104;25
15399101;40
15399102;65
15400001;57
15400002;59
15400003;24
15400004;24
15401101;55
15401102;59
15401103;18
15401104;21
15402101;80
15402102;24
15402103;45
15403101;69
15403102;67
15404101;83
15404102;83
15404103;58
15404104;63
15404105;35
15404106;31
15404107;10
15404108;9
15405201;26
15405202;23
15405203;28
15406101;56
15406102;25
15406103;79
15407201;50
15407202;51
15408101;31
15408102;33
15409101;62
15410101;29
15411101;30
15411102;30
15412101;40
15412102;43
15412103;3
15413101;67
15414101;60
15414102;52
15414103;17
15415101;79
15415102;74
15416101;34
15417101;77
15418101;55
15418102;51
15419101;40
15419102;5
15420101;35
15421301;81
15421302;86
15421303;56
15421304;26
15421305;62
15422101;14
15422102;53
15423101;60
15423102;52
15423103;23
15423104;21
15423105;14
15424201;80
15425101;23
15426101;73
15426102;53
15427001;38
15427002;53
15427003;16
15427004;14
15427005;5
15428101;66
15428102;63
15428103;28
15428104;31
15428105;19
15428106;68
15429101;62
15430101;50
15431101;34
15432101;56
15433101;26
15434001;54
15434002;22
15435101;65
15435102;23
15435103;25
15436101;80
15437101;44
15438101;61
15438102;65
15439101;70
15439102;65
15440101;53
15440102;20
15440103;55
15441001;36
15441002;36
15441003;17
15441004;11
15442001;68
15442002;32
15442003;29
15443101;62
15443102;60
15444101;81
15444102;57
15445101;59
15445102;59
15445103;33
15445104;25
15445105;27
15445106;1
15447201;57
15447202;53
15448301;36
15448302;34
15449301;29
15449302;32
15450101;89
15450102;61
15450103;61
15451101;57
15451102;59
15451103;24
15451104;28
15451105;20
15451106;36
15452101;54
15452102;56
15452103;86
15452104;31
15452105;7
15453001;35
15453002;42
15453003;45
15453004;13
15453005;10
15453006;10
15453007;9
15453008;5
15454101;48
15454102;21
15454103;20
15454104;14
15455101;36
15455102;56
15455103;8
15455104;7
15455105;52
15456101;68
15456102;65
15456103;8
15457101;28
15458101;24
15458102;58
15459101;26
15459102;26
15460101;70
15460102;37
15461101;65
15462101;56
15462102;57
15462103;30
15462104;27
15462105;21
15463101;57
15464101;53
15464102;47
15465101;82
15465102;23
15466101;58
15466102;29
15466103;31
15467101;73
15468101;33
15468102;23
15469101;66
15469102;91
15469103;60
15469104;23
15469105;20
15470101;75
15471101;55
15472001;40
15472002;40
15472003;10
15472004;9
15472005;6
15472006;4
15472007;3
15473101;47
15473102;46
15475101;48
15475102;21
15475103;46
15475104;63
15475105;26
15475106;3
15475107;0
15476101;24
15476102;26
15477101;44
15477102;44
15477103;53
15478101;36
15478102;76
15478103;72
15478104;46
15478105;10
15478106;6
15479101;28
15480101;96
15480102;89
15480103;44
15481101;98
15481102;38
15482101;68
15482102;20
15482103;43
15483101;20
15484101;40
15485101;75
15485102;25
15485103;24
15486101;53
15486102;47
15486103;21
15486104;19
15487101;64
15487102;54
15488101;52
15488102;26
15488103;31
15489101;59
15490101;75
15490102;71
15491101;39
15491102;37
15491103;17
15491104;66
15492101;32
15492102;28
15492103;57
15493101;52
15493102;23
15493103;27
15493104;25
15494101;56
15495101;50
15496101;67
15497101;36
15498101;63
15498102;59
15498103;36
15498104;28
15498105;24
15498106;21
15498107;17
15498108;17
15499101;24
15500001;31
15500002;28
15500003;7
15500004;3
15501101;93
15501102;54
15502101;61
15502102;60
15503101;48
15503102;18
15504101;64
15504102;59
15505101;72
15505102;71
15505103;47
15506101;76
15506102;39
15506103;25
15506104;31
15507101;42
15507102;41
15508101;50
15508102;51
15508103;21
15508104;22
15508105;18
15508106;19
15508107;19
15509101;48
15509102;37
15509103;45
15510101;58
15510102;59
15510103;19
15510104;67
15511101;46
15511102;49
15511103;14
15512101;35
15513101;54
15513102;53
15513103;25
15513104;23
15513105;40
15513106;50
15514101;35
15514102;34
15514103;4
15515101;66
15516101;63
15516102;31
15517101;78
15518001;57
15519101;35
15519102;34
15519103;8
15519104;4
15520101;29
15520102;54
15520103;30
15521101;71
15521102;26
15521103;21
15521104;22
15522101;40
15522102;42
15523101;54
15523102;55
15523103;25
15523104;22
15524101;29
15524102;30
15525101;78
15525102;67
15526101;36
15526102;32
15527001;52
15527002;22
15527003;26
15528101;37
15528102;37
15528103;30
15529101;63
15529102;34
15530101;72
15530102;65
15531101;51
15531102;19
15532101;78
15532102;73
15533101;31
15533102;60
15533103;50
15534101;83
15535101;55
15536101;79
15536102;75
15537101;82
15537102;76
15538101;51
15538102;47
15538103;25
15539101;29
15540101;32
15541101;35
15541102;43
15541103;10
15541104;7
15541105;4
15542201;37
15543101;52
15544001;41
15544002;53
15545101;36
15546101;41
15546102;20
15547101;52
15548101;57
15548102;26
15548103;17
15549101;40
15550101;50
15551101;65
15551102;64
15551103;35
15551104;31
15551105;32
15551106;28
15552101;56
15552102;19
15553101;81
15553102;78
15554101;55
15554102;52
15554103;15
15555101;62
15555102;34
15555103;32
15556101;70
15557101;80
15557102;74
15558201;43
15558202;39
15559101;48
15559102;48
15560001;41
15561101;71
15561102;71
15562101;33
15562102;31
15562103;3
15562104;6
15563101;70
15563102;29
15563103;6
15564101;67
15564102;68
15564103;51
15564104;30
15564105;27
15564106;26
15564107;41
15565101;60
15565102;40
15565103;45
15566101;71
15566102;70
15566103;41
15567101;39
15568001;33
15568002;31
15568003;4
15568004;2
15569101;50
15569102;50
15569103;24
15569104;26
15570101;55
15570102;35
15570103;25
15570104;25
15570105;2
15571101;42
15571102;43
15571103;10
15571104;8
15572101;89
15572102;53
15573201;34
15573202;32
15574201;30
15574202;29
15574203;13
15575301;63
15575302;38
15575303;3
15575304;1
15576101;71
15576102;67
15576103;23
15577101;44
15577102;44
15577103;12
15577104;9
15578301;55
15578302;44
15578303;7
15579001;40
15579002;35
15579003;5
15579004;3
15580101;43
15580102;22
15581001;41
15581002;74
15582101;42
15583101;41
15584001;40
15584002;37
15584003;61
15585101;59
15585102;27
15586101;65
15586102;61
15586103;25
15587101;31
15587102;36
15587103;6
15587104;0
15588101;38
15588102;36
15589101;60
15589102;21
15589103;31
15590101;58
15590102;83
15591001;66
15591002;68
15591003;23
15591004;19
15592101;50
15593101;84
15593102;84
15594101;36
15595101;23
15596101;36
15597101;26
15598101;30
15599101;32
15599102;34
15600101;68
15600102;65
15600103;23
15600104;30
15600105;38
15601101;61
15601102;60
15601103;24
15602101;47
15603101;60
15603102;50
15603103;17
15603104;12
15604001;55
15606101;37
15606102;45
15606103;44
15606104;13
15606105;11
15606106;6
15607101;67
15608201;22
15609101;57
15610101;72
15610102;24
15610103;31
15610104;36
15610105;62
15611101;49
15611102;49
15611103;20
15612001;88
15613101;41
15613102;44
15613103;11
15613104;7
15614101;35
15614102;32
15614103;7
15614104;3
15615101;65
15615102;68
15617101;38
15617102;46
15617103;3
15617104;1
15618101;60
15618102;50
15618103;24
15620101;20
15621101;49
15621102;46
15621103;18
15622101;45
15622102;23
15622103;19
15623101;37
15623102;39
15624101;50
15624102;63
15624103;27
15624104;20
15624105;38
15625101;64
15625102;67
15626101;55
15627101;65
15627102;44
15628101;73
15628102;81
15628103;22
15629101;30
15629102;31
15630101;22
15631101;79
15632001;70
15632002;61
15633101;52
15633102;48
15633103;10
15634001;37
15634002;41
15634003;74
15635001;23
15636101;66
15636102;70
15637101;45
15637102;45
15637103;20
15637104;24
15637105;15
15638101;36
15638102;34
15638103;10
15638104;1
15639101;44
15639102;42
15639103;16
15639104;20
15639105;17
15640101;41
15640102;42
15640103;2
15640104;2
15640105;41
15641101;36
15642101;58
15642102;49
15642103;25
15642104;19
15643101;56
15643102;23
15644201;51
15644202;49
15645101;35
15646101;29
15646102;25
15646103;23
15648101;43
15648102;16
15649101;35
15649102;68
15649103;72
15649104;39
15650301;81
15650302;60
15650303;21
15651101;71
15651102;65
15652101;56
15653101;42
15653102;39
15653103;18
15653104;16
15653105;12
15654101;70
15654102;36
15654103;45
15654104;70
15655001;52
15655002;22
15655003;10
15655004;51
15655005;52
15656101;49
15657101;35
15658101;37
15659101;46
15659102;46
15659103;19
15659104;17
15659105;11
15660201;56
15660202;56
15660203;23
15661101;80
15661102;79
15661103;43
15662101;35
15662102;38
15663301;25
15663302;25
15663303;24
15663304;21
15664301;73
15664302;65
15664303;30
15665101;86
15665102;81
15666101;67
15667101;50
15667102;47
15667103;21
15667104;17
15667105;64
15669001;58
15669002;59
15669003;28
15669004;26
15670001;63
15670002;50
15670003;27
15670004;95
15671101;41
15671102;55
15671103;59
15671104;57
15672101;46
15672102;46
15672103;10
15672104;4
15673101;32
15673102;28
15673103;6
15674101;75
15674102;18
15675101;80
15675102;58
15675103;26
15676101;65
15676102;69
15676103;29
15677001;23
15677002;23
15677003;20
15677004;25
15678101;25
15678102;52
15679101;59
15679102;59
15680101;34
15681001;36
15682101;33
15682102;61
15682103;6
15683101;30
15684101;26
15685101;77
15685102;32
15685103;22
15685104;56
15687101;35
15688001;20
15688002;21
15688003;21
15688004;20
15689101;29
15689102;60
15689103;33
15690101;33
15690102;33
15690103;13
15691101;31
15692101;53
15692102;53
15692103;19
15693101;75
15693102;55
15694101;62
15694102;57
15694103;26
15694104;25
15695101;42
15695102;15
15696101;28
15696102;34
15697101;62
15697102;58
15698101;87
15698102;56
15699101;20
15700101;45
15700102;40
15700103;4
15701101;46
15701102;59
15701103;22
15702101;78
15702102;70
15703101;30
15704101;38
15704102;35
15705101;67
15705102;65
15706101;54
15706102;82
15706103;82
15706104;36
15707101;74
15707102;70
15707103;32
15708101;43
15708102;32
15709101;46
15710101;88
15710102;78
15710103;78
15711101;47
15711102;48
15711103;22
15712001;56
15712002;59
15712003;26
15712004;23
15713101;80
15713102;80
15713103;55
15714101;40
15716101;67
15716102;67
15717101;74
15718101;26
15719101;31
15720101;20
15720102;26
15720103;46
15721101;58
15721102;54
15721103;28
15722101;46
15723101;56
15723102;28
15724101;57
15725101;31
15725102;27
15726001;33
15726002;1
15726003;34
15727101;27
15727102;30
15728101;38
15728102;29
15729101;29
15729102;31
15729103;5
15729104;1
15730101;25
15730102;23
15731101;25
15732101;53
15732102;53
15732103;19
15733101;54
15733102;43
15733103;13
15733104;20
15734101;73
15734102;38
15735101;24
15736101;19
15736102;22
15737101;77
15737102;36
15738101;54
15738102;27
15739101;77
15739102;74
15739103;45
15739104;37
15740101;67
15740102;52
15741101;34
15742101;35
15742102;40
15743101;40
15743102;34
15744101;79
15744102;79
15744103;43
15745101;33
15745102;31
15746101;30
15746102;27
15747101;60
15748101;61
15748102;50
15748103;24
15748104;22
15749101;35
15749102;38
15750101;27
15750102;37
15751101;57
15751102;23
15751103;58
15752101;39
15752102;32
15753101;37
15753102;19
15754101;44
15755101;38
15755102;40
15756101;43
15756102;39
15756103;12
15756104;10
15756105;8
15756106;5
15756107;4
15757101;67
15757102;63
15758101;59
15758102;65
15759101;25
15760101;25
15761101;18
15762101;69
15763101;62
15764001;55
15764002;17
15764003;26
15765101;59
15766101;38
15766102;35
15767101;33
15768101;33
15769101;58
15770101;78
15770102;73
15770103;58
15771101;43
15772101;65
15772102;65
15772103;26
15773101;60
15773102;28
15773103;19
15773104;71
15774101;30
15774102;28
15774103;3
15774104;0
15775001;90
15775002;87
15775003;66
15776101;67
15776102;64
15777101;53
15777102;50
15777103;21
15777104;23
15778101;54
15778102;55
15778103;23
15778104;23
15779101;87
15779102;47
15780101;62
15780102;32
15780103;31
15781101;75
15782101;31
15782102;30
15783101;81
15783102;82
15784101;89
15784102;59
15785001;29
15785002;29
15785003;26
15786101;21
15786102;70
15786103;63
15787101;41
15787102;41
15787103;11
15787104;9
15787105;4
15788101;74
15788102;41
15789101;48
15789102;68
15789103;22
15790101;95
15790102;63
15790103;72
15791101;25
15792101;31
15792102;31
15793101;55
15793102;81
15794101;55
15794102;60
15794103;25
15794104;16
15795101;57
15795102;48
15795103;24
15795104;20
15795105;22
15796101;43
15796102;76
15797101;51
15797102;21
15797103;21
15797104;23
15797105;16
15797106;24
15798101;31
15798102;30
15799101;43
15799102;22
15799103;15
15799104;5
15800101;71
15800102;35
15801101;33
15801102;34
15801103;3
15802001;78
15802002;53
15802003;53
15802004;13
15803101;27
15804001;44
15804002;44
15804003;16
15804004;23
15804005;20
15805001;65
15805002;55
15805003;75
15805004;22
15806101;34
15806102;31
15807101;51
15807102;22
15808101;22
15809101;29
15810101;31
15811201;56
15811202;47
15811203;16
15811204;13
15811205;6
15812101;22
15812102;42
15812103;44
15813101;25
15813102;22
15814101;35
15814102;42
15814103;4
15815001;22
15816101;76
15816102;63
15817101;60
15818101;51
15818102;53
15818103;25
15819101;30
15819102;53
15819103;43
15819104;38
15820101;33
15821101;47
15821102;51
15821103;17
15821104;14
15821105;12
15822001;20
15823101;52
15823102;49
15823103;13
15824101;68
15824102;46
15824103;98
15825101;54
15825102;30
15825103;27
15826101;49
15826102;46
15826103;19
15827101;37
15827102;37
15827103;9
15827104;6
15827105;31
15828101;39
15828102;36
15828103;16
15828104;14
15828105;11
15828106;7
15829101;50
15829102;27
15829103;24
15829104;12
15829105;79
15829106;80
15829107;48
15830101;27
15831101;30
15831102;73
15831103;33
15832101;24
15832102;21
15833101;50
15833102;51
15833103;22
15833104;20
15833105;17
15833106;48
15834101;82
15834102;54
15834103;20
15835101;64
15835102;65
15835103;78
15836101;45
15837001;49
15837002;44
15837003;27
15837004;17
15837005;7
15838101;43
15839001;56
15839002;57
15839003;24
15839004;21
15839005;91
15839006;59
15840101;34
15840102;32
15841101;37
15841102;42
15841103;8
15841104;2
15842101;24
15842102;20
15843101;75
15843102;71
15844101;24
15845101;54
15846101;24
15846102;20
15846103;19
15847101;63
15848101;51
15849001;76
15850101;57
15851101;47
15852101;44
15852102;48
15852103;24
15852104;20
15852105;14
15853101;57
15853102;57
15853103;23
15853104;21
15854101;72
15854102;69
15854103;28
15855101;76
15855102;79
15856101;37
15856102;35
15857101;34
15858101;85
15859101;33
15859102;0
15859103;53
15860101;49
15860102;30
15860103;13
15860104;16
15861101;30
15862101;25
15863101;32
15864101;33
15864102;33
15865101;43
15865102;47
15866101;45
15866102;44
15867101;65
15868101;40
15868102;39
15869101;64
15870101;28
15870102;26
15871101;64
15872201;37
15874101;64
15875101;31
15875102;3
15876101;34
15876102;25
15876103;9
15877101;68
15877102;40
15878101;33
15878102;38
15878103;12
15878104;4
15878105;3
15878106;39
15879101;48
15879102;57
15880101;28
15880102;31
15881201;15
15881202;13
15881203;19
15881204;53
15882101;23
15883101;54
15883102;58
15884101;71
15885101;70
15885102;76
15885103;25
15886101;30
15886102;30
15886103;30
15887001;28
15887002;26
15887003;20
15888101;61
15888102;21
15888103;25
15888104;55
15888105;26
15888106;85
15889101;64
15889102;62
15889103;28
15891101;69
15891102;62
15891103;15
15892001;61
15892002;30
15892003;25
15892004;20
15893101;56
15893102;52
15893103;26
15893104;23
15893105;21
15893106;18
15893107;16
15893108;12
15894101;22
15895101;35
15896101;31
15897201;83
15897202;78
15898101;70
15898102;77
15899101;72
15899102;40
15900101;55
15900102;51
15900103;28
15901101;23
15901102;24
15902101;53
15902102;54
15902103;21
15902104;18
15903101;33
15903102;34
15903103;8
15904101;77
15904102;43
15905001;64
15905002;67
15905003;36
15906101;33
15906102;30
15906103;35
15907101;51
15907102;66
15907103;22
15908101;69
15908102;64
15908103;29
15909101;63
15909102;57
15909103;55
15910001;54
15910002;21
15910003;25
15911101;75
15911102;55
15911103;27
15912101;50
15912102;50
15912103;14
15912104;12
15913101;79
15913102;68
15913103;14
15914201;72
15914202;77
15915101;85
15915102;82
15916101;49
15916102;45
15917101;71
15917102;80
15918101;79
15918102;80
15918103;50
15918104;49
15919101;37
15920101;59
15920102;33
15920103;22
15921101;64
15921102;65
15921103;17
15921104;16
15922101;38
15922102;35
15923101;37
15924101;51
15924102;61
15924103;91
15925101;42
15925102;28
15925103;38
15925104;9
15925105;6
15925106;3
15926101;63
15926102;53
15926103;25
15926104;16
15926105;30
15927101;47
15928101;54
15928102;53
15928103;70
15929101;62
15930101;59
15930102;24
15931101;79
15931102;23
15931103;59
15931104;63
15932101;70
15932102;65
15932103;53
15932104;48
15933001;65
15933002;28
15933003;30
15934001;23
15934002;76
15934003;54
15935101;71
15935102;68
15935103;36
15936101;53
15936102;50
15936103;24
15937101;37
15937102;36
15937103;2
15938101;46
15939101;50
15939102;39
15939103;10
15940101;52
15941101;41
15941102;39
15941103;10
15941104;13
15942101;56
15943101;50
15943102;23
15943103;25
15944101;25
15944102;54
15944103;56
15944104;26
15945101;51
15945102;55
15946101;61
15946102;25
15946103;24
15947101;43
15947102;42
15947103;20
15947104;19
15947105;18
15947106;14
15947107;11
15947108;8
15947109;54
15948101;40
15949001;54
15949002;15
15949003;16
15949004;44
15949005;13
15949006;27
15950101;30
15950102;26
15951101;31
15952101;50
15953101;26
15954101;73
15954102;77
15956101;69
15956102;72
15957101;49
15957102;22
15957103;20
15958101;49
15958102;21
15958103;49
15958104;21
15959101;37
15959102;39
15959103;41
15959104;44
15960101;27
15960102;15
15961101;34
15961102;40
15961103;25
15962101;39
15962102;39
15962103;26
15963101;28
15963102;35
15964101;77
15964102;76
15965101;84
15965102;82
15965103;34
15966001;51
15966002;47
15966003;25
15966004;24
15966005;20
15966006;14
15966007;13
15966008;8
15966009;3
15967101;71
15967102;69
15967103;45
15968101;24
15969101;37
15969102;30
15970101;52
15970102;49
15970103;28
15970104;23
15970105;20
15971101;50
15971102;23
15971103;19
15972101;45
15973101;34
15973102;31
15974101;55
15975001;22
15975002;28
15975003;5
15975004;1
15976101;70
15976102;55
15977001;63
15977002;58
15977003;45
15978101;54
15978102;57
15978103;21
15978104;17
15978105;11
15978106;4
15979101;50
15980101;44
15981101;54
15981102;25
15981103;21
15982101;45
15982102;45
15982103;49
15983101;34
15983102;33
15984101;38
15984102;33
15984103;0
15985001;56
15985002;47
15985003;29
15985004;12
15985005;10
15985006;6
15986001;75
15986002;75
15987101;76
15988101;28
15989101;76
15990101;21
15990102;27
15991101;46
15991102;50
15991103;12
15991104;10
15992001;40
15992002;36
15992003;4
15993101;78
15993102;51
15994101;43
15994102;43
15994103;8
15994104;6
15994105;6
15994106;7
15995101;62
15995102;62
15995103;27
15995104;51
15995105;2
15996101;67
15996102;62
15997101;72
15998101;64
15998102;67
15998103;25
15999101;74
15999102;70
16000101;80
16000102;49
16001101;57
16001102;28
16002101;35
16002102;39
16003101;75
16005101;29
16006001;27
16007101;65
16008101;36
16008102;32
16009101;70
16009102;41
16009103;65
16009104;60
16010101;64
16010102;64
16010103;28
16010104;27
16011001;73
16011002;46
16011003;23
16011004;21
16011005;3
16011006;0
16012001;53
16012002;43
16012003;10
16013101;70
16013102;67
16013103;28
16014101;67
16014102;67
16015101;45
16015102;49
16016101;37
16017101;32
16018101;64
16018102;58
16018103;23
16018104;28
16019101;51
16019102;16
16020101;69
16020102;79
16021101;62
16022101;64
16023201;37
16023202;36
16024101;63
16025101;75
16025102;57
16025103;60
16025104;25
16025105;18
16025106;29
16026101;36
16026102;67
16026103;35
16027101;58
16027102;49
16027103;78
16027104;25
16027105;15
16028101;54
16028102;20
16028103;50
16028104;24
16028105;23
16029101;68
16029102;68
16030201;59
16031001;78
16031002;46
16031003;17
16031004;12
16031005;0
16031006;41
16032101;56
16032102;53
16032103;26
16032104;24
16032105;15
16032106;22
16033101;53
16033102;50
16033103;14
16033104;12
16034001;46
16034002;45
16034003;7
16035101;37
16035102;36
16036101;59
16037001;52
16037002;52
16037003;14
16037004;24
16037005;23
16038101;57
16038102;53
16038103;26
16038104;17
16038105;23
16039101;64
16039102;62
16040101;57
16041101;50
16041102;45
16041103;22
16041104;19
16041105;16
16042301;75
16042302;66
16042303;31
16043101;20
16044101;66
16045001;40
16046101;35
16047101;77
16048101;25
16049301;34
16049302;30
16050301;32
16051301;36
16051302;35
16052101;53
16053201;77
16053202;75
16053203;49
16053204;47
16053205;9
16053206;12
16054101;26
16054102;23
16055101;52
16056101;39
16056102;26
16057101;81
16058101;67
16059101;73
16059102;27
16059103;49
16060101;67
16060102;42
16060103;43
16061101;50
16061102;55
16061103;32
16062101;75
16063101;51
16063102;54
16063103;27
16063104;25
16063105;17
16064101;38
16064102;33
16065101;70
16065102;72
16065103;43
16065104;15
16066101;53
16066102;51
16066103;15
16067101;40
16068101;69
16068102;71
16069101;51
16069102;25
16070101;27
16070102;3
16071101;53
16071102;47
16072101;59
16072102;31
16073101;64
16073102;61
16074101;62
16074102;62
16074103;26
16075101;32
16075102;26
16076101;45
16076102;48
16076103;14
16076104;14
16077101;47
16078101;56
16078102;54
16078103;23
16078104;21
16079101;33
16080101;47
16080102;18
16081101;53
16081102;24
16082101;37
16082102;37
16083001;45
16083002;48
16083003;19
16084101;49
16084102;53
16084103;19
16085001;68
16086101;50
16086102;50
16087301;64
16087302;69
16088101;79
16088102;73
16089101;70
16089102;70
16090101;58
16090102;57
16090103;31
16090104;32
16090105;5
16090106;3
16091201;79
16091202;81
16091203;48
16092101;46
16092102;46
16092103;21
16092104;18
16093001;73
16094201;49
16094202;43
16094203;5
16094204;3
16095101;33
16095102;33
16095103;13
16095104;4
16095105;2
16096101;32
16096102;33
16097101;32
16097102;16
16097103;4
16098101;68
16099301;24
16100301;40
16100302;37
16101301;31
16102101;85
16102102;87
16103001;68
16104101;51
16104102;59
16104103;29
16104104;27
16105101;46
16105102;33
16105103;17
16106101;27
16109101;58
16109102;89
16109103;63
16110101;29
16111101;56
16111102;57
16111103;30
16112101;53
16112102;45
16112103;21
16112104;17
16112105;22
16112106;25
16113101;21
16113102;22
16113103;5
16114101;49
16114102;20
16114103;25
16115101;55
16115102;41
16115103;26
16115104;50
16115105;12
16115106;7
16116001;77
16116002;79
16117101;59
16118101;68
16118102;74
16119101;43
16119102;32
16119103;6
16119104;4
16119105;2
16120101;33
16120102;30
16123101;59
16123102;44
16123103;6
16123104;49
16124101;68
16124102;63
16125101;27
16126101;24
16126102;24
16127101;37
16128101;20
16129101;62
16129102;24
16129103;25
16130101;34
16130102;32
16131101;84
16132101;66
16132102;36
16133001;60
16133002;60
16134101;39
16134102;38
16134103;6
16135101;61
16135102;36
16136101;32
16137001;60
16137002;60
16138101;31
16138102;35
16138103;25
16138104;1
16139101;32
16140101;25
16140102;22
16141201;51
16142101;31
16142102;34
16143101;31
16143102;31
16143103;1
16144101;36
16144102;36
16145101;34
16146101;30
16148101;48
16149101;69
16150101;71
16150102;65
16151101;62
16151102;36
16152101;31
16153101;30
16153102;39
16153103;53
16154101;61
16155101;29
16155102;26
16156101;66
16156102;72
16157101;60
16158101;53
16158102;49
16158103;17
16159101;32
16159102;53
16159103;30
16160101;43
16161101;71
16161102;57
16161103;23
16161104;20
16161105;24
16162101;52
16163101;80
16164101;28
16164102;28
16165101;49
16165102;50
16165103;25
16165104;13
16166101;53
16166102;18
16167101;50
16167102;45
16167103;20
16168101;35
16168102;33
16169001;58
16169002;56
16170101;47
16170102;45
16170103;24
16171101;48
16171201;32
16172101;26
16172102;25
16173101;63
16174101;44
16174102;48
16175101;37
16176001;72
16177101;59
16177102;60
16178101;64
16178102;26
16179001;30
16179002;31
16179003;78
16179004;11
16179005;48
16179006;62
16180201;64
16181101;68
16182301;25
16182302;56
16182303;17
16182304;45
16183101;87
16183102;78
16184201;72
16184202;72
16184203;40
16185101;41
16185102;34
16185103;2
16186001;34
16186002;50
16186003;8
16186004;7
16187001;62
16187002;59
16188301;56
16188302;23
16189301;54
16189302;21
16190301;84
16190302;64
16191101;30
16191102;33
16192101;79
16193101;75
16193102;56
16194101;84
16194102;56
16194201;46
16194202;15
16196201;29
16196202;10
16197101;59
16197102;37
16197103;3
16198101;42
16198102;35
16198103;17
16198104;14
16198105;4
16198106;1
16199101;30
16199102;28
16200101;77
16200102;35
16201201;31
16202101;36
16203101;59
16203102;23
16204001;64
16205101;67
16205102;91
16205103;50
16206101;61
16206102;55
16206103;26
16206104;21
16207001;23
16207002;21
16208001;40
16208002;37
16209101;57
16209102;56
16210101;81
16210102;78
16210103;53
16211101;31
16211102;58
16211103;22
16212101;67
16212102;70
16213101;46
16214101;27
16215101;77
16216101;51
16217101;41
16218101;41
16219101;37
16219102;33
16220101;43
16220102;47
16220103;14
16220104;15
16220105;10
16220106;7
16220107;61
16221101;39
16222101;60
16222102;74
16222103;51
16223101;70
16223102;69
16224101;86
16224102;25
16225101;43
16225102;44
16225103;18
16225104;16
16225105;7
16225106;5
16226101;55
16227101;62
16227102;30
16228101;68
16229101;76
16230101;23
16230102;61
16231101;71
16231102;44
16231103;16
16232101;67
16232102;42
16232103;2
16232104;12
16233101;58
16234101;74
16234102;44
16234103;20
16235101;79
16235102;70
16237101;53
16237102;53
16238001;62
16238002;52
16238003;16
16238004;13
16239101;43
16239102;47
16239103;16
16240101;75
16240102;69
16241001;22
16241002;26
16241003;25
16241004;30
16242101;63
16242102;59
16242103;60
16243101;63
16243102;61
16243103;20
16244001;52
16244002;53
16244003;24
16244004;29
16244005;19
16244006;16
16245101;61
16245102;57
16245103;25
16245104;23
16245105;42
16245106;44
16246101;69
16246102;72
16247101;61
16247102;58
16247103;25
16248101;43
16248102;40
16248103;13
16248104;11
16248105;3
16248106;47
16249101;35
16249102;35
16249103;46
16249104;11
16249105;6
16249106;4
16249107;2
16250101;60
16250102;24
16250103;56
16250104;27
16250105;48
16251101;59
16251102;55
16251103;13
16251104;30
16252301;40
16252302;34
16252303;7
16252304;2
16253101;82
16253102;47
16254101;66
16255101;79
16255102;85
16256101;43
16256102;34
16256103;16
16256104;15
16256105;12
16257101;49
16258101;52
16258102;20
16258103;18
16259101;37
16259102;41
16259103;17
16259104;7
16260101;59
16261101;39
16261102;42
