REGION;PROVINCIA;COMUNA;DC;AREA;ZONA;NOM_URBANO;CAT;REGION_15R;PROVINCIA_15R;COMUNA_15R
10;101;10101;17;1;1;PUERTO MONTT;1;10;101;10101
10;101;10101;17;1;2;PUERTO MONTT;1;10;101;10101
10;101;10101;17;1;3;PUERTO MONTT;1;10;101;10101
10;101;10101;17;1;4;PUERTO MONTT;1;10;101;10101
10;101;10101;17;1;5;PUERTO MONTT;1;10;101;10101
10;101;10101;17;1;6;PUERTO MONTT;1;10;101;10101
10;101;10101;18;1;1;PUERTO MONTT;1;10;101;10101
10;101;10101;18;1;2;PUERTO MONTT;1;10;101;10101
10;101;10101;18;1;3;PUERTO MONTT;1;10;101;10101
10;101;10101;18;1;4;PUERTO MONTT;1;10;101;10101
10;101;10102;5;1;1;CALBUCO;1;10;101;10102
10;101;10102;5;1;2;CALBUCO;1;10;101;10102
10;101;10102;14;1;1;CALBUCO;1;10;101;10102
10;101;10102;14;1;2;CALBUCO;1;10;101;10102
10;101;10104;1;1;1;FRESIA;1;10;101;10104
10;101;10104;1;1;2;FRESIA;1;10;101;10104
10;101;10105;1;1;1;FRUTILLAR;1;10;101;10105
10;101;10105;1;1;2;FRUTILLAR;1;10;101;10105
10;101;10105;1;1;3;FRUTILLAR;1;10;101;10105
10;101;10105;1;1;4;FRUTILLAR;1;10;101;10105
10;101;10106;1;1;1;LOS MUERMOS;1;10;101;10106
10;101;10106;1;1;2;LOS MUERMOS;1;10;101;10106
10;101;10107;1;1;1;LLANQUIHUE;1;10;101;10107
10;101;10107;1;1;2;LOS PELLINES;2;10;101;10107
10;101;10107;1;1;3;LLANQUIHUE;1;10;101;10107
10;101;10107;2;1;1;LLANQUIHUE;1;10;101;10107
10;101;10107;2;1;2;LLANQUIHUE;1;10;101;10107
10;101;10108;1;1;1;MAULLÍN;2;10;101;10108
10;101;10108;7;1;1;CARELMAPU;2;10;101;10108
10;101;10109;1;1;1;PUERTO VARAS;1;10;101;10109
10;101;10109;1;1;2;PUERTO VARAS;1;10;101;10109
10;101;10109;1;1;3;PUERTO VARAS;1;10;101;10109
10;101;10109;1;1;4;PUERTO VARAS;1;10;101;10109
10;101;10109;1;1;5;PUERTO VARAS;1;10;101;10109
10;101;10109;1;1;6;PUERTO VARAS;1;10;101;10109
10;101;10109;1;1;7;PUERTO VARAS;1;10;101;10109
10;101;10109;2;1;1;NUEVA BRAUNAU;2;10;101;10109
10;101;10109;5;1;1;PUERTO VARAS;1;10;101;10109
10;101;10109;5;1;2;MIRADOR DE PUERTO VARAS;2;10;101;10109
10;102;10201;1;1;1;CASTRO;1;10;102;10201
10;102;10201;1;1;2;CASTRO;1;10;102;10201
10;102;10201;1;1;3;CASTRO;1;10;102;10201
10;102;10201;1;1;4;CASTRO;1;10;102;10201
10;102;10201;1;1;5;CASTRO;1;10;102;10201
10;102;10201;1;1;6;CASTRO;1;10;102;10201
10;102;10201;1;1;7;CASTRO;1;10;102;10201
10;102;10201;1;1;8;CASTRO;1;10;102;10201
10;102;10201;2;1;1;CASTRO;1;10;102;10201
10;102;10201;2;1;2;CASTRO;1;10;102;10201
10;102;10201;3;1;1;CASTRO;1;10;102;10201
10;102;10201;3;1;2;CASTRO;1;10;102;10201
10;102;10202;1;1;1;ANCUD;1;10;102;10202
10;102;10202;1;1;2;ANCUD;1;10;102;10202
10;102;10202;1;1;3;ANCUD;1;10;102;10202
10;102;10202;1;1;4;ANCUD;1;10;102;10202
10;102;10202;2;1;1;ANCUD;1;10;102;10202
10;102;10202;2;1;2;ANCUD;1;10;102;10202
10;102;10202;2;1;3;ANCUD;1;10;102;10202
10;102;10202;2;1;4;ANCUD;1;10;102;10202
10;102;10202;2;1;5;ANCUD;1;10;102;10202
10;102;10202;2;1;6;ANCUD;1;10;102;10202
10;102;10203;1;1;1;CHONCHI;1;10;102;10203
10;102;10203;1;1;2;CHONCHI;1;10;102;10203
10;102;10204;1;1;1;CURACO DE VÉLEZ;2;10;102;10204
10;102;10204;2;1;1;CURACO DE VÉLEZ;2;10;102;10204
10;102;10205;1;1;1;DALCAHUE;1;10;102;10205
10;102;10205;1;1;2;DALCAHUE;1;10;102;10205
10;102;10207;1;1;1;QUEILÉN;2;10;102;10207
10;102;10208;1;1;1;QUELLÓN;1;10;102;10208
10;102;10208;1;1;2;QUELLÓN;1;10;102;10208
10;102;10208;1;1;3;QUELLÓN;1;10;102;10208
10;102;10208;1;1;4;QUELLÓN;1;10;102;10208
10;102;10208;1;1;5;QUELLÓN;1;10;102;10208
10;102;10209;1;1;1;QUEMCHI;2;10;102;10209
10;102;10209;3;1;1;QUEMCHI;2;10;102;10209
10;102;10210;1;1;1;ACHAO;2;10;102;10210
10;103;10301;1;1;1;OSORNO;1;10;103;10301
10;103;10301;1;1;2;OSORNO;1;10;103;10301
10;103;10301;1;1;3;OSORNO;1;10;103;10301
10;103;10301;1;1;4;OSORNO;1;10;103;10301
10;103;10301;1;1;5;OSORNO;1;10;103;10301
10;103;10301;2;1;1;OSORNO;1;10;103;10301
10;103;10301;2;1;2;OSORNO;1;10;103;10301
10;103;10301;2;1;3;OSORNO;1;10;103;10301
10;103;10301;3;1;1;OSORNO;1;10;103;10301
10;103;10301;4;1;1;OSORNO;1;10;103;10301
10;103;10301;4;1;2;OSORNO;1;10;103;10301
10;103;10301;5;1;1;OSORNO;1;10;103;10301
10;103;10301;5;1;2;OSORNO;1;10;103;10301
10;103;10301;5;1;3;OSORNO;1;10;103;10301
10;103;10301;5;1;4;OSORNO;1;10;103;10301
10;103;10301;5;1;5;OSORNO;1;10;103;10301
10;103;10301;5;1;6;OSORNO;1;10;103;10301
10;103;10301;5;1;7;OSORNO;1;10;103;10301
10;103;10301;5;1;8;OSORNO;1;10;103;10301
10;103;10301;5;1;9;OSORNO;1;10;103;10301
10;103;10301;5;1;10;OSORNO;1;10;103;10301
10;103;10301;5;1;11;OSORNO;1;10;103;10301
10;103;10301;5;1;12;OSORNO;1;10;103;10301
10;103;10301;6;1;1;OSORNO;1;10;103;10301
10;103;10301;6;1;2;OSORNO;1;10;103;10301
10;103;10301;6;1;3;OSORNO;1;10;103;10301
10;103;10301;6;1;4;OSORNO;1;10;103;10301
10;103;10301;6;1;5;OSORNO;1;10;103;10301
10;103;10301;6;1;6;OSORNO;1;10;103;10301
10;103;10301;6;1;7;OSORNO;1;10;103;10301
10;103;10301;7;1;1;OSORNO;1;10;103;10301
10;103;10301;8;1;1;OSORNO;1;10;103;10301
10;103;10301;9;1;1;OSORNO;1;10;103;10301
10;103;10301;9;1;2;OSORNO;1;10;103;10301
10;103;10301;9;1;3;OSORNO;1;10;103;10301
10;103;10301;9;1;4;OSORNO;1;10;103;10301
10;103;10301;9;1;5;OSORNO;1;10;103;10301
10;103;10301;9;1;6;OSORNO;1;10;103;10301
10;103;10301;14;1;1;OSORNO;1;10;103;10301
10;103;10301;18;1;1;OSORNO;1;10;103;10301
10;103;10301;18;1;2;OSORNO;1;10;103;10301
10;103;10301;18;1;3;OSORNO;1;10;103;10301
10;103;10301;18;1;4;OSORNO;1;10;103;10301
10;103;10301;19;1;1;OSORNO;1;10;103;10301
10;103;10301;19;1;2;OSORNO;1;10;103;10301
10;103;10301;19;1;3;OSORNO;1;10;103;10301
10;103;10301;19;1;4;OSORNO;1;10;103;10301
10;103;10302;1;1;1;PUERTO OCTAY;2;10;103;10302
10;103;10303;1;1;1;PURRANQUE;1;10;103;10303
10;103;10303;1;1;2;PURRANQUE;1;10;103;10303
10;103;10303;1;1;3;PURRANQUE;1;10;103;10303
10;103;10303;4;1;1;CORTE ALTO;2;10;103;10303
10;103;10304;1;1;1;ENTRE LAGOS;2;10;103;10304
10;103;10305;1;1;1;RÍO NEGRO;1;10;103;10305
10;103;10305;1;1;2;RÍO NEGRO;1;10;103;10305
10;103;10306;2;1;1;BAHÍA MANSA - MUICOLPUE;2;10;103;10306
10;103;10306;2;1;2;BAHÍA MANSA - MUICOLPUE;2;10;103;10306
10;103;10307;1;1;1;SAN PABLO;2;10;103;10307
10;104;10401;1;1;1;CHAITÉN;2;10;104;10401
10;104;10402;1;1;1;FUTALEUFÚ;2;10;104;10402
10;104;10403;4;1;1;RÍO NEGRO;2;10;104;10403
10;104;10404;1;1;1;PALENA;2;10;104;10404
11;111;11101;1;1;1;COYHAIQUE;1;11;111;11101
11;111;11101;1;1;2;COYHAIQUE;1;11;111;11101
11;111;11101;1;1;3;COYHAIQUE;1;11;111;11101
11;111;11101;1;1;4;COYHAIQUE;1;11;111;11101
11;111;11101;1;1;5;COYHAIQUE;1;11;111;11101
11;111;11101;1;1;6;COYHAIQUE;1;11;111;11101
11;111;11101;1;1;7;COYHAIQUE;1;11;111;11101
11;111;11101;11;1;1;COYHAIQUE;1;11;111;11101
11;111;11101;12;1;1;COYHAIQUE;1;11;111;11101
11;111;11101;12;1;2;COYHAIQUE;1;11;111;11101
11;111;11101;12;1;3;COYHAIQUE;1;11;111;11101
11;111;11101;12;1;4;COYHAIQUE;1;11;111;11101
11;111;11101;12;1;5;COYHAIQUE;1;11;111;11101
11;111;11101;12;1;6;COYHAIQUE;1;11;111;11101
11;111;11101;12;1;7;COYHAIQUE;1;11;111;11101
11;111;11101;12;1;8;COYHAIQUE;1;11;111;11101
11;111;11101;13;1;1;COYHAIQUE;1;11;111;11101
11;111;11101;13;1;2;COYHAIQUE;1;11;111;11101
11;111;11101;13;1;3;COYHAIQUE;1;11;111;11101
11;111;11101;13;1;4;COYHAIQUE;1;11;111;11101
11;111;11101;13;1;5;COYHAIQUE;1;11;111;11101
11;111;11101;13;1;6;COYHAIQUE;1;11;111;11101
11;111;11101;13;1;7;COYHAIQUE;1;11;111;11101
11;112;11201;1;1;1;PUERTO AYSÉN;1;11;112;11201
11;112;11201;1;1;2;PUERTO AYSÉN;1;11;112;11201
11;112;11201;1;1;3;PUERTO AYSÉN;1;11;112;11201
11;112;11201;2;1;1;VILLA MAÑIGUALES;2;11;112;11201
11;112;11201;4;1;1;PUERTO AYSÉN;1;11;112;11201
11;112;11201;4;1;2;PUERTO AYSÉN;1;11;112;11201
11;112;11201;4;1;3;PUERTO AYSÉN;1;11;112;11201
11;112;11201;7;1;1;PUERTO CHACABUCO;2;11;112;11201
11;112;11202;1;1;1;PUERTO CISNES;2;11;112;11202
11;112;11202;2;1;1;LA JUNTA;2;11;112;11202
11;112;11203;1;1;1;MELINKA;2;11;112;11203
11;113;11301;1;1;1;COCHRANE;2;11;113;11301
11;114;11401;1;1;1;CHILE CHICO;2;11;114;11401
12;121;12101;1;1;1;PUNTA ARENAS;1;12;121;12101
12;121;12101;1;1;2;PUNTA ARENAS;1;12;121;12101
12;121;12101;1;1;3;PUNTA ARENAS;1;12;121;12101
12;121;12101;1;1;4;PUNTA ARENAS;1;12;121;12101
12;121;12101;2;1;1;PUNTA ARENAS;1;12;121;12101
12;121;12101;2;1;2;PUNTA ARENAS;1;12;121;12101
12;121;12101;3;1;1;PUNTA ARENAS;1;12;121;12101
12;121;12101;3;1;2;PUNTA ARENAS;1;12;121;12101
12;121;12101;3;1;3;PUNTA ARENAS;1;12;121;12101
12;121;12101;3;1;4;PUNTA ARENAS;1;12;121;12101
12;121;12101;3;1;5;PUNTA ARENAS;1;12;121;12101
12;121;12101;4;1;1;PUNTA ARENAS;1;12;121;12101
12;121;12101;4;1;2;PUNTA ARENAS;1;12;121;12101
12;121;12101;4;1;3;PUNTA ARENAS;1;12;121;12101
12;121;12101;4;1;4;PUNTA ARENAS;1;12;121;12101
12;121;12101;4;1;5;PUNTA ARENAS;1;12;121;12101
12;121;12101;4;1;6;PUNTA ARENAS;1;12;121;12101
12;121;12101;4;1;7;PUNTA ARENAS;1;12;121;12101
12;121;12101;5;1;1;PUNTA ARENAS;1;12;121;12101
12;121;12101;5;1;2;PUNTA ARENAS;1;12;121;12101
12;121;12101;6;1;1;PUNTA ARENAS;1;12;121;12101
12;121;12101;6;1;2;PUNTA ARENAS;1;12;121;12101
12;121;12101;6;1;3;PUNTA ARENAS;1;12;121;12101
12;121;12101;7;1;1;PUNTA ARENAS;1;12;121;12101
12;121;12101;7;1;2;PUNTA ARENAS;1;12;121;12101
12;121;12101;7;1;3;PUNTA ARENAS;1;12;121;12101
12;121;12101;7;1;4;PUNTA ARENAS;1;12;121;12101
12;121;12101;7;1;5;PUNTA ARENAS;1;12;121;12101
12;121;12101;7;1;6;PUNTA ARENAS;1;12;121;12101
12;121;12101;7;1;7;PUNTA ARENAS;1;12;121;12101
12;121;12101;8;1;1;PUNTA ARENAS;1;12;121;12101
12;121;12101;8;1;2;PUNTA ARENAS;1;12;121;12101
12;121;12101;8;1;3;PUNTA ARENAS;1;12;121;12101
12;121;12101;8;1;4;PUNTA ARENAS;1;12;121;12101
12;121;12101;8;1;5;PUNTA ARENAS;1;12;121;12101
12;121;12101;8;1;6;PUNTA ARENAS;1;12;121;12101
12;121;12101;9;1;1;PUNTA ARENAS;1;12;121;12101
12;121;12101;10;1;1;PUNTA ARENAS;1;12;121;12101
12;121;12101;10;1;2;PUNTA ARENAS;1;12;121;12101
12;121;12101;10;1;3;PUNTA ARENAS;1;12;121;12101
12;121;12101;10;1;4;PUNTA ARENAS;1;12;121;12101
12;121;12101;10;1;5;PUNTA ARENAS;1;12;121;12101
12;122;12201;1;1;1;PUERTO WILLIAMS;2;12;122;12201
12;123;12301;1;1;1;PORVENIR;1;12;123;12301
12;123;12301;1;1;2;PORVENIR;1;12;123;12301
12;124;12401;1;1;1;PUERTO NATALES;1;12;124;12401
12;124;12401;1;1;2;PUERTO NATALES;1;12;124;12401
12;124;12401;1;1;3;PUERTO NATALES;1;12;124;12401
12;124;12401;1;1;4;PUERTO NATALES;1;12;124;12401
12;124;12401;1;1;5;PUERTO NATALES;1;12;124;12401
12;124;12401;1;1;6;PUERTO NATALES;1;12;124;12401
12;124;12401;1;1;7;PUERTO NATALES;1;12;124;12401
12;124;12401;1;1;8;PUERTO NATALES;1;12;124;12401
12;124;12401;5;1;1;PUERTO NATALES;1;12;124;12401
13;131;13101;1;1;1;SANTIAGO;1;13;131;13101
13;131;13101;1;1;2;SANTIAGO;1;13;131;13101
13;131;13101;1;1;3;SANTIAGO;1;13;131;13101
13;131;13101;1;1;4;SANTIAGO;1;13;131;13101
13;131;13101;1;1;5;SANTIAGO;1;13;131;13101
13;131;13101;2;1;1;SANTIAGO;1;13;131;13101
13;131;13101;2;1;2;SANTIAGO;1;13;131;13101
13;131;13101;2;1;3;SANTIAGO;1;13;131;13101
13;131;13101;2;1;4;SANTIAGO;1;13;131;13101
13;131;13101;2;1;5;SANTIAGO;1;13;131;13101
13;131;13101;2;1;6;SANTIAGO;1;13;131;13101
13;131;13101;2;1;7;SANTIAGO;1;13;131;13101
13;131;13101;2;1;8;SANTIAGO;1;13;131;13101
13;131;13101;3;1;1;SANTIAGO;1;13;131;13101
13;131;13101;3;1;2;SANTIAGO;1;13;131;13101
13;131;13101;3;1;3;SANTIAGO;1;13;131;13101
13;131;13101;3;1;4;SANTIAGO;1;13;131;13101
13;131;13101;3;1;5;SANTIAGO;1;13;131;13101
13;131;13101;3;1;6;SANTIAGO;1;13;131;13101
13;131;13101;3;1;7;SANTIAGO;1;13;131;13101
13;131;13101;4;1;1;SANTIAGO;1;13;131;13101
13;131;13101;4;1;2;SANTIAGO;1;13;131;13101
13;131;13101;4;1;3;SANTIAGO;1;13;131;13101
13;131;13101;4;1;4;SANTIAGO;1;13;131;13101
13;131;13101;4;1;5;SANTIAGO;1;13;131;13101
13;131;13101;5;1;1;SANTIAGO;1;13;131;13101
13;131;13101;5;1;2;SANTIAGO;1;13;131;13101
13;131;13101;5;1;3;SANTIAGO;1;13;131;13101
13;131;13101;6;1;1;SANTIAGO;1;13;131;13101
13;131;13101;6;1;2;SANTIAGO;1;13;131;13101
13;131;13101;6;1;3;SANTIAGO;1;13;131;13101
13;131;13101;7;1;1;SANTIAGO;1;13;131;13101
13;131;13101;7;1;2;SANTIAGO;1;13;131;13101
13;131;13101;7;1;3;SANTIAGO;1;13;131;13101
13;131;13101;8;1;1;SANTIAGO;1;13;131;13101
13;131;13101;8;1;2;SANTIAGO;1;13;131;13101
13;131;13101;8;1;3;SANTIAGO;1;13;131;13101
13;131;13101;8;1;4;SANTIAGO;1;13;131;13101
13;131;13101;9;1;1;SANTIAGO;1;13;131;13101
13;131;13101;9;1;2;SANTIAGO;1;13;131;13101
13;131;13101;9;1;3;SANTIAGO;1;13;131;13101
13;131;13101;9;1;4;SANTIAGO;1;13;131;13101
13;131;13101;10;1;1;SANTIAGO;1;13;131;13101
13;131;13101;10;1;2;SANTIAGO;1;13;131;13101
13;131;13101;10;1;3;SANTIAGO;1;13;131;13101
13;131;13101;10;1;4;SANTIAGO;1;13;131;13101
13;131;13101;10;1;5;SANTIAGO;1;13;131;13101
13;131;13101;10;1;6;SANTIAGO;1;13;131;13101
13;131;13101;10;1;7;SANTIAGO;1;13;131;13101
13;131;13101;10;1;8;SANTIAGO;1;13;131;13101
13;131;13101;10;1;9;SANTIAGO;1;13;131;13101
13;131;13101;10;1;10;SANTIAGO;1;13;131;13101
13;131;13101;11;1;1;SANTIAGO;1;13;131;13101
13;131;13101;11;1;2;SANTIAGO;1;13;131;13101
13;131;13101;11;1;3;SANTIAGO;1;13;131;13101
13;131;13101;11;1;4;SANTIAGO;1;13;131;13101
13;131;13101;11;1;5;SANTIAGO;1;13;131;13101
13;131;13101;11;1;6;SANTIAGO;1;13;131;13101
13;131;13101;11;1;7;SANTIAGO;1;13;131;13101
13;131;13101;11;1;8;SANTIAGO;1;13;131;13101
13;131;13101;11;1;9;SANTIAGO;1;13;131;13101
13;131;13101;11;1;10;SANTIAGO;1;13;131;13101
13;131;13101;11;1;11;SANTIAGO;1;13;131;13101
13;131;13101;11;1;12;SANTIAGO;1;13;131;13101
13;131;13101;11;1;13;SANTIAGO;1;13;131;13101
13;131;13101;11;1;14;SANTIAGO;1;13;131;13101
13;131;13101;11;1;15;SANTIAGO;1;13;131;13101
13;131;13101;11;1;16;SANTIAGO;1;13;131;13101
13;131;13101;11;1;17;SANTIAGO;1;13;131;13101
13;131;13101;11;1;18;SANTIAGO;1;13;131;13101
13;131;13101;11;1;19;SANTIAGO;1;13;131;13101
13;131;13101;12;1;1;SANTIAGO;1;13;131;13101
13;131;13101;12;1;2;SANTIAGO;1;13;131;13101
13;131;13101;12;1;3;SANTIAGO;1;13;131;13101
13;131;13101;12;1;4;SANTIAGO;1;13;131;13101
13;131;13101;12;1;5;SANTIAGO;1;13;131;13101
13;131;13101;12;1;6;SANTIAGO;1;13;131;13101
13;131;13101;12;1;7;SANTIAGO;1;13;131;13101
13;131;13101;12;1;8;SANTIAGO;1;13;131;13101
13;131;13101;12;1;9;SANTIAGO;1;13;131;13101
13;131;13101;13;1;1;SANTIAGO;1;13;131;13101
13;131;13101;13;1;2;SANTIAGO;1;13;131;13101
13;131;13101;13;1;3;SANTIAGO;1;13;131;13101
13;131;13101;13;1;4;SANTIAGO;1;13;131;13101
13;131;13101;13;1;5;SANTIAGO;1;13;131;13101
13;131;13101;13;1;6;SANTIAGO;1;13;131;13101
13;131;13101;13;1;7;SANTIAGO;1;13;131;13101
13;131;13101;13;1;8;SANTIAGO;1;13;131;13101
13;131;13101;13;1;9;SANTIAGO;1;13;131;13101
13;131;13101;14;1;1;SANTIAGO;1;13;131;13101
13;131;13101;14;1;2;SANTIAGO;1;13;131;13101
13;131;13101;14;1;3;SANTIAGO;1;13;131;13101
13;131;13101;15;1;1;SANTIAGO;1;13;131;13101
13;131;13101;15;1;2;SANTIAGO;1;13;131;13101
13;131;13101;15;1;3;SANTIAGO;1;13;131;13101
13;131;13101;15;1;4;SANTIAGO;1;13;131;13101
13;131;13101;16;1;1;SANTIAGO;1;13;131;13101
13;131;13101;16;1;2;SANTIAGO;1;13;131;13101
13;131;13101;16;1;3;SANTIAGO;1;13;131;13101
13;131;13101;17;1;1;SANTIAGO;1;13;131;13101
13;131;13101;17;1;2;SANTIAGO;1;13;131;13101
13;131;13101;17;1;3;SANTIAGO;1;13;131;13101
13;131;13101;18;1;1;SANTIAGO;1;13;131;13101
13;131;13101;18;1;2;SANTIAGO;1;13;131;13101
13;131;13101;19;1;1;SANTIAGO;1;13;131;13101
13;131;13101;19;1;2;SANTIAGO;1;13;131;13101
13;131;13101;19;1;3;SANTIAGO;1;13;131;13101
13;131;13101;20;1;1;SANTIAGO;1;13;131;13101
13;131;13101;20;1;2;SANTIAGO;1;13;131;13101
13;131;13101;20;1;3;SANTIAGO;1;13;131;13101
13;131;13101;21;1;1;SANTIAGO;1;13;131;13101
13;131;13101;21;1;2;SANTIAGO;1;13;131;13101
13;131;13101;22;1;1;SANTIAGO;1;13;131;13101
13;131;13101;23;1;1;SANTIAGO;1;13;131;13101
13;131;13101;24;1;1;SANTIAGO;1;13;131;13101
13;131;13101;24;1;2;SANTIAGO;1;13;131;13101
13;131;13101;25;1;1;SANTIAGO;1;13;131;13101
13;131;13101;26;1;1;SANTIAGO;1;13;131;13101
13;131;13101;27;1;1;SANTIAGO;1;13;131;13101
13;131;13101;27;1;2;SANTIAGO;1;13;131;13101
13;131;13101;27;1;3;SANTIAGO;1;13;131;13101
13;131;13101;27;1;4;SANTIAGO;1;13;131;13101
13;131;13101;28;1;1;SANTIAGO;1;13;131;13101
13;131;13101;28;1;2;SANTIAGO;1;13;131;13101
13;131;13101;28;1;3;SANTIAGO;1;13;131;13101
13;131;13101;28;1;4;SANTIAGO;1;13;131;13101
13;131;13101;28;1;5;SANTIAGO;1;13;131;13101
13;131;13101;28;1;6;SANTIAGO;1;13;131;13101
13;131;13101;29;1;1;SANTIAGO;1;13;131;13101
13;131;13102;1;1;1;CERRILLOS;1;13;131;13102
13;131;13102;1;1;2;CERRILLOS;1;13;131;13102
13;131;13102;1;1;3;CERRILLOS;1;13;131;13102
13;131;13102;1;1;4;CERRILLOS;1;13;131;13102
13;131;13102;2;1;1;CERRILLOS;1;13;131;13102
13;131;13102;2;1;2;CERRILLOS;1;13;131;13102
13;131;13102;2;1;3;CERRILLOS;1;13;131;13102
13;131;13102;2;1;4;CERRILLOS;1;13;131;13102
13;131;13102;3;1;1;CERRILLOS;1;13;131;13102
13;131;13102;3;1;2;CERRILLOS;1;13;131;13102
13;131;13102;3;1;3;CERRILLOS;1;13;131;13102
13;131;13102;3;1;4;CERRILLOS;1;13;131;13102
13;131;13102;3;1;5;CERRILLOS;1;13;131;13102
13;131;13102;3;1;6;CERRILLOS;1;13;131;13102
13;131;13102;3;1;7;CERRILLOS;1;13;131;13102
13;131;13102;4;1;1;CERRILLOS;1;13;131;13102
13;131;13102;4;1;2;CERRILLOS;1;13;131;13102
13;131;13102;4;1;3;CERRILLOS;1;13;131;13102
13;131;13102;4;1;4;CERRILLOS;1;13;131;13102
13;131;13102;4;1;5;CERRILLOS;1;13;131;13102
13;131;13102;4;1;6;CERRILLOS;1;13;131;13102
13;131;13103;1;1;1;CERRO NAVIA;1;13;131;13103
13;131;13103;1;1;2;CERRO NAVIA;1;13;131;13103
13;131;13103;1;1;3;CERRO NAVIA;1;13;131;13103
13;131;13103;1;1;4;CERRO NAVIA;1;13;131;13103
13;131;13103;1;1;5;CERRO NAVIA;1;13;131;13103
13;131;13103;1;1;6;CERRO NAVIA;1;13;131;13103
13;131;13103;2;1;1;CERRO NAVIA;1;13;131;13103
13;131;13103;2;1;2;CERRO NAVIA;1;13;131;13103
13;131;13103;2;1;3;CERRO NAVIA;1;13;131;13103
13;131;13103;2;1;4;CERRO NAVIA;1;13;131;13103
13;131;13103;2;1;5;CERRO NAVIA;1;13;131;13103
13;131;13103;3;1;1;CERRO NAVIA;1;13;131;13103
13;131;13103;3;1;2;CERRO NAVIA;1;13;131;13103
13;131;13103;3;1;3;CERRO NAVIA;1;13;131;13103
13;131;13103;4;1;1;CERRO NAVIA;1;13;131;13103
13;131;13103;4;1;2;CERRO NAVIA;1;13;131;13103
13;131;13103;4;1;3;CERRO NAVIA;1;13;131;13103
13;131;13103;5;1;1;CERRO NAVIA;1;13;131;13103
13;131;13103;5;1;2;CERRO NAVIA;1;13;131;13103
13;131;13103;6;1;1;CERRO NAVIA;1;13;131;13103
13;131;13103;6;1;2;CERRO NAVIA;1;13;131;13103
13;131;13103;6;1;3;CERRO NAVIA;1;13;131;13103
13;131;13103;6;1;4;CERRO NAVIA;1;13;131;13103
13;131;13103;7;1;1;CERRO NAVIA;1;13;131;13103
13;131;13103;7;1;2;CERRO NAVIA;1;13;131;13103
13;131;13103;7;1;3;CERRO NAVIA;1;13;131;13103
13;131;13103;7;1;4;CERRO NAVIA;1;13;131;13103
13;131;13103;7;1;5;CERRO NAVIA;1;13;131;13103
13;131;13103;8;1;1;CERRO NAVIA;1;13;131;13103
13;131;13103;8;1;2;CERRO NAVIA;1;13;131;13103
13;131;13103;8;1;3;CERRO NAVIA;1;13;131;13103
13;131;13103;9;1;1;CERRO NAVIA;1;13;131;13103
13;131;13103;9;1;2;CERRO NAVIA;1;13;131;13103
13;131;13103;9;1;3;CERRO NAVIA;1;13;131;13103
13;131;13103;9;1;4;CERRO NAVIA;1;13;131;13103
13;131;13103;9;1;5;CERRO NAVIA;1;13;131;13103
13;131;13104;1;1;1;CONCHALÍ;1;13;131;13104
13;131;13104;1;1;2;CONCHALÍ;1;13;131;13104
13;131;13104;1;1;3;CONCHALÍ;1;13;131;13104
13;131;13104;2;1;1;CONCHALÍ;1;13;131;13104
13;131;13104;2;1;2;CONCHALÍ;1;13;131;13104
13;131;13104;2;1;3;CONCHALÍ;1;13;131;13104
13;131;13104;2;1;4;CONCHALÍ;1;13;131;13104
13;131;13104;3;1;1;CONCHALÍ;1;13;131;13104
13;131;13104;3;1;2;CONCHALÍ;1;13;131;13104
13;131;13104;3;1;3;CONCHALÍ;1;13;131;13104
13;131;13104;3;1;4;CONCHALÍ;1;13;131;13104
13;131;13104;3;1;5;CONCHALÍ;1;13;131;13104
13;131;13104;4;1;1;CONCHALÍ;1;13;131;13104
13;131;13104;4;1;2;CONCHALÍ;1;13;131;13104
13;131;13104;4;1;3;CONCHALÍ;1;13;131;13104
13;131;13104;4;1;4;CONCHALÍ;1;13;131;13104
13;131;13104;5;1;1;CONCHALÍ;1;13;131;13104
13;131;13104;5;1;2;CONCHALÍ;1;13;131;13104
13;131;13104;5;1;3;CONCHALÍ;1;13;131;13104
13;131;13104;5;1;4;CONCHALÍ;1;13;131;13104
13;131;13104;5;1;5;CONCHALÍ;1;13;131;13104
13;131;13104;5;1;6;CONCHALÍ;1;13;131;13104
13;131;13104;6;1;1;CONCHALÍ;1;13;131;13104
13;131;13104;6;1;2;CONCHALÍ;1;13;131;13104
13;131;13104;6;1;3;CONCHALÍ;1;13;131;13104
13;131;13104;7;1;1;CONCHALÍ;1;13;131;13104
13;131;13104;7;1;2;CONCHALÍ;1;13;131;13104
13;131;13104;7;1;3;CONCHALÍ;1;13;131;13104
13;131;13104;7;1;4;CONCHALÍ;1;13;131;13104
13;131;13104;8;1;1;CONCHALÍ;1;13;131;13104
13;131;13104;8;1;2;CONCHALÍ;1;13;131;13104
13;131;13104;8;1;3;CONCHALÍ;1;13;131;13104
13;131;13104;8;1;4;CONCHALÍ;1;13;131;13104
13;131;13104;9;1;1;CONCHALÍ;1;13;131;13104
13;131;13104;9;1;2;CONCHALÍ;1;13;131;13104
13;131;13104;9;1;3;CONCHALÍ;1;13;131;13104
13;131;13104;10;1;1;CONCHALÍ;1;13;131;13104
13;131;13104;10;1;2;CONCHALÍ;1;13;131;13104
13;131;13104;10;1;3;CONCHALÍ;1;13;131;13104
13;131;13105;1;1;1;EL BOSQUE;1;13;131;13105
