s2_cellid,EDUARDO ARTES BRICHETTI,GABRIEL BORIC FONT,JOSE ANTONIO KAST RIST,MARCO ENRIQUEZ-OMINAMI GUMUCIO,FRANCO PARISI FERNANDEZ,YASNA PROVOSTE CAMPILLAY,SEBASTIAN SICHEL RAMIREZ,Votos Blancos,Votos Nulos
10836444466265456640,0.002675840978593272,0.0768348623853211,0.4690366972477064,0.0061162079510703364,0.00191131498470948,0.06269113149847094,0.3769113149847095,0.00191131498470948,0.00191131498470948
10836444500625195008,0.0019550342130987292,0.06842619745845552,0.49332029977191266,0.0060280221570544155,0.005539263603779733,0.050342130987292275,0.36884978820462694,0.0013033561420658195,0.004235907461713913
10836445016021270528,0.0018751171948246765,0.08044252765797863,0.4862178886180386,0.005062816426026627,0.006187886742921433,0.05381586349146822,0.31876992312019503,0.001125070316894806,0.04650290643165198
10836445084740747264,0.005622312865174733,0.1147613273068019,0.47844780068349685,0.03946643148495205,0.030426634329180906,0.07463344724947635,0.2505787675008268,0.0024253114320361593,0.0036379671480542388
10836445119100485632,0.0032530904359141183,0.06067013662979831,0.5637605725439168,0.009108653220559532,0.013175016265452179,0.03822381262199089,0.3074170461938842,0.002277163305139883,0.002114508783344177
10836445462697869312,0.001798776831754407,0.0561218371507375,0.5667346204580885,0.007914618059719391,0.010193068713274973,0.03777431346684255,0.3158652116560739,0.0013191030099532319,0.002278450653555582
10836447489922433024,0.0030959752321981426,0.09597523219814241,0.486544415336985,0.033817575613241245,0.03738985472731603,0.05286973088830674,0.2864967849487973,0.0019052155275065491,0.0019052155275065491
10836447833519816704,0.006626798125101019,0.13172781638920317,0.44157103604331666,0.052529497333117826,0.036043316631647004,0.0675610150315177,0.256343946985615,0.0029093260061419106,0.004687247454339745
10836447936599031808,0.0028662771469518244,0.05853819865505457,0.5444824164921177,0.01289824716128321,0.009811487156873553,0.03351339433359057,0.33458273619226103,0.0006614485723734979,0.0026457942894939916
10836448074037985280,0.003246753246753247,0.16161616161616163,0.408008658008658,0.015151515151515152,0.010461760461760462,0.06493506493506493,0.33170995670995673,0.0009018759018759019,0.003968253968253968
10836450169982025728,0.01934851824638746,0.3742346313984815,0.21993632133235366,0.055106539309331376,0.03943179035023267,0.09110947832476121,0.19275042860641686,0.0026940974773450896,0.005388194954690179
10836450204341764096,0.012385568120624663,0.28729133010231556,0.2999461497038234,0.035541195476575124,0.023694130317716746,0.10931610123855681,0.22347872913301023,0.0024232633279483036,0.0059235325794291865
10836450307420979200,0.01741573033707865,0.2794943820224719,0.1949438202247191,0.12780898876404495,0.07303370786516854,0.1651685393258427,0.13117977528089889,0.004213483146067416,0.006741573033707865
10836450341780717568,0.018386747879546878,0.32646439346501965,0.1873968235896852,0.11669607787328513,0.08863209426766096,0.11476063072806968,0.13872602037911994,0.0028462458017874423,0.0060909660158251265
10836450410500194304,0.01088139281828074,0.28255350018135655,0.32063837504533915,0.01886108088501995,0.020311933260790716,0.10409865796155242,0.23576351106274937,0.003627130939426913,0.003264417845484222
10836450479219671040,0.010831539289558665,0.3079924650161464,0.27475780409041983,0.032023681377825616,0.022066738428417654,0.10878632938643702,0.2358719052744887,0.002152852529601722,0.005516684607104414
10836450513579409408,0.012491781722550954,0.3133629191321499,0.25624589086127547,0.04487179487179487,0.04766600920447074,0.10379684418145957,0.21490795529257067,0.0018080210387902695,0.004848783694937541
10836450719737839616,0.0036955768564499365,0.13200138584132118,0.459868345074489,0.012010624783462294,0.010855757015821688,0.06952303961196443,0.30580898487123226,0.0015013280979327868,0.004734957847326481
10836450822817054720,0.0035786177588906284,0.1402370834265265,0.4441959293222993,0.014314471035562513,0.009841198836949228,0.07112502795795124,0.31133974502348466,0.00156564526951465,0.0038022813688212928
10836450857176793088,0.005406174420258927,0.14155640916204296,0.43462796983923746,0.01579172001707213,0.013088632806942667,0.06643903827002419,0.3145539906103286,0.003556693697538768,0.004979371176554275
10836450994615746560,0.003456998313659359,0.11770657672849916,0.4517706576728499,0.016020236087689713,0.00775716694772344,0.07841483979763912,0.31981450252951094,0.0010961214165261383,0.003962900505902193
10836451028975484928,0.0031761544099682387,0.09540679208404593,0.4915709748350843,0.008551184949914489,0.006474468604935255,0.062423650134375765,0.3267774248717322,0.0017102369899828977,0.003909113119960909
10836451063335223296,0.0034358154137788047,0.11900953734968307,0.4646051774183994,0.013091641490433032,0.007464012795450507,0.07452165156092648,0.3115336769148747,0.0020733368876251408,0.004265150168828861
10836451097694961664,0.003100953256000919,0.12047777650166533,0.48420810841851386,0.009762260250373262,0.008384058803261743,0.0655219937980935,0.3025152176409785,0.002239577351556219,0.0037900539795566787
10836451132054700032,0.0021873291149128973,0.14084837122099836,0.4262167018201703,0.010702288883680963,0.008202484180923366,0.07421295211311617,0.3323959065697992,0.0021092102179517225,0.0031247558784469965
10836451200774176768,0.004887774133384783,0.14965592642613673,0.4308315647308509,0.025081998842369283,0.016271142838767766,0.0819988423692842,0.2855489098977426,0.0018007588912470256,0.003923081870216734
10836451303853391872,0.0073163593795727245,0.308750365817969,0.2974343966442298,0.019315188762071993,0.010047800214613208,0.11852502194907814,0.23470880889669302,0.001268168959125939,0.0026338893766461808
10836451338213130240,0.008353484282259837,0.1644317432402726,0.4299113358247234,0.026745804938814392,0.02293544368725727,0.06887960723968638,0.2713416868176156,0.002711218582838719,0.004689675386531839
10836451372572868608,0.015064562410329985,0.28766140602582496,0.1918938307030129,0.13163558106169296,0.07604017216642754,0.148493543758967,0.12984218077474893,0.006456241032998565,0.01291248206599713
10836451406932606976,0.005945826910372164,0.16699699038390955,0.4344857960801586,0.028114218600895545,0.030903618879835573,0.0646700433091096,0.26220362622036264,0.0018351317624605446,0.004844747852895838
10836451441292345344,0.0011726766344180592,0.06977425974787452,0.534154206977426,0.024626209322779244,0.005277044854881266,0.05306361770741718,0.30841395485194956,0.0008795074758135445,0.002638522427440633
10836451475652083712,0.001122754491017964,0.06755239520958084,0.49869011976047906,0.004303892215568862,0.002245508982035928,0.060067365269461076,0.3615269461077844,0.001122754491017964,0.0033682634730538923
10836451681810513920,0.007494038832746679,0.269104121721358,0.3397297604178494,0.020211195639831953,0.015101623708413761,0.1021914386283638,0.24003633473373454,0.00215737481548768,0.003974111502214148
10836451750529990656,0.00957897081755402,0.3045221652929383,0.31298730229449767,0.021162842503898417,0.020940075740699487,0.080418801514814,0.2399198039652484,0.00311873468478503,0.007351303185564714
10836451784889729024,0.00887335305189567,0.2551761226136058,0.3613874697499328,0.021511158913686476,0.012100026888948642,0.09706910459801021,0.23689163753697232,0.0016133369185264857,0.005377789728421619
10836451819249467392,0.01158909113812433,0.35793915727152487,0.2748000251936764,0.027587075644013352,0.01587201612395289,0.09970397430245008,0.20614725703848333,0.0020784783019462114,0.004282924985828557
10836451853609205760,0.015343147418619116,0.4308521667012233,0.2403068629483724,0.02778353721749948,0.02425876010781671,0.0889487870619946,0.16545718432510886,0.0033174372797014308,0.0037321169396641093
10836451887968944128,0.014461255537908552,0.3515840508233721,0.22903953857727993,0.06712363119618825,0.04045807907715456,0.10632784418624092,0.18247931120956282,0.003009278609044554,0.005517010783248349
10836451956688420864,0.00965388379749088,0.3326363555476466,0.29308657353857104,0.021932556277248865,0.014681021443188896,0.0975620606815553,0.2246196280807901,0.0018240056944568022,0.004003914939051517
10836451991048159232,0.01841216216216216,0.31739864864864864,0.22077702702702703,0.09087837837837838,0.04864864864864865,0.12804054054054054,0.16672297297297298,0.0033783783783783786,0.0057432432432432436
10836452059767635968,0.015518989316072682,0.39733291741402166,0.22529829213132652,0.038914450596584264,0.026982765343523358,0.09607736099196756,0.1927006160804804,0.002183576386181081,0.00499103173984247
10836452094127374336,0.01401107852720756,0.36591723688497885,0.27109807754969045,0.04105571847507331,0.02802215705441512,0.10231345715216683,0.16911045943304007,0.002932551319648094,0.005539263603779733
10836452128487112704,0.014985189057327061,0.3714061683220073,0.24237672068304583,0.037811465412092696,0.021519428471859208,0.10324098274960794,0.20064471162223385,0.0023523261892315736,0.005663007492594529
10836452162846851072,0.020591647331786544,0.32511600928074247,0.22215777262180975,0.10556844547563805,0.08367169373549883,0.10672853828306264,0.12587006960556846,0.003625290023201856,0.006670533642691415
10836452197206589440,0.015374550212626759,0.34151128557409227,0.2469741576709192,0.07556427870461237,0.04350670592083742,0.12757605495583907,0.1416421328099444,0.0032711808963035655,0.004579653254824992
10836452265926066176,0.015197992191857223,0.37339654210819856,0.25780814277746794,0.043920803123257114,0.027467930842163972,0.09802007808142778,0.1762409369771333,0.0012548800892359174,0.006692693809258227
10836452437724758016,0.017440225035161745,0.33558368495077356,0.21153305203938116,0.08213783403656821,0.05119549929676512,0.13333333333333333,0.15864978902953586,0.005344585091420534,0.004781997187060478
10836452472084496384,0.016114982578397212,0.3314459930313589,0.22822299651567945,0.08122822299651568,0.05161149825783972,0.12652439024390244,0.15461672473867596,0.002395470383275261,0.0078397212543554
10836452643883188224,0.015659679408138102,0.31418002466091244,0.21430332922318127,0.10283600493218249,0.04833538840937115,0.12860665844636252,0.1648581997533909,0.0032059186189889025,0.008014796547472256
10836452746962403328,0.013735215566577643,0.31247615413964136,0.24227394124380008,0.07630675314765356,0.040824112933994655,0.1384967569629912,0.16177031667302555,0.003052270125906143,0.011064479206409768
10836452815681880064,0.024084778420038536,0.37524084778420036,0.23289980732177265,0.06430635838150289,0.05226396917148362,0.11319845857418112,0.12885356454720617,0.003371868978805395,0.005780346820809248
10836452850041618432,0.019307832422586522,0.35446265938069216,0.18797814207650274,0.1111111111111111,0.0790528233151184,0.11438979963570127,0.12568306010928962,0.003278688524590164,0.004735883424408015
10836452884401356800,0.017849553761155972,0.30386740331491713,0.20229494262643433,0.1274968125796855,0.07904802379940501,0.1321716957076073,0.12154696132596685,0.004249893752656183,0.011474713132171696
10836452918761095168,0.02394130518728279,0.3181876689406616,0.18805509074526966,0.13232076200283177,0.09370575363624663,0.13566739606126915,0.09821083794568156,0.002188183807439825,0.007723001673317029
10836453021840310272,0.026179604261796042,0.39817351598173517,0.1385083713850837,0.10928462709284627,0.2009132420091324,0.052968036529680365,0.0654490106544901,0.0018264840182648401,0.006697108066971081
10836453124919525376,0.029400235201881616,0.3759310074480596,0.1795374362994904,0.09800078400627205,0.10466483731869855,0.08584868678949431,0.11838494707957664,0.0007840062720501764,0.007448059584476676
10836453159279263744,0.022133526850507984,0.41799709724238027,0.18432510885341075,0.08309143686502177,0.07873730043541365,0.07039187227866474,0.1353410740203193,0.001451378809869376,0.006531204644412192
10836453193639002112,0.017524235645041013,0.2975391498881432,0.22396221725080787,0.10626398210290827,0.06674123788217748,0.11260253542132737,0.16467810091971166,0.002982848620432513,0.007705692269450659
10836453262358478848,0.018867924528301886,0.3223085460599334,0.21805401405845357,0.09700332963374028,0.0637069922308546,0.1320754716981132,0.13814280429152792,0.0028116907140214578,0.007029226785053644
10836453365437693952,0.02129159616469261,0.4165256627185561,0.2057247602932882,0.06824591088550479,0.06697687535250987,0.08220530174844895,0.13028764805414553,0.002679075014100395,0.0060631697687535254
10836453468516909056,0.023336214347450302,0.40996830884471336,0.20772111783347738,0.06021319504465572,0.06367041198501873,0.08643042350907519,0.13915298184961106,0.002881014116969173,0.006626332469029098
10836453502876647424,0.016875,0.326875,0.22875,0.0796875,0.043125,0.133125,0.1596875,0.0040625,0.0078125
10836453605955862528,0.028821701045493076,0.3461429782424414,0.22520486012998023,0.11020062164453236,0.08957332579824809,0.10115851935575021,0.09126871997739475,0.0031082226617688614,0.004521051144391071
10836453880833769472,0.020285087719298246,0.27850877192982454,0.20230263157894737,0.1206140350877193,0.07839912280701754,0.14528508771929824,0.1425438596491228,0.006030701754385965,0.006030701754385965
